alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,42,8,23,1,22,0.043478260869565216,0.06984126984126984,0.004761904761904762,0.4,3213,0,betting,K>30
0.05,313,67,82,4,78,0.04878048780487805,0.6964285714285714,0.010649627263045792,0.4,715,0,betting,K<=5
0.05,182,51,84,5,79,0.05952380952380952,0.2743055555555556,0.012820512820512818,0.4,2067,0,betting,5<K<=30
0.1,42,16,72,18,54,0.25,0.17142857142857143,0.05720899470899471,0.4,3213,0,betting,K>30
0.1,313,70,89,5,84,0.056179775280898875,0.75,0.01224707135250266,0.4,715,0,betting,K<=5
0.1,182,65,110,8,102,0.07272727272727272,0.3541666666666667,0.026556776556776556,0.4,2067,0,betting,5<K<=30
0.15,42,28,136,51,85,0.375,0.2698412698412698,0.15283663704716338,0.4,3213,0,betting,K>30
0.15,313,76,96,9,87,0.09375,0.7767857142857143,0.025026624068157616,0.4,715,0,betting,K<=5
0.15,182,82,139,19,120,0.1366906474820144,0.4166666666666667,0.07234432234432234,0.4,2067,0,betting,5<K<=30
0.2,42,28,136,51,85,0.375,0.2698412698412698,0.15283663704716338,0.4,3213,0,betting,K>30
0.2,313,76,96,9,87,0.09375,0.7767857142857143,0.025026624068157616,0.4,715,0,betting,K<=5
0.2,182,82,139,19,120,0.1366906474820144,0.4166666666666667,0.07234432234432234,0.4,2067,0,betting,5<K<=30
0.05,322,56,65,3,62,0.046153846153846156,0.7654320987654321,0.009316770186335404,0.4,750,1,betting,K<=5
0.05,172,48,96,3,93,0.03125,0.3661417322834646,0.011627906976744186,0.4,1905,1,betting,5<K<=30
0.05,43,17,59,3,56,0.05084745762711865,0.1723076923076923,0.01923076923076923,0.4,2579,1,betting,K>30
0.1,322,57,66,3,63,0.045454545454545456,0.7777777777777778,0.009316770186335404,0.4,750,1,betting,K<=5
0.1,172,51,102,4,98,0.0392156862745098,0.3858267716535433,0.012209302325581395,0.4,1905,1,betting,5<K<=30
0.1,43,20,90,10,80,0.1111111111111111,0.24615384615384617,0.04053156146179401,0.4,2579,1,betting,K>30
0.15,322,66,78,9,69,0.11538461538461539,0.8518518518518519,0.024844720496894408,0.4,750,1,betting,K<=5
0.15,172,70,138,17,121,0.12318840579710146,0.4763779527559055,0.06448202959830866,0.4,1905,1,betting,5<K<=30
0.15,43,31,151,33,118,0.2185430463576159,0.3630769230769231,0.1596593227254182,0.4,2579,1,betting,K>30
0.2,322,66,78,9,69,0.11538461538461539,0.8518518518518519,0.024844720496894408,0.4,750,1,betting,K<=5
0.2,172,70,138,17,121,0.12318840579710146,0.4763779527559055,0.06448202959830866,0.4,1905,1,betting,5<K<=30
0.2,43,31,151,33,118,0.2185430463576159,0.3630769230769231,0.1596593227254182,0.4,2579,1,betting,K>30
0.05,179,53,83,5,78,0.060240963855421686,0.3132530120481928,0.0148975791433892,0.4,2052,2,betting,5<K<=30
0.05,309,56,59,6,53,0.1016949152542373,0.6625,0.019417475728155338,0.4,714,2,betting,K<=5
0.05,49,14,45,7,38,0.15555555555555556,0.11078717201166181,0.030612244897959183,0.4,3541,2,betting,K>30
