method,alpha,total_rejections,fdp,recall
betting,0.05,30.43093993394155,0.02846231574718856,0.029453200799637938
betting,0.1,41.064102648369044,0.03429095133719803,0.03503189447305282
betting,0.15,62.432679533111596,0.060319718592635865,0.046444248025809445
betting,0.2,42.32639465168899,0.04318826499134031,0.027910677316374467
binary,0.05,0.0,0.0,0.0
binary,0.1,78.70959280799259,0.05272546651490981,0.08950926874217909
binary,0.15,0.0,0.0,0.0
binary,0.2,78.70959280799259,0.05272546651490981,0.08950926874217909
pvalue_bh,0.05,40.88314541406237,0.040694013973187726,0.026641065563390378
pvalue_bh,0.1,40.88314541406237,0.040694013973187726,0.026641065563390378
pvalue_bh,0.15,40.88314541406237,0.040694013973187726,0.026641065563390378
pvalue_bh,0.2,40.88314541406237,0.040694013973187726,0.026641065563390378
