alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,64,3,61,0.046875,0.49193548387096775,0.5908101201057434,0,score_oracle
0.1,73,7,66,0.0958904109589041,0.532258064516129,0.4915885031223297,0,score_oracle
0.15,78,11,67,0.14102564102564102,0.5403225806451613,0.4745827615261078,0,score_oracle
0.2,85,17,68,0.2,0.5483870967741935,0.4588077962398529,0,score_oracle
0.05,32,1,31,0.03125,0.2540983606557377,0.7487779855728149,1,score_oracle
0.1,52,5,47,0.09615384615384616,0.38524590163934425,0.6119022965431213,1,score_oracle
0.15,69,10,59,0.14492753623188406,0.48360655737704916,0.491273432970047,1,score_oracle
0.2,76,15,61,0.19736842105263158,0.5,0.4270515739917755,1,score_oracle
0.05,50,2,48,0.04,0.5454545454545454,0.5814617276191711,2,score_oracle
0.1,56,5,51,0.08928571428571429,0.5795454545454546,0.5450741648674011,2,score_oracle
0.15,61,9,52,0.14754098360655737,0.5909090909090909,0.4915885031223297,2,score_oracle
0.2,68,13,55,0.19117647058823528,0.625,0.4326759874820709,2,score_oracle
0.05,26,1,25,0.038461538461538464,0.2336448598130841,0.7728704214096069,3,score_oracle
0.1,33,3,30,0.09090909090909091,0.2803738317757009,0.6780567765235901,3,score_oracle
0.15,50,7,43,0.14,0.40186915887850466,0.5732153654098511,3,score_oracle
0.2,57,11,46,0.19298245614035087,0.42990654205607476,0.5171873569488525,3,score_oracle
0.05,69,3,66,0.043478260869565216,0.5739130434782609,0.5732153654098511,4,score_oracle
0.1,78,7,71,0.08974358974358974,0.6173913043478261,0.4759738147258758,4,score_oracle
0.15,83,12,71,0.14457831325301204,0.6173913043478261,0.4544338881969452,4,score_oracle
0.2,95,19,76,0.2,0.6608695652173913,0.3700454235076904,4,score_oracle
