alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,115,21,32,1,31,0.03125,0.25,0.008695652173913044,0,betting,all,928
0.1,115,28,44,2,42,0.045454545454545456,0.3387096774193548,0.010144927536231885,0,betting,all,928
0.15,115,31,52,2,50,0.038461538461538464,0.4032258064516129,0.010144927536231885,0,betting,all,928
0.2,115,33,54,4,50,0.07407407407407407,0.4032258064516129,0.027536231884057974,0,betting,all,928
0.05,115,18,25,1,24,0.04,0.19672131147540983,0.004347826086956522,1,betting,all,822
0.1,115,24,32,5,27,0.15625,0.22131147540983606,0.0391304347826087,1,betting,all,822
0.15,115,26,34,5,29,0.14705882352941177,0.23770491803278687,0.0391304347826087,1,betting,all,822
0.2,115,26,34,5,29,0.14705882352941177,0.23770491803278687,0.0391304347826087,1,betting,all,822
0.05,115,24,30,2,28,0.06666666666666667,0.3181818181818182,0.013043478260869565,2,betting,all,1090
0.1,115,28,37,3,34,0.08108108108108109,0.38636363636363635,0.021739130434782608,2,betting,all,1090
0.15,115,31,42,4,38,0.09523809523809523,0.4318181818181818,0.030434782608695653,2,betting,all,1090
0.2,115,36,49,7,42,0.14285714285714285,0.4772727272727273,0.043478260869565216,2,betting,all,1090
0.05,115,28,33,6,27,0.18181818181818182,0.2523364485981308,0.04782608695652174,3,betting,all,908
0.1,115,32,39,6,33,0.15384615384615385,0.308411214953271,0.04782608695652174,3,betting,all,908
0.15,115,33,41,7,34,0.17073170731707318,0.3177570093457944,0.05652173913043478,3,betting,all,908
0.2,115,36,44,9,35,0.20454545454545456,0.32710280373831774,0.07391304347826087,3,betting,all,908
0.05,115,29,49,3,46,0.061224489795918366,0.4,0.02608695652173913,4,betting,all,1307
0.1,115,35,61,4,57,0.06557377049180328,0.4956521739130435,0.034782608695652174,4,betting,all,1307
0.15,115,41,68,6,62,0.08823529411764706,0.5391304347826087,0.05217391304347826,4,betting,all,1307
0.2,115,43,71,6,65,0.08450704225352113,0.5652173913043478,0.05217391304347826,4,betting,all,1307
