alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,115,21,32,1,31,0.03125,0.25,0.008695652173913044,0,betting
0.1,115,28,44,2,42,0.045454545454545456,0.3387096774193548,0.010144927536231885,0,betting
0.15,115,31,52,2,50,0.038461538461538464,0.4032258064516129,0.010144927536231885,0,betting
0.2,115,33,54,4,50,0.07407407407407407,0.4032258064516129,0.027536231884057974,0,betting
0.05,115,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,115,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,115,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,115,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,115,37,65,8,57,0.12307692307692308,0.4596774193548387,0.053623188405797106,0,pvalue_bh
0.1,115,48,96,25,71,0.2604166666666667,0.5725806451612904,0.11954451345755694,0,pvalue_bh
0.15,115,56,115,41,74,0.3565217391304348,0.5967741935483871,0.1906487232574189,0,pvalue_bh
0.2,115,60,140,61,79,0.4357142857142857,0.6370967741935484,0.23540372670807452,0,pvalue_bh
0.05,115,18,25,1,24,0.04,0.19672131147540983,0.004347826086956522,1,betting
0.1,115,24,32,5,27,0.15625,0.22131147540983606,0.0391304347826087,1,betting
0.15,115,26,34,5,29,0.14705882352941177,0.23770491803278687,0.0391304347826087,1,betting
0.2,115,26,34,5,29,0.14705882352941177,0.23770491803278687,0.0391304347826087,1,betting
0.05,115,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,115,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,115,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,115,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,115,32,44,10,34,0.22727272727272727,0.2786885245901639,0.07391304347826087,1,pvalue_bh
0.1,115,40,72,16,56,0.2222222222222222,0.45901639344262296,0.09565217391304348,1,pvalue_bh
0.15,115,49,94,28,66,0.2978723404255319,0.5409836065573771,0.15855448898927157,1,pvalue_bh
0.2,115,51,101,30,71,0.297029702970297,0.5819672131147541,0.1699934123847167,1,pvalue_bh
0.05,115,24,30,2,28,0.06666666666666667,0.3181818181818182,0.013043478260869565,2,betting
0.1,115,28,37,3,34,0.08108108108108109,0.38636363636363635,0.021739130434782608,2,betting
0.15,115,31,42,4,38,0.09523809523809523,0.4318181818181818,0.030434782608695653,2,betting
0.2,115,36,49,7,42,0.14285714285714285,0.4772727272727273,0.043478260869565216,2,betting
0.05,115,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,115,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,115,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,115,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,115,38,51,9,42,0.17647058823529413,0.4772727272727273,0.06086956521739131,2,pvalue_bh
0.1,115,47,64,14,50,0.21875,0.5681818181818182,0.1,2,pvalue_bh
0.15,115,49,75,20,55,0.26666666666666666,0.625,0.11821946169772256,2,pvalue_bh
0.2,115,53,95,32,63,0.3368421052631579,0.7159090909090909,0.1565217391304348,2,pvalue_bh
0.05,115,28,33,6,27,0.18181818181818182,0.2523364485981308,0.04782608695652174,3,betting
0.1,115,32,39,6,33,0.15384615384615385,0.308411214953271,0.04782608695652174,3,betting
0.15,115,33,41,7,34,0.17073170731707318,0.3177570093457944,0.05652173913043478,3,betting
0.2,115,36,44,9,35,0.20454545454545456,0.32710280373831774,0.07391304347826087,3,betting
0.05,115,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,115,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,115,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,115,0,0,0,0,0.0,0.0,0.0,3,binary
0.05,115,45,63,17,46,0.2698412698412698,0.42990654205607476,0.1246376811594203,3,pvalue_bh
0.1,115,52,81,29,52,0.35802469135802467,0.48598130841121495,0.17294685990338163,3,pvalue_bh
0.15,115,59,101,44,57,0.43564356435643564,0.5327102803738317,0.2398550724637681,3,pvalue_bh
0.2,115,63,112,54,58,0.48214285714285715,0.5420560747663551,0.2826086956521739,3,pvalue_bh
0.05,115,29,49,3,46,0.061224489795918366,0.4,0.02608695652173913,4,betting
0.1,115,35,61,4,57,0.06557377049180328,0.4956521739130435,0.034782608695652174,4,betting
0.15,115,41,68,6,62,0.08823529411764706,0.5391304347826087,0.05217391304347826,4,betting
0.2,115,43,71,6,65,0.08450704225352113,0.5652173913043478,0.05217391304347826,4,betting
0.05,115,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,115,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,115,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,115,0,0,0,0,0.0,0.0,0.0,4,binary
0.05,115,49,79,11,68,0.13924050632911392,0.591304347826087,0.09565217391304348,4,pvalue_bh
0.1,115,54,88,16,72,0.18181818181818182,0.6260869565217392,0.13043478260869565,4,pvalue_bh
0.15,115,58,95,21,74,0.22105263157894736,0.6434782608695652,0.1507246376811594,4,pvalue_bh
0.2,115,61,106,31,75,0.29245283018867924,0.6521739130434783,0.1855072463768116,4,pvalue_bh
