seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,sum_phi,0.5,3644,329,533,163,10,153,0.06134969325153374,0.01699463327370304,0.46504559270516715,164,11,153,0.06707317073170732,0.018783542039355994,0.2870544090056285,0.46504559270516715
0,0.1,sum_phi,0.5,3644,329,533,206,14,192,0.06796116504854369,0.021377459749552772,0.5835866261398176,203,17,186,0.08374384236453201,0.026744186046511628,0.34896810506566606,0.5653495440729484
0,0.15,sum_phi,0.5,3644,329,533,235,24,211,0.10212765957446808,0.030868614589544825,0.6413373860182371,234,27,207,0.11538461538461539,0.03623534088650368,0.3883677298311445,0.6291793313069909
0,0.2,sum_phi,0.5,3644,329,533,258,36,222,0.13953488372093023,0.04696879348042139,0.6747720364741642,247,30,217,0.1214574898785425,0.03862055257404094,0.4071294559099437,0.6565349544072948
1,0.05,sum_phi,0.5,3300,327,544,135,4,131,0.02962962962962963,0.007155635062611807,0.40061162079510704,130,5,125,0.038461538461538464,0.008944543828264758,0.22977941176470587,0.382262996941896
1,0.1,sum_phi,0.5,3300,327,544,173,7,166,0.04046242774566474,0.011180679785330949,0.5076452599388379,180,9,171,0.05,0.014758497316636851,0.31433823529411764,0.5168195718654435
1,0.15,sum_phi,0.5,3300,327,544,200,10,190,0.05,0.016547406082289804,0.581039755351682,202,14,188,0.06930693069306931,0.020700230002555584,0.34558823529411764,0.5718654434250765
1,0.2,sum_phi,0.5,3300,327,544,217,18,199,0.08294930875576037,0.024955277280858675,0.6085626911314985,219,19,200,0.0867579908675799,0.02517250191668796,0.36764705882352944,0.6024464831804281
2,0.05,sum_phi,0.5,3248,355,566,163,6,157,0.03680981595092025,0.009540846750149075,0.4422535211267606,152,5,147,0.03289473684210526,0.007751937984496125,0.2597173144876325,0.4084507042253521
2,0.1,sum_phi,0.5,3248,355,566,205,10,195,0.04878048780487805,0.014162194394752534,0.5492957746478874,211,11,200,0.052132701421800945,0.015802027429934404,0.35335689045936397,0.5492957746478874
2,0.15,sum_phi,0.5,3248,355,566,229,12,217,0.05240174672489083,0.016308884913536076,0.6112676056338028,228,11,217,0.04824561403508772,0.015802027429934404,0.3833922261484099,0.5943661971830986
2,0.2,sum_phi,0.5,3248,355,566,248,13,235,0.05241935483870968,0.016756112104949317,0.6619718309859155,244,13,231,0.05327868852459016,0.016607036374478235,0.4081272084805654,0.6338028169014085
3,0.05,sum_phi,0.5,3520,355,577,170,5,165,0.029411764705882353,0.008944543828264758,0.4647887323943662,165,4,161,0.024242424242424242,0.007155635062611807,0.27902946273830154,0.4507042253521127
3,0.1,sum_phi,0.5,3520,355,577,219,13,206,0.0593607305936073,0.01674617372291791,0.5802816901408451,218,15,203,0.06880733944954129,0.02032399125422381,0.35181975736568455,0.5661971830985916
3,0.15,sum_phi,0.5,3520,355,577,247,24,223,0.09716599190283401,0.030520771218445635,0.6281690140845071,243,21,222,0.08641975308641975,0.023454581594116477,0.3847487001733102,0.6169014084507042
3,0.2,sum_phi,0.5,3520,355,577,265,28,237,0.10566037735849057,0.033651361558338304,0.6676056338028169,257,25,232,0.09727626459143969,0.028284635261379445,0.4020797227036395,0.6450704225352113
4,0.05,sum_phi,0.5,3478,336,543,118,3,115,0.025423728813559324,0.004472271914132379,0.34226190476190477,125,5,120,0.04,0.008050089445438283,0.22099447513812154,0.3541666666666667
4,0.1,sum_phi,0.5,3478,336,543,168,6,162,0.03571428571428571,0.009838998211091235,0.48214285714285715,175,7,168,0.04,0.011627906976744186,0.30939226519337015,0.49107142857142855
4,0.15,sum_phi,0.5,3478,336,543,195,10,185,0.05128205128205128,0.01699463327370304,0.5505952380952381,196,12,184,0.061224489795918366,0.019230769230769232,0.3388581952117864,0.5386904761904762
4,0.2,sum_phi,0.5,3478,336,543,221,17,204,0.07692307692307693,0.02370304114490161,0.6071428571428571,226,23,203,0.10176991150442478,0.027827469687934803,0.3738489871086556,0.5922619047619048
5,0.05,sum_phi,0.5,3588,327,556,142,7,135,0.04929577464788732,0.011329755515802026,0.41284403669724773,136,5,131,0.03676470588235294,0.008944543828264758,0.2356115107913669,0.3944954128440367
5,0.1,sum_phi,0.5,3588,327,556,188,15,173,0.0797872340425532,0.016577221228384016,0.5290519877675841,182,16,166,0.08791208791208792,0.018753726893261775,0.29856115107913667,0.4984709480122324
5,0.15,sum_phi,0.5,3588,327,556,215,26,189,0.12093023255813953,0.027534287418008348,0.5779816513761468,211,26,185,0.12322274881516587,0.021104154243689124,0.3327338129496403,0.5565749235474006
5,0.2,sum_phi,0.5,3588,327,556,240,33,207,0.1375,0.03288113695090439,0.6330275229357798,229,32,197,0.13973799126637554,0.03094315245478036,0.35431654676258995,0.5902140672782875
6,0.05,sum_phi,0.5,3259,370,614,143,2,141,0.013986013986013986,0.0026833631484794273,0.3810810810810811,138,6,132,0.043478260869565216,0.009838998211091235,0.21498371335504887,0.35405405405405405
6,0.1,sum_phi,0.5,3259,370,614,208,10,198,0.04807692307692308,0.013267740011926057,0.5351351351351351,196,10,186,0.05102040816326531,0.014460345855694692,0.30293159609120524,0.4918918918918919
6,0.15,sum_phi,0.5,3259,370,614,222,12,210,0.05405405405405406,0.015414430530709601,0.5675675675675675,232,16,216,0.06896551724137931,0.018306499701848538,0.3517915309446254,0.5675675675675675
6,0.2,sum_phi,0.5,3259,370,614,253,20,233,0.07905138339920949,0.024180083482409062,0.6297297297297297,250,20,230,0.08,0.022242098986285035,0.3745928338762215,0.6054054054054054
7,0.05,sum_phi,0.5,3453,390,615,176,9,167,0.05113636363636364,0.016100178890876567,0.4282051282051282,175,8,167,0.045714285714285714,0.014311270125223614,0.27154471544715447,0.4153846153846154
7,0.1,sum_phi,0.5,3453,390,615,209,9,200,0.0430622009569378,0.016100178890876567,0.5128205128205128,217,9,208,0.041474654377880185,0.016100178890876567,0.3382113821138211,0.517948717948718
7,0.15,sum_phi,0.5,3453,390,615,247,11,236,0.044534412955465584,0.018783542039355994,0.6051282051282051,252,11,241,0.04365079365079365,0.018783542039355994,0.39186991869918697,0.6
7,0.2,sum_phi,0.5,3453,390,615,276,14,262,0.050724637681159424,0.022957662492546212,0.6717948717948717,278,16,262,0.05755395683453238,0.026535480023852115,0.42601626016260163,0.6538461538461539
8,0.05,sum_phi,0.5,3181,358,572,162,9,153,0.05555555555555555,0.014907573047107929,0.4273743016759777,170,9,161,0.052941176470588235,0.014907573047107929,0.28146853146853146,0.43854748603351956
8,0.1,sum_phi,0.5,3181,358,572,238,15,223,0.06302521008403361,0.018415821904193996,0.6229050279329609,239,17,222,0.07112970711297072,0.021635857682369312,0.3881118881118881,0.6005586592178771
8,0.15,sum_phi,0.5,3181,358,572,262,21,241,0.08015267175572519,0.027360365732458754,0.6731843575418994,268,24,244,0.08955223880597014,0.03153448618564898,0.42657342657342656,0.6508379888268156
8,0.2,sum_phi,0.5,3181,358,572,281,31,250,0.1103202846975089,0.03917710196779964,0.6983240223463687,283,32,251,0.11307420494699646,0.0366428145497913,0.4388111888111888,0.6703910614525139
9,0.05,sum_phi,0.5,3391,388,648,181,7,174,0.03867403314917127,0.01095706618962433,0.4484536082474227,182,9,173,0.04945054945054945,0.014534883720930232,0.26697530864197533,0.44329896907216493
9,0.1,sum_phi,0.5,3391,388,648,241,14,227,0.058091286307053944,0.020617173524150267,0.5850515463917526,233,14,219,0.060085836909871244,0.020617173524150267,0.33796296296296297,0.5592783505154639
9,0.15,sum_phi,0.5,3391,388,648,267,20,247,0.0749063670411985,0.03135062611806798,0.6365979381443299,255,17,238,0.06666666666666667,0.025983899821109123,0.36728395061728397,0.6030927835051546
9,0.2,sum_phi,0.5,3391,388,648,290,25,265,0.08620689655172414,0.035181872391174714,0.6829896907216495,286,25,261,0.08741258741258741,0.03431226396342676,0.4027777777777778,0.6520618556701031
10,0.05,sum_phi,0.5,3322,319,521,148,10,138,0.06756756756756757,0.017889087656529516,0.43260188087774293,150,10,140,0.06666666666666667,0.017889087656529516,0.2687140115163148,0.43260188087774293
