alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.040510653658467,0.016936497871526252,0.010412939773404888,151.9,0.4141160587801438,0.04566038103351215,0.011620453190220632,149.95,0.4015901674932539,1.0312
0.1,20,0.05162999842477125,0.017170054462993085,0.015031802822500495,197.55,0.5319850541166284,0.0562332973360604,0.016869409660107335,196.4,0.5169718567884611,1.029
0.15,20,0.06688767484746139,0.024874849300089437,0.02132205326972769,222.95,0.5897681322662433,0.0711918428981706,0.021482593633756424,222.1,0.5732443708032788,1.0288
0.2,20,0.08370956067979365,0.029406563615289746,0.02737701252236136,243.9,0.633246984969949,0.08655029401962669,0.02736107561688957,241.95,0.6126548708013672,1.0336
