method,alpha,total_rejections,fdp,recall
betting,0.05,23.023100527399365,0.018530206105425884,0.028064463045435487
betting,0.1,40.247392854431546,0.033252295945337934,0.03438307259780172
betting,0.15,57.11233160231363,0.045614119718885515,0.04435350787148652
betting,0.2,81.2379707694428,0.0707744640497218,0.04142851595188836
binary,0.05,0.0,0.0,0.0
binary,0.1,101.74109297624044,0.07076786566153181,0.10348469360155278
binary,0.15,0.0,0.0,0.0
binary,0.2,101.74109297624044,0.07076786566153181,0.10348469360155278
pvalue_bh,0.05,67.312214422988,0.05522189833936808,0.02788095715680891
pvalue_bh,0.1,67.312214422988,0.05522189833936808,0.02788095715680891
pvalue_bh,0.15,67.312214422988,0.05522189833936808,0.02788095715680891
pvalue_bh,0.2,67.312214422988,0.05522189833936808,0.02788095715680891
