method,alpha,total_rejections,fdp,recall
betting,0.05,184.8,0.05276676308885986,0.2537150160959173
betting,0.1,245.8,0.10004678560123201,0.31897330966758874
betting,0.15,303.85,0.1533637700946348,0.3697039332909654
betting,0.2,370.65,0.22228073197509204,0.410812031244738
binary,0.05,0.0,0.0,0.0
binary,0.1,22.75,0.015824175824175824,0.023139880952380953
binary,0.15,0.0,0.0,0.0
binary,0.2,22.75,0.015824175824175824,0.023139880952380953
pvalue_bh,0.05,474.75,0.30849419789595395,0.47167504746979605
pvalue_bh,0.1,474.75,0.30849419789595395,0.47167504746979605
pvalue_bh,0.15,474.75,0.30849419789595395,0.47167504746979605
pvalue_bh,0.2,474.75,0.30849419789595395,0.47167504746979605
