alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.1,283,28,255,0.0989399293286219,0.3622159090909091,0.559819221496582,6,score_oracle
0.15,338,50,288,0.14792899408284024,0.4090909090909091,0.4903368949890136,6,score_oracle
0.2,397,79,318,0.19899244332493704,0.45170454545454547,0.4254301488399505,6,score_oracle
0.05,186,9,177,0.04838709677419355,0.27874015748031494,0.5968384742736816,7,score_oracle
0.1,244,24,220,0.09836065573770492,0.3464566929133858,0.5011191964149475,7,score_oracle
0.15,284,42,242,0.14788732394366197,0.38110236220472443,0.4584695994853973,7,score_oracle
0.2,370,74,296,0.2,0.46614173228346456,0.3820614218711853,7,score_oracle
0.05,194,9,185,0.04639175257731959,0.2627840909090909,0.5677492022514343,8,score_oracle
0.1,235,23,212,0.09787234042553192,0.30113636363636365,0.5071841478347778,8,score_oracle
0.15,261,39,222,0.14942528735632185,0.3153409090909091,0.4805188477039337,8,score_oracle
0.2,302,60,242,0.1986754966887417,0.34375,0.4523442685604095,8,score_oracle
0.05,173,8,165,0.046242774566473986,0.22916666666666666,0.6210653185844421,9,score_oracle
0.1,214,21,193,0.09813084112149532,0.26805555555555555,0.5672960877418518,9,score_oracle
0.15,263,39,224,0.1482889733840304,0.3111111111111111,0.4947002232074737,9,score_oracle
0.2,326,65,261,0.19938650306748465,0.3625,0.44638192653656,9,score_oracle
0.05,220,11,209,0.05,0.32253086419753085,0.5709089040756226,10,score_oracle
0.1,274,27,247,0.09854014598540146,0.38117283950617287,0.4888508915901184,10,score_oracle
0.15,329,49,280,0.14893617021276595,0.43209876543209874,0.4275121688842773,10,score_oracle
0.2,373,74,299,0.19839142091152814,0.46141975308641975,0.390986680984497,10,score_oracle
0.05,108,5,103,0.046296296296296294,0.16427432216905902,0.7303980588912964,11,score_oracle
0.1,224,22,202,0.09821428571428571,0.32216905901116427,0.5278087854385376,11,score_oracle
0.15,264,39,225,0.14772727272727273,0.3588516746411483,0.4774142801761627,11,score_oracle
0.2,322,64,258,0.19875776397515527,0.41148325358851673,0.417286217212677,11,score_oracle
0.05,196,9,187,0.04591836734693878,0.23057953144266338,0.6080199480056763,12,score_oracle
0.1,231,23,208,0.09956709956709957,0.2564734895191122,0.5647037625312805,12,score_oracle
0.15,287,43,244,0.14982578397212543,0.3008631319358816,0.5071841478347778,12,score_oracle
0.2,335,67,268,0.2,0.33045622688039455,0.4611715376377105,12,score_oracle
0.05,121,6,115,0.049586776859504134,0.20426287744227353,0.6695517301559448,13,score_oracle
0.1,187,18,169,0.0962566844919786,0.30017761989342806,0.5633722543716431,13,score_oracle
0.15,241,36,205,0.14937759336099585,0.3641207815275311,0.4660634100437164,13,score_oracle
0.2,295,59,236,0.2,0.4191829484902309,0.4173327982425689,13,score_oracle
0.05,184,9,175,0.04891304347826087,0.24964336661911554,0.5944916009902954,14,score_oracle
0.1,262,26,236,0.09923664122137404,0.33666191155492153,0.4794581830501556,14,score_oracle
0.15,340,51,289,0.15,0.4122681883024251,0.4084030985832214,14,score_oracle
0.2,382,76,306,0.19895287958115182,0.43651925820256776,0.3802680969238281,14,score_oracle
0.05,210,10,200,0.047619047619047616,0.2849002849002849,0.5241496562957764,15,score_oracle
0.1,253,25,228,0.09881422924901186,0.3247863247863248,0.4539167284965515,15,score_oracle
0.15,311,46,265,0.14790996784565916,0.37749287749287747,0.4087980389595032,15,score_oracle
0.2,342,68,274,0.19883040935672514,0.3903133903133903,0.3886580169200897,15,score_oracle
0.05,173,8,165,0.046242774566473986,0.22088353413654618,0.641086995601654,16,score_oracle
0.1,294,29,265,0.09863945578231292,0.35475234270414996,0.464406281709671,16,score_oracle
0.15,356,53,303,0.14887640449438203,0.40562248995983935,0.4128712117671966,16,score_oracle
0.2,390,78,312,0.2,0.41767068273092367,0.3931506872177124,16,score_oracle
0.05,170,8,162,0.047058823529411764,0.2642740619902121,0.6036016941070557,17,score_oracle
0.1,240,24,216,0.1,0.3523654159869494,0.4794581830501556,17,score_oracle
0.15,297,44,253,0.14814814814814814,0.41272430668841764,0.4164960980415344,17,score_oracle
0.2,345,69,276,0.2,0.45024469820554647,0.3789387345314026,17,score_oracle
0.05,169,8,161,0.047337278106508875,0.2,0.6576855182647705,18,score_oracle
0.1,247,24,223,0.09716599190283401,0.27701863354037265,0.5202778577804565,18,score_oracle
0.15,320,48,272,0.15,0.337888198757764,0.4381666779518127,18,score_oracle
0.2,368,73,295,0.1983695652173913,0.36645962732919257,0.402683675289154,18,score_oracle
0.05,212,10,202,0.04716981132075472,0.23933649289099526,0.6346572041511536,19,score_oracle
0.1,254,25,229,0.0984251968503937,0.2713270142180095,0.5813636779785156,19,score_oracle
0.15,314,47,267,0.14968152866242038,0.31635071090047395,0.5220071077346802,19,score_oracle
0.2,371,74,297,0.19946091644204852,0.3518957345971564,0.4685660600662231,19,score_oracle
