seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,max_phi,0.5,4257,386,635,152,21,131,0.13815789473684212,0.01583599857853589,0.3393782383419689,143,17,126,0.11888111888111888,0.013970326936744845,0.1984251968503937,0.32124352331606215
0,0.1,max_phi,0.5,4257,386,635,186,25,161,0.13440860215053763,0.018172530206112297,0.4170984455958549,176,22,154,0.125,0.01761282871357498,0.24251968503937008,0.39378238341968913
0,0.15,max_phi,0.5,4257,386,635,224,34,190,0.15178571428571427,0.024585178503088948,0.49222797927461137,216,33,183,0.1527777777777778,0.02453136105188344,0.28818897637795277,0.47150259067357514
0,0.2,max_phi,0.5,4257,386,635,242,38,204,0.15702479338842976,0.027472527472527472,0.5284974093264249,229,35,194,0.15283842794759825,0.026450850144879995,0.30551181102362207,0.49740932642487046
1,0.05,max_phi,0.5,4295,444,772,107,4,103,0.037383177570093455,0.004042288557213931,0.23198198198198197,95,5,90,0.05263157894736842,0.005907960199004976,0.11658031088082901,0.20045045045045046
1,0.1,max_phi,0.5,4295,444,772,169,6,163,0.03550295857988166,0.00777363184079602,0.36711711711711714,145,6,139,0.041379310344827586,0.00777363184079602,0.1800518134715026,0.3108108108108108
1,0.15,max_phi,0.5,4295,444,772,194,11,183,0.05670103092783505,0.011256218905472638,0.41216216216216217,180,10,170,0.05555555555555555,0.013743781094527363,0.22020725388601037,0.38063063063063063
1,0.2,max_phi,0.5,4295,444,772,203,14,189,0.06896551724137931,0.015107156525066973,0.42567567567567566,200,15,185,0.075,0.016972828166858016,0.23963730569948186,0.41216216216216217
2,0.05,max_phi,0.5,3829,446,696,102,3,99,0.029411764705882353,0.004353233830845771,0.2219730941704036,97,3,94,0.030927835051546393,0.004353233830845771,0.13505747126436782,0.21076233183856502
2,0.1,max_phi,0.5,3829,446,696,148,10,138,0.06756756756756757,0.010835246842709529,0.3094170403587444,133,9,124,0.06766917293233082,0.010820895522388059,0.1781609195402299,0.2757847533632287
2,0.15,max_phi,0.5,3829,446,696,173,14,159,0.08092485549132948,0.013260619977037888,0.35650224215246634,171,15,156,0.08771929824561403,0.01512629161882893,0.22413793103448276,0.3452914798206278
2,0.2,max_phi,0.5,3829,446,696,190,15,175,0.07894736842105263,0.01512629161882893,0.3923766816143498,194,18,176,0.09278350515463918,0.019790470723306544,0.25287356321839083,0.3811659192825112
3,0.05,max_phi,0.5,3760,439,694,99,4,95,0.04040404040404041,0.005286069651741293,0.2164009111617312,99,4,95,0.04040404040404041,0.005286069651741293,0.13688760806916425,0.2164009111617312
3,0.1,max_phi,0.5,3760,439,694,139,12,127,0.08633093525179857,0.01359275053304904,0.28929384965831434,116,8,108,0.06896551724137931,0.01181592039800995,0.15561959654178675,0.2460136674259681
3,0.15,max_phi,0.5,3760,439,694,163,13,150,0.07975460122699386,0.01374822316986496,0.3416856492027335,158,13,145,0.08227848101265822,0.01374822316986496,0.20893371757925072,0.32574031890660593
3,0.2,max_phi,0.5,3760,439,694,168,15,153,0.08928571428571429,0.01747956645344705,0.34851936218678814,177,16,161,0.0903954802259887,0.019345238095238096,0.23198847262247838,0.3621867881548975
4,0.05,max_phi,0.5,3617,367,581,87,2,85,0.022988505747126436,0.0018656716417910447,0.23160762942779292,84,1,83,0.011904761904761904,0.0018656716417910447,0.14285714285714285,0.22615803814713897
4,0.1,max_phi,0.5,3617,367,581,116,5,111,0.04310344827586207,0.007462686567164179,0.3024523160762943,113,5,108,0.04424778761061947,0.005730277185501066,0.18588640275387264,0.29427792915531337
4,0.15,max_phi,0.5,3617,367,581,125,7,118,0.056,0.009461620469083155,0.3215258855585831,123,9,114,0.07317073170731707,0.013192963752665245,0.1962134251290878,0.3106267029972752
4,0.2,max_phi,0.5,3617,367,581,136,9,127,0.0661764705882353,0.012260127931769723,0.3460490463215259,131,9,122,0.06870229007633588,0.012260127931769723,0.2099827882960413,0.33242506811989103
5,0.05,max_phi,0.5,4629,474,754,130,6,124,0.046153846153846156,0.009328358208955223,0.2616033755274262,116,5,111,0.04310344827586207,0.007462686567164179,0.14721485411140584,0.23417721518987342
