seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.73560842995963,38.480754032201155,3.0295885515473264,10.084550642696897,none
1,1.0,2.281971749570442,29.344258035839943,2.829101296604345,9.102582671475062,none
2,0.9999999999999999,2.3554432795834597,29.510077041928316,3.232399636866476,7.950798938960939,none
3,1.0000000000000002,2.6609857369198937,33.82330154797851,2.5424338643909246,8.55401035188825,none
4,1.0,2.3151342037859353,27.46364026132022,3.0385057868046785,8.488692740059227,none
