alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,593,20,24,5,19,0.20833333333333334,0.02627939142461964,0.008431703204047217,0,betting
0.1,593,40,50,10,40,0.2,0.05532503457814661,0.016863406408094434,0,betting
0.15,593,53,70,16,54,0.22857142857142856,0.07468879668049792,0.024451939291736932,0,betting
0.2,593,75,94,26,68,0.2765957446808511,0.09405255878284924,0.04047217537942664,0,betting
0.05,593,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,593,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,593,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,593,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting
0.1,593,21,26,4,22,0.15384615384615385,0.028645833333333332,0.006745362563237774,1,betting
0.15,593,49,90,16,74,0.17777777777777778,0.09635416666666667,0.025295109612141653,1,betting
0.2,593,59,104,19,85,0.18269230769230768,0.11067708333333333,0.03035413153456998,1,betting
0.05,593,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,593,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,593,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,593,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,593,16,17,3,14,0.17647058823529413,0.016,0.00505902192242833,2,betting
0.1,593,27,34,8,26,0.23529411764705882,0.029714285714285714,0.011804384485666104,2,betting
0.15,593,49,69,22,47,0.3188405797101449,0.053714285714285714,0.03288364249578415,2,betting
0.2,593,57,78,26,52,0.3333333333333333,0.05942857142857143,0.0387858347386172,2,betting
0.05,593,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,593,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,593,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,593,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,593,10,14,1,13,0.07142857142857142,0.015348288075560802,0.0016863406408094434,3,betting
0.1,593,38,50,7,43,0.14,0.05076741440377804,0.0073074761101742545,3,betting
0.15,593,62,91,20,71,0.21978021978021978,0.08382526564344746,0.026419336706014613,3,betting
0.2,593,76,113,30,83,0.26548672566371684,0.09799291617473435,0.03485103991006183,3,betting
0.05,593,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,593,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,593,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,593,0,0,0,0,0.0,0.0,0.0,3,binary
0.05,593,13,17,3,14,0.17647058823529413,0.0196078431372549,0.00505902192242833,4,betting
0.1,593,24,31,7,24,0.22580645161290322,0.03361344537815126,0.01011804384485666,4,betting
0.15,593,41,52,14,38,0.2692307692307692,0.05322128851540616,0.02023608768971332,4,betting
0.2,593,56,77,20,57,0.2597402597402597,0.07983193277310924,0.029229904440697018,4,betting
0.05,593,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,593,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,593,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,593,0,0,0,0,0.0,0.0,0.0,4,binary
