alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,593,20,24,5,19,0.20833333333333334,0.02627939142461964,0.008431703204047217,0,betting,500,500
0.1,593,40,50,10,40,0.2,0.05532503457814661,0.016863406408094434,0,betting,500,500
0.15,593,52,68,15,53,0.22058823529411764,0.07330567081604426,0.023608768971332208,0,betting,500,500
0.2,593,74,92,26,66,0.2826086956521739,0.0912863070539419,0.04047217537942664,0,betting,500,500
0.05,593,20,24,5,19,0.20833333333333334,0.02627939142461964,0.008431703204047217,0,betting,1000,1000
0.1,593,40,50,10,40,0.2,0.05532503457814661,0.016863406408094434,0,betting,1000,1000
0.15,593,52,68,15,53,0.22058823529411764,0.07330567081604426,0.023608768971332208,0,betting,1000,1000
0.2,593,74,92,26,66,0.2826086956521739,0.0912863070539419,0.04047217537942664,0,betting,1000,1000
0.05,593,33,39,7,32,0.1794871794871795,0.04426002766251729,0.011804384485666104,0,betting,2000,2000
0.1,593,45,56,14,42,0.25,0.058091286307053944,0.021922428330522766,0,betting,2000,2000
0.15,593,66,83,23,60,0.27710843373493976,0.08298755186721991,0.03625632377740304,0,betting,2000,2000
0.2,593,76,95,27,68,0.28421052631578947,0.09405255878284924,0.04215851602023609,0,betting,2000,2000
0.05,593,20,24,5,19,0.20833333333333334,0.02627939142461964,0.008431703204047217,0,betting,5000,5000
0.1,593,40,50,10,40,0.2,0.05532503457814661,0.016863406408094434,0,betting,5000,5000
0.15,593,52,68,15,53,0.22058823529411764,0.07330567081604426,0.023608768971332208,0,betting,5000,5000
0.2,593,75,94,26,68,0.2765957446808511,0.09405255878284924,0.04047217537942664,0,betting,5000,5000
0.05,593,20,24,5,19,0.20833333333333334,0.02627939142461964,0.008431703204047217,0,betting,all,12213
0.1,593,40,50,10,40,0.2,0.05532503457814661,0.016863406408094434,0,betting,all,12213
0.15,593,53,70,16,54,0.22857142857142856,0.07468879668049792,0.024451939291736932,0,betting,all,12213
0.2,593,75,94,26,68,0.2765957446808511,0.09405255878284924,0.04047217537942664,0,betting,all,12213
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting,500,500
0.1,593,21,26,4,22,0.15384615384615385,0.028645833333333332,0.006745362563237774,1,betting,500,500
0.15,593,49,90,16,74,0.17777777777777778,0.09635416666666667,0.025295109612141653,1,betting,500,500
0.2,593,59,104,19,85,0.18269230769230768,0.11067708333333333,0.03035413153456998,1,betting,500,500
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting,1000,1000
0.1,593,30,38,6,32,0.15789473684210525,0.041666666666666664,0.01011804384485666,1,betting,1000,1000
0.15,593,52,96,16,80,0.16666666666666666,0.10416666666666667,0.025295109612141653,1,betting,1000,1000
0.2,593,70,115,26,89,0.22608695652173913,0.11588541666666667,0.04215851602023609,1,betting,1000,1000
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting,2000,2000
0.1,593,21,26,4,22,0.15384615384615385,0.028645833333333332,0.006745362563237774,1,betting,2000,2000
0.15,593,49,90,16,74,0.17777777777777778,0.09635416666666667,0.025295109612141653,1,betting,2000,2000
0.2,593,59,104,19,85,0.18269230769230768,0.11067708333333333,0.03035413153456998,1,betting,2000,2000
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting,5000,5000
0.1,593,21,26,4,22,0.15384615384615385,0.028645833333333332,0.006745362563237774,1,betting,5000,5000
0.15,593,49,90,16,74,0.17777777777777778,0.09635416666666667,0.025295109612141653,1,betting,5000,5000
0.2,593,59,104,19,85,0.18269230769230768,0.11067708333333333,0.03035413153456998,1,betting,5000,5000
0.05,593,12,16,1,15,0.0625,0.01953125,0.0016863406408094434,1,betting,all,12662
0.1,593,21,26,4,22,0.15384615384615385,0.028645833333333332,0.006745362563237774,1,betting,all,12662
0.15,593,49,90,16,74,0.17777777777777778,0.09635416666666667,0.025295109612141653,1,betting,all,12662
0.2,593,59,104,19,85,0.18269230769230768,0.11067708333333333,0.03035413153456998,1,betting,all,12662
0.05,593,16,17,3,14,0.17647058823529413,0.016,0.00505902192242833,2,betting,500,500
0.1,593,27,34,8,26,0.23529411764705882,0.029714285714285714,0.011804384485666104,2,betting,500,500
0.15,593,49,69,22,47,0.3188405797101449,0.053714285714285714,0.03288364249578415,2,betting,500,500
0.2,593,57,78,26,52,0.3333333333333333,0.05942857142857143,0.0387858347386172,2,betting,500,500
0.05,593,18,21,5,16,0.23809523809523808,0.018285714285714287,0.006745362563237774,2,betting,1000,1000
