alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,11,0,11,0.0,0.015214384508990318,0.915760099887848,0,score_oracle
0.1,24,2,22,0.08333333333333333,0.030428769017980636,0.8260659575462341,0,score_oracle
0.15,48,7,41,0.14583333333333334,0.056708160442600276,0.7707536220550537,0,score_oracle
0.2,70,14,56,0.2,0.07745504840940526,0.6948550343513489,0,score_oracle
0.05,22,1,21,0.045454545454545456,0.02734375,0.8422589898109436,1,score_oracle
0.1,72,7,65,0.09722222222222222,0.08463541666666667,0.7448410987854004,1,score_oracle
0.15,103,15,88,0.14563106796116504,0.11458333333333333,0.6772745847702026,1,score_oracle
0.2,120,24,96,0.2,0.125,0.6411008238792419,1,score_oracle
0.05,10,0,10,0.0,0.011428571428571429,0.8944811820983887,2,score_oracle
0.1,42,4,38,0.09523809523809523,0.04342857142857143,0.7806817889213562,2,score_oracle
0.15,62,9,53,0.14516129032258066,0.060571428571428575,0.7072466611862183,2,score_oracle
0.2,67,13,54,0.19402985074626866,0.061714285714285715,0.6946696639060974,2,score_oracle
0.05,50,2,48,0.04,0.05667060212514758,0.7639290690422058,3,score_oracle
0.1,71,7,64,0.09859154929577464,0.0755608028335301,0.7168278098106384,3,score_oracle
0.15,90,13,77,0.14444444444444443,0.09090909090909091,0.686586856842041,3,score_oracle
0.2,117,23,94,0.19658119658119658,0.11097992916174734,0.6426545977592468,3,score_oracle
0.05,11,0,11,0.0,0.015406162464985995,0.928202748298645,4,score_oracle
0.1,15,1,14,0.06666666666666667,0.0196078431372549,0.8949123620986938,4,score_oracle
0.15,40,6,34,0.15,0.047619047619047616,0.7582539319992065,4,score_oracle
0.2,55,11,44,0.2,0.06162464985994398,0.7215635776519775,4,score_oracle
