selected,selected_fraction,threshold,fp,tp,fdp,recall
128,0.01001800109571887,0.5997020602226257,42,86,0.328125,0.10591133004926108
256,0.02003600219143774,0.46687260270118713,122,134,0.4765625,0.16502463054187191
383,0.029975737653596304,0.4010091722011566,215,168,0.5613577023498695,0.20689655172413793
511,0.03999373874931517,0.3522992730140686,313,198,0.6125244618395304,0.2438423645320197
639,0.05001173984503404,0.3225004971027374,393,246,0.6150234741784038,0.30295566502463056
767,0.06002974094075292,0.29417794942855835,491,276,0.6401564537157758,0.3399014778325123
894,0.06996947640291148,0.2737826406955719,587,307,0.656599552572707,0.37807881773399016
1022,0.07998747749863035,0.25170987844467163,694,328,0.6790606653620352,0.4039408866995074
1150,0.09000547859434922,0.23395051062107086,793,357,0.6895652173913044,0.4396551724137931
1278,0.10002347969006808,0.21905335783958435,898,380,0.702660406885759,0.46798029556650245
1405,0.10996321515222665,0.20712444186210632,1009,396,0.7181494661921708,0.4876847290640394
1533,0.11998121624794553,0.19567692279815674,1125,408,0.7338551859099804,0.5024630541871922
1661,0.1299992173436644,0.1873374581336975,1242,419,0.7477423239012643,0.5160098522167488
1789,0.14001721843938328,0.17857739329338074,1357,432,0.7585243152599217,0.5320197044334976
1917,0.15003521953510213,0.17098432779312134,1476,441,0.7699530516431925,0.5431034482758621
2044,0.1599749549972607,0.16622953116893768,1593,451,0.7793542074363993,0.5554187192118226
2172,0.16999295609297957,0.15955665707588196,1709,463,0.7868324125230203,0.5701970443349754
2300,0.18001095718869844,0.15467363595962524,1823,477,0.792608695652174,0.5874384236453202
2428,0.19002895828441732,0.1496984213590622,1942,486,0.799835255354201,0.5985221674876847
2555,0.1999686937465759,0.1446107178926468,2060,495,0.8062622309197651,0.6096059113300493
2683,0.20998669484229474,0.14039887487888336,2181,502,0.8128960119269475,0.6182266009852216
2811,0.2200046959380136,0.13573116064071655,2303,508,0.8192813945215226,0.625615763546798
2939,0.2300226970337325,0.1316559761762619,2421,518,0.8237495746852671,0.6379310344827587
3066,0.23996243249589105,0.12797676026821136,2539,527,0.8281148075668624,0.6490147783251231
3194,0.24998043359160993,0.12449852377176285,2660,534,0.8328115216030056,0.6576354679802956
3322,0.2599984346873288,0.12137358635663986,2781,541,0.8371462974111981,0.666256157635468
3450,0.2700164357830477,0.11867354810237885,2899,551,0.8402898550724638,0.6785714285714286
3578,0.28003443687876656,0.11581182479858398,3022,556,0.8446059250978201,0.6847290640394089
3705,0.2899741723409251,0.11341925710439682,3144,561,0.848582995951417,0.6908866995073891
3833,0.29999217343664397,0.1104867085814476,3265,568,0.8518132011479259,0.6995073891625616
