alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.027349034868411514,0.017934305540404955,0.004165114835505896,106.2,0.24247200337032768,0.02741385459262589,0.004217877094972067,104.0,0.2342556999070066,1.0351
0.1,20,0.043600509836113764,0.0214731688009951,0.0066010104627423054,134.8,0.3024747334947263,0.039629685549485434,0.0064841763864110225,134.0,0.2968800415666391,1.0188
0.15,20,0.0551674832861212,0.022509026135701188,0.00969458588173672,152.8,0.33825438294086324,0.050699711896335084,0.00948146773565768,152.45,0.33199518583113513,1.0189
0.2,20,0.06260681285353911,0.020293487707484386,0.012116816299777193,167.35,0.36749166514709264,0.059829906010127776,0.012492396389044433,166.85,0.358118418913281,1.0262
