seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,max_phi,0.5,8442,482,723,28,6,22,0.21428571428571427,0.01011804384485666,0.04564315352697095,24,5,19,0.20833333333333334,0.008431703204047217,0.02627939142461964,0.03734439834024896
0,0.1,max_phi,0.5,8442,482,723,60,16,44,0.26666666666666666,0.026981450252951095,0.0912863070539419,50,10,40,0.2,0.016863406408094434,0.05532503457814661,0.07883817427385892
0,0.15,max_phi,0.5,8442,482,723,79,22,57,0.27848101265822783,0.03541315345699832,0.11825726141078838,70,16,54,0.22857142857142856,0.024451939291736932,0.07468879668049792,0.1037344398340249
0,0.2,max_phi,0.5,8442,482,723,102,29,73,0.28431372549019607,0.04412591343451377,0.15145228215767634,94,26,68,0.2765957446808511,0.04047217537942664,0.09405255878284924,0.13278008298755187
1,0.05,max_phi,0.5,8683,518,768,17,3,14,0.17647058823529413,0.00505902192242833,0.02702702702702703,16,1,15,0.0625,0.0016863406408094434,0.01953125,0.02895752895752896
1,0.1,max_phi,0.5,8683,518,768,52,8,44,0.15384615384615385,0.013490725126475547,0.08494208494208494,26,4,22,0.15384615384615385,0.006745362563237774,0.028645833333333332,0.04247104247104247
1,0.15,max_phi,0.5,8683,518,768,95,15,80,0.15789473684210525,0.023608768971332208,0.15444015444015444,90,16,74,0.17777777777777778,0.025295109612141653,0.09635416666666667,0.14092664092664092
1,0.2,max_phi,0.5,8683,518,768,124,30,94,0.24193548387096775,0.048903878583473864,0.18146718146718147,104,19,85,0.18269230769230768,0.03035413153456998,0.11067708333333333,0.16023166023166024
2,0.05,max_phi,0.5,8242,589,875,22,4,18,0.18181818181818182,0.006745362563237774,0.030560271646859084,17,3,14,0.17647058823529413,0.00505902192242833,0.016,0.023769100169779286
2,0.1,max_phi,0.5,8242,589,875,49,11,38,0.22448979591836735,0.016020236087689713,0.06451612903225806,34,8,26,0.23529411764705882,0.011804384485666104,0.029714285714285714,0.03904923599320883
2,0.15,max_phi,0.5,8242,589,875,69,24,45,0.34782608695652173,0.03625632377740304,0.07640067911714771,69,22,47,0.3188405797101449,0.03288364249578415,0.053714285714285714,0.07470288624787776
2,0.2,max_phi,0.5,8242,589,875,108,34,74,0.3148148148148148,0.05227655986509275,0.12563667232597622,78,26,52,0.3333333333333333,0.0387858347386172,0.05942857142857143,0.0831918505942275
3,0.05,max_phi,0.5,9178,528,847,18,1,17,0.05555555555555555,0.0016863406408094434,0.032196969696969696,14,1,13,0.07142857142857142,0.0016863406408094434,0.015348288075560802,0.02462121212121212
3,0.1,max_phi,0.5,9178,528,847,61,5,56,0.08196721311475409,0.00505902192242833,0.10606060606060606,50,7,43,0.14,0.0073074761101742545,0.05076741440377804,0.07954545454545454
3,0.15,max_phi,0.5,9178,528,847,116,23,93,0.19827586206896552,0.03175941540191119,0.17613636363636365,91,20,71,0.21978021978021978,0.026419336706014613,0.08382526564344746,0.13068181818181818
3,0.2,max_phi,0.5,9178,528,847,136,35,101,0.25735294117647056,0.04356379988757729,0.19128787878787878,113,30,83,0.26548672566371684,0.03485103991006183,0.09799291617473435,0.14962121212121213
4,0.05,max_phi,0.5,8133,456,714,17,4,13,0.23529411764705882,0.006745362563237774,0.02850877192982456,17,3,14,0.17647058823529413,0.00505902192242833,0.0196078431372549,0.03070175438596491
4,0.1,max_phi,0.5,8133,456,714,48,10,38,0.20833333333333334,0.01517706576728499,0.08333333333333333,31,7,24,0.22580645161290322,0.01011804384485666,0.03361344537815126,0.05043859649122807
4,0.15,max_phi,0.5,8133,456,714,84,24,60,0.2857142857142857,0.03344575604272063,0.13157894736842105,52,14,38,0.2692307692307692,0.02023608768971332,0.05322128851540616,0.08114035087719298
4,0.2,max_phi,0.5,8133,456,714,101,28,73,0.27722772277227725,0.03906689151208544,0.1600877192982456,77,20,57,0.2597402597402597,0.029229904440697018,0.07983193277310924,0.1206140350877193
