alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,5,0.17268483150836092,0.06976312329189094,0.0060708263069139965,20.4,0.03278723876553026,0.1390406162464986,0.004384485666104552,17.6,0.029078798794946847,1.1275
0.1,5,0.18706063257585506,0.07130641475529713,0.015345699831365935,54.0,0.08602769208444486,0.1909893446212232,0.010567734682405846,38.2,0.05806850075495856,1.4815
0.15,5,0.25363839684802125,0.0754141861046713,0.03209668353007308,88.6,0.13136268119457503,0.24284015501406805,0.025857223159078135,74.4,0.10623722721351095,1.2365
0.2,5,0.2751289376249453,0.027755744889154742,0.045587408656548624,114.2,0.16198634680739168,0.26356967422209376,0.03473861720067453,93.2,0.1292877682044742,1.2529
