method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,73.2,0.046957584012840135,0.16011219050871422,0.53187026232481
score_oracle,0.1,101.3,0.09655779074276294,0.2100552342472993,0.44039237797260283
score_oracle,0.15,130.1,0.14712242143135523,0.25479214122174787,0.3756641328334808
score_oracle,0.2,180.75,0.19853337386542166,0.3322296330964721,0.3204690456390381
