method,alpha,total_rejections,fdp,recall
betting,0.05,52.6,0.021056918688568158,0.11837168708768704
betting,0.1,64.95,0.03527704850107886,0.143618472146154
betting,0.15,93.15,0.07723416797200815,0.19575980230903928
betting,0.2,105.1,0.10230257260497788,0.2152490838020074
binary,0.05,6.7,0.007462686567164178,0.012895927601809956
binary,0.1,6.7,0.007462686567164178,0.012895927601809956
binary,0.15,6.7,0.007462686567164178,0.012895927601809956
binary,0.2,23.1,0.02435028925573774,0.0460336627133689
pvalue_bh,0.05,116.65,0.12497131491201763,0.2338558242320226
pvalue_bh,0.1,116.65,0.12497131491201763,0.2338558242320226
pvalue_bh,0.15,116.65,0.12497131491201763,0.2338558242320226
pvalue_bh,0.2,116.65,0.12497131491201763,0.2338558242320226
