method,alpha,total_rejections,fdp,recall
betting,0.05,7.646120447307697,0.01941726245606394,0.017914115834393236
betting,0.1,15.524089938577804,0.031620655005490994,0.033024845193644126
betting,0.15,18.553691645713272,0.04216137705811969,0.03037596232627394
betting,0.2,17.335391240859966,0.04264664008321807,0.026713417525178376
binary,0.05,29.963310898497184,0.03337414891790731,0.057672341501125796
binary,0.1,29.963310898497184,0.03337414891790731,0.057672341501125796
binary,0.15,29.963310898497184,0.03337414891790731,0.057672341501125796
binary,0.2,47.70843465093049,0.051159613383805924,0.0948426418270518
pvalue_bh,0.05,12.423555724594516,0.0317617800102338,0.02007355054832235
pvalue_bh,0.1,12.423555724594516,0.0317617800102338,0.02007355054832235
pvalue_bh,0.15,12.423555724594516,0.0317617800102338,0.02007355054832235
pvalue_bh,0.2,12.423555724594516,0.0317617800102338,0.02007355054832235
