family_id,dataset,image_id,category_id,category_name,prompt,is_prompt_absent,num_candidates,num_rejected,fp,tp,fdp
coco:100428:1:1705,coco,100428,1,person,person,False,22,0,0,0,0.0
coco:100510:19:1709,coco,100510,19,horse,horse,False,23,0,0,0,0.0
coco:10092:62:202,coco,10092,62,chair,chair,False,75,0,0,0,0.0
coco:101068:1:1718,coco,101068,1,person,person,False,26,0,0,0,0.0
coco:102331:1:1730,coco,102331,1,person,person,False,52,0,0,0,0.0
coco:102411:31:1734,coco,102411,31,handbag,handbag,False,12,0,0,0,0.0
coco:103585:81:1746,coco,103585,81,sink,sink,False,14,0,0,0,0.0
coco:103585:82:1747,coco,103585,82,refrigerator,refrigerator,True,10,0,0,0,0.0
coco:103723:31:1749,coco,103723,31,handbag,handbag,True,4,0,0,0,0.0
coco:104119:16:1750,coco,104119,16,bird,bird,False,24,0,0,0,0.0
coco:104455:63:1757,coco,104455,63,couch,couch,True,3,0,0,0,0.0
coco:104666:84:1766,coco,104666,84,book,book,False,199,0,0,0,0.0
coco:105014:56:1774,coco,105014,56,broccoli,broccoli,False,45,0,0,0,0.0
coco:106266:59:1792,coco,106266,59,pizza,pizza,False,28,0,0,0,0.0
coco:106389:87:1798,coco,106389,87,scissors,scissors,False,8,0,0,0,0.0
coco:106757:23:1803,coco,106757,23,bear,bear,True,1,0,0,0,0.0
coco:106881:16:1804,coco,106881,16,bird,bird,False,9,0,0,0,0.0
coco:107094:27:1810,coco,107094,27,backpack,backpack,False,5,0,0,0,0.0
coco:107226:2:1812,coco,107226,2,bicycle,bicycle,False,34,0,0,0,0.0
coco:107339:84:1814,coco,107339,84,book,book,False,38,0,0,0,0.0
coco:107554:42:1816,coco,107554,42,surfboard,surfboard,False,14,0,0,0,0.0
coco:107851:22:1818,coco,107851,22,elephant,elephant,False,7,0,0,0,0.0
coco:107851:3:1819,coco,107851,3,car,car,True,1,0,0,0,0.0
coco:108026:74:1820,coco,108026,74,mouse,mouse,False,1,0,0,0,0.0
coco:108253:1:1824,coco,108253,1,person,person,False,12,0,0,0,0.0
coco:108440:7:1826,coco,108440,7,train,train,False,23,0,0,0,0.0
