seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,2.843317511133019,70.42838482880026,4.857129988193122,7.285694982289682,none
1,1.0,1.6859382397626663,9.74388321436262,4.758640639572444,8.157669667838473,none
2,1.0,5.282652394982041,112.3756005551159,3.943003528249681,6.094443945449407,none
3,0.9999999999999999,1.649635499008778,10.160750886973963,4.4707303902685425,7.451217317114238,none
4,1.0,4.786535204326733,95.72387928650504,3.2654344785844804,6.352047545246477,none
5,1.0,32.43361247179944,1053.969100624456,0.004142984600084158,0.009765606557341232,none
6,1.0,4.044893180451849,124.31705649857722,4.028793497639077,9.20867085174646,none
7,1.0,24.944014523239172,623.6018021308391,0.0027958273442361343,0.0047604627753209845,none
8,1.0,3.6398680045573624,100.82291142330627,4.252242657142773,7.609276333834435,none
9,1.0,1.671377303263375,10.98765001860154,4.331363485593651,8.20411201388915,none
10,1.0000000000000002,1.8686943131220326,19.63749847169133,4.54200644923473,8.215688136115762,none
11,1.0,34.85062127133339,1216.7822886663125,0.005211299440867679,0.005637955535441642,none
12,0.9999999999999999,4.679873330235613,132.50146202980838,4.095700998415129,6.1020410145306485,none
13,0.9999999999999998,31.754760388796498,1010.1820713408014,0.0039062486152235862,0.005777308876297068,none
14,1.0,2.8465154325339297,69.47572537372508,3.9629647272000046,6.902163566540009,none
15,1.0,2.522292210104879,63.08483385950828,4.041798879310488,6.423183083877208,none
16,1.0000000000000002,1.5976859482761876,8.875999325378599,4.907832810594334,7.060454008823885,none
17,1.0000000000000002,5.253651653064408,82.2477945288059,2.8586621732951403,19.78602604230708,none
18,1.0,3.018810237280701,69.36480369995341,4.324039711165926,8.537206609225034,none
19,1.0,1.6945280100047573,9.961617291401083,5.007878257905436,8.216423469250254,none
