alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,193,33,38,0,38,0.0,0.16101694915254236,0.0,0,betting,K<=5
0.05,53,2,6,0,6,0.0,0.03870967741935484,0.0,0,betting,5<K<=30
0.05,5,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.1,193,43,50,0,50,0.0,0.211864406779661,0.0,0,betting,K<=5
0.1,53,4,8,0,8,0.0,0.05161290322580645,0.0,0,betting,5<K<=30
0.1,5,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.15,193,45,52,0,52,0.0,0.22033898305084745,0.0,0,betting,K<=5
0.15,53,5,11,0,11,0.0,0.07096774193548387,0.0,0,betting,5<K<=30
0.15,5,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.2,193,57,65,0,65,0.0,0.2754237288135593,0.0,0,betting,K<=5
0.2,53,6,14,1,13,0.07142857142857142,0.08387096774193549,0.006289308176100628,0,betting,5<K<=30
0.2,5,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.05,67,1,1,0,1,0.0,0.004878048780487805,0.0,1,betting,5<K<=30
0.05,178,34,38,0,38,0.0,0.18269230769230768,0.0,1,betting,K<=5
0.05,6,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.1,67,5,10,2,8,0.2,0.03902439024390244,0.005970149253731343,1,betting,5<K<=30
0.1,178,39,43,0,43,0.0,0.20673076923076922,0.0,1,betting,K<=5
0.1,6,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.15,67,8,13,2,11,0.15384615384615385,0.05365853658536585,0.005970149253731343,1,betting,5<K<=30
0.15,178,45,49,0,49,0.0,0.23557692307692307,0.0,1,betting,K<=5
0.15,6,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.2,67,10,15,2,13,0.13333333333333333,0.06341463414634146,0.005970149253731343,1,betting,5<K<=30
0.2,178,53,61,0,61,0.0,0.2932692307692308,0.0,1,betting,K<=5
0.2,6,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.05,7,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.05,178,30,34,0,34,0.0,0.16585365853658537,0.0,2,betting,K<=5
0.05,66,0,0,0,0,0.0,0.0,0.0,2,betting,5<K<=30
0.1,7,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.1,178,35,39,0,39,0.0,0.1902439024390244,0.0,2,betting,K<=5
