method,alpha,total_rejections,fdp,recall
betting,0.05,104.0,0.02741385459262589,0.14716825097091843
betting,0.1,134.0,0.039629685549485434,0.1870700239336989
betting,0.15,152.45,0.050699711896335084,0.21017981944608805
betting,0.2,166.85,0.059829906010127776,0.22774421557704785
binary,0.05,0.0,0.0,0.0
binary,0.1,1.55,0.016129032258064516,0.0015625
binary,0.15,0.0,0.0,0.0
binary,0.2,2.3,0.025,0.001711309523809524
pvalue_bh,0.05,245.75,0.11974353626916623,0.3097835407457956
pvalue_bh,0.1,383.0,0.2769353368691603,0.3796746684591813
pvalue_bh,0.15,482.0,0.35579548613565526,0.4231142551205426
pvalue_bh,0.2,573.9,0.4168250967167242,0.45763767248171056
