alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.15,537,95,163,6,157,0.03680981595092025,0.24228395061728394,0.009000620732464307,10,betting,all,5666
0.2,537,103,181,7,174,0.03867403314917127,0.26851851851851855,0.009931719428926133,10,betting,all,5666
0.05,537,77,95,4,91,0.042105263157894736,0.14513556618819776,0.0074487895716946,11,betting,all,5981
0.1,537,91,131,10,121,0.07633587786259542,0.19298245614035087,0.01367022177078043,11,betting,all,5981
0.15,537,101,145,11,134,0.07586206896551724,0.21371610845295055,0.015532419163704079,11,betting,all,5981
0.2,537,109,164,15,149,0.09146341463414634,0.23763955342902712,0.01962925342813611,11,betting,all,5981
0.05,537,77,94,2,92,0.02127659574468085,0.11344019728729964,0.0037243947858473,12,betting,all,5178
0.1,537,91,119,3,116,0.025210084033613446,0.14303329223181258,0.00558659217877095,12,betting,all,5178
0.15,537,103,140,3,137,0.02142857142857143,0.16892725030826142,0.00558659217877095,12,betting,all,5178
0.2,537,113,155,4,151,0.025806451612903226,0.18618988902589395,0.0074487895716946,12,betting,all,5178
0.05,537,73,92,4,88,0.043478260869565216,0.15630550621669628,0.0074487895716946,13,betting,all,6367
0.1,537,85,112,4,108,0.03571428571428571,0.19182948490230906,0.0062073246430788325,13,betting,all,6367
0.15,537,98,131,12,119,0.0916030534351145,0.2113676731793961,0.014587212911235258,13,betting,all,6367
0.2,537,103,140,13,127,0.09285714285714286,0.2255772646536412,0.01551831160769708,13,betting,all,6367
0.05,537,59,92,3,89,0.03260869565217391,0.12696148359486448,0.002482929857231533,14,betting,all,4703
0.1,537,75,120,3,117,0.025,0.16690442225392296,0.002482929857231533,14,betting,all,4703
0.15,537,82,137,5,132,0.0364963503649635,0.18830242510699002,0.003155390026898407,14,betting,all,4703
0.2,537,91,149,6,143,0.040268456375838924,0.20399429386590584,0.005017587419822057,14,betting,all,4703
0.05,537,66,86,3,83,0.03488372093023256,0.11823361823361823,0.00558659217877095,15,betting,all,4960
0.1,537,79,109,3,106,0.027522935779816515,0.150997150997151,0.00558659217877095,15,betting,all,4960
0.15,537,93,135,4,131,0.02962962962962963,0.1866096866096866,0.0074487895716946,15,betting,all,4960
0.2,537,100,142,8,134,0.056338028169014086,0.1908831908831909,0.0148975791433892,15,betting,all,4960
0.05,537,76,99,4,95,0.04040404040404041,0.12717536813922356,0.004345127250155183,16,betting,all,4543
0.1,537,93,134,6,128,0.04477611940298507,0.1713520749665328,0.0066728739913097445,16,betting,all,4543
0.15,537,102,150,7,143,0.04666666666666667,0.19143239625167335,0.008535071384233395,16,betting,all,4543
0.2,537,108,162,9,153,0.05555555555555555,0.20481927710843373,0.011328367473618872,16,betting,all,4543
0.05,537,74,102,1,101,0.00980392156862745,0.16476345840130505,0.00186219739292365,17,betting,all,5908
0.1,537,83,122,5,117,0.040983606557377046,0.19086460032626426,0.0032898820608317815,17,betting,all,5908
0.15,537,89,136,7,129,0.051470588235294115,0.21044045676998369,0.007014276846679081,17,betting,all,5908
0.2,537,95,150,8,142,0.05333333333333334,0.23164763458401305,0.00887647423960273,17,betting,all,5908
0.05,537,76,109,4,105,0.03669724770642202,0.13043478260869565,0.004469273743016759,18,betting,all,4767
0.1,537,90,132,8,124,0.06060606060606061,0.15403726708074533,0.00881440099317194,18,betting,all,4767
0.15,537,103,157,12,145,0.07643312101910828,0.18012422360248448,0.012414649286157665,18,betting,all,4767
0.2,537,109,173,14,159,0.08092485549132948,0.19751552795031055,0.01458721291123526,18,betting,all,4767
0.05,537,89,130,4,126,0.03076923076923077,0.14928909952606634,0.0074487895716946,19,betting,all,4813
0.1,537,113,176,10,166,0.056818181818181816,0.1966824644549763,0.015052762259466168,19,betting,all,4813
0.15,537,124,197,15,182,0.07614213197969544,0.2156398104265403,0.02110490378646803,19,betting,all,4813
0.2,537,131,220,18,202,0.08181818181818182,0.23933649289099526,0.022470515207945376,19,betting,all,4813
