method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,181.1,0.04770082689522373,0.24968202884076707,0.6172693610191345
score_oracle,0.1,245.4,0.09833911549117638,0.32162491400416543,0.5158925324678421
score_oracle,0.15,296.55,0.14886447083291784,0.36658307001069207,0.45842072516679766
score_oracle,0.2,349.45,0.19930302297743135,0.4069939171210071,0.41385324001312257
