seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0,6.605716680216906,282.20571959516127,2.6769820402233777,14.027769687478772,none
1,0.9999999999999998,5.372787867382688,227.029796186022,3.184520811493003,9.811519095607348,none
2,1.0,7.5882667137881485,482.2601382262969,2.270087872032963,13.283022247991198,none
3,1.0,8.07751815665388,286.97012813001743,2.830632653530098,5.709817041953921,none
4,1.0,6.502221275812942,306.1145833190229,3.1290417528689187,13.284414354382374,none
5,1.0000000000000002,4.042771103167604,114.82184200642239,3.1209873481398884,7.178833096075243,none
6,1.0,9.371890167270566,444.46100611907053,2.0227440615919514,6.762142793391969,none
7,1.0,3.384292014801615,136.27399739492137,3.390167549308001,13.701540702444357,none
8,1.0,8.916924977601168,313.52004733093605,1.8745593263434144,11.967052842281618,none
9,1.0000000000000002,8.22754192063305,276.71999703495334,1.9788329307419434,12.679430204697555,none
10,1.0000000000000002,8.627368424851388,408.88564371479885,1.9248084174137445,8.369004403519273,none
11,1.0,3.151840625041894,192.40371303023088,3.9101904285553837,9.302931822686592,none
12,1.0,10.226817424437604,398.3723287453395,3.0110777590814504,5.0885988452319495,none
13,0.9999999999999999,6.3001525863993155,190.9798206012522,2.866357699149388,11.204720416441178,none
14,1.0,13.04601671137587,441.3381596036671,1.747616193219652,5.817002835879428,none
15,0.9999999999999998,10.354916078124472,397.5208920880034,1.672124395054026,11.098873910149381,none
16,1.0,13.493599253206707,446.99048267513894,1.8043111995289405,4.501993503853322,none
17,0.9999999999999997,8.46322488274654,356.3468799114158,2.8968904027293694,7.8560383920776795,none
18,1.0,8.905453854658724,408.05216579499415,2.077104710142984,7.10509847291588,none
19,1.0,7.6736036030124435,430.4595186415643,1.982700447257772,8.801036826967756,none
