bin,left,right,null_count,tp_count,p0,p1,raw_phi,phi
0,0.0500104464590549,0.05058270618319509,73,4,0.015132669983416253,0.003125,0.2065068493150685,0.2065068493150685
1,0.05058270618319509,0.05116325682029127,68,8,0.014096185737976783,0.00625,0.4433823529411765,0.4433823529411765
2,0.05116325682029127,0.05169938611797983,71,5,0.014718076285240465,0.00390625,0.26540492957746475,0.26540492957746475
3,0.05169938611797983,0.05227004587650292,71,6,0.014718076285240465,0.0046875,0.31848591549295774,0.31848591549295774
4,0.05227004587650292,0.05282506695948538,73,3,0.015132669983416253,0.00234375,0.15488013698630135,0.15488013698630135
5,0.05282506695948538,0.05336231654509898,72,4,0.014925373134328358,0.003125,0.209375,0.209375
6,0.05336231654509898,0.053917195275425864,74,3,0.015339966832504145,0.00234375,0.15278716216216215,0.15278716216216215
7,0.053917195275425864,0.05446063727140421,71,5,0.014718076285240465,0.00390625,0.26540492957746475,0.26540492957746475
8,0.05446063727140421,0.05500865732319648,71,5,0.014718076285240465,0.00390625,0.26540492957746475,0.26540492957746475
9,0.05500865732319648,0.0556733314879238,67,9,0.013888888888888888,0.00703125,0.5062500000000001,0.5062500000000001
10,0.0556733314879238,0.056404990935698084,67,10,0.013888888888888888,0.0078125,0.5625,0.5625
11,0.056404990935698084,0.05716383457183834,72,4,0.014925373134328358,0.003125,0.209375,0.209375
12,0.05716383457183834,0.0578379293903708,74,2,0.015339966832504145,0.0015625,0.10185810810810812,0.10185810810810812
13,0.0578379293903708,0.05855349628254764,71,6,0.014718076285240465,0.0046875,0.31848591549295774,0.31848591549295774
14,0.05855349628254764,0.05930728744715444,72,4,0.014925373134328358,0.003125,0.209375,0.209375
15,0.05930728744715444,0.0601418539881706,76,0,0.015754560530679935,0.0,0.0,0.0
16,0.0601418539881706,0.06079746033065015,72,4,0.014925373134328358,0.003125,0.209375,0.209375
17,0.06079746033065015,0.061598094273358495,70,7,0.01451077943615257,0.00546875,0.37687499999999996,0.37687499999999996
