seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
18,556,185,186,10103,3005,3027,2467,2441.5214354412583,"{'num_fit_null': 8318, 'num_fit_tp': 1785, 'num_bins_realized': 80, 'max_phi': 291.2464985994398, 'fit_null_phi_mean': 0.9999999999999999}"
