method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,73.95,0.043533182259815936,0.30668415080849065,0.8068434193730354
score_oracle,0.1,151.75,0.09754142811833119,0.577979361811088,0.5015501320362091
score_oracle,0.15,190.95,0.14795147866757058,0.6876383561884085,0.3189494229853153
score_oracle,0.2,229.7,0.19861543136724874,0.7787826546571182,0.1909983996301889
