alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,136,26,28,1,27,0.03571428571428571,0.13917525773195877,0.007352941176470588,0.0,0,0,betting,all,117
0.1,136,34,36,2,34,0.05555555555555555,0.17525773195876287,0.014705882352941176,0.0,0,0,betting,all,117
0.15,136,36,38,2,36,0.05263157894736842,0.18556701030927836,0.014705882352941176,0.0,0,0,betting,all,117
0.2,136,36,38,2,36,0.05263157894736842,0.18556701030927836,0.014705882352941176,0.0,0,0,betting,all,117
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,all,147
0.1,136,29,34,2,32,0.058823529411764705,0.13675213675213677,0.014705882352941176,0.0,0,1,betting,all,147
0.15,136,32,45,2,43,0.044444444444444446,0.18376068376068377,0.014705882352941176,0.0,0,1,betting,all,147
0.2,136,45,61,5,56,0.08196721311475409,0.23931623931623933,0.02818627450980392,0.0,0,1,betting,all,147
0.05,136,23,25,1,24,0.04,0.09876543209876543,0.007352941176470588,0.0,0,2,betting,all,155
0.1,136,33,43,3,40,0.06976744186046512,0.1646090534979424,0.022058823529411766,0.0,0,2,betting,all,155
0.15,136,35,45,3,42,0.06666666666666667,0.1728395061728395,0.022058823529411766,0.0,0,2,betting,all,155
0.2,136,37,47,3,44,0.06382978723404255,0.18106995884773663,0.022058823529411766,0.0,0,2,betting,all,155
0.05,136,15,17,0,17,0.0,0.09392265193370165,0.0,0.0,0,3,betting,all,143
0.1,136,24,27,0,27,0.0,0.14917127071823205,0.0,0.0,0,3,betting,all,143
0.15,136,26,30,0,30,0.0,0.16574585635359115,0.0,0.0,0,3,betting,all,143
0.2,136,29,33,0,33,0.0,0.18232044198895028,0.0,0.0,0,3,betting,all,143
0.05,136,31,37,3,34,0.08108108108108109,0.1059190031152648,0.012254901960784312,0.0,0,4,betting,all,99
0.1,136,40,62,4,58,0.06451612903225806,0.1806853582554517,0.013174019607843136,0.0,0,4,betting,all,99
0.15,136,45,67,5,62,0.07462686567164178,0.19314641744548286,0.020526960784313725,0.0,0,4,betting,all,99
0.2,136,48,73,6,67,0.0821917808219178,0.2087227414330218,0.024203431372549017,0.0,0,4,betting,all,99
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,5,betting,all,126
0.1,136,15,16,0,16,0.0,0.06866952789699571,0.0,0.0,0,5,betting,all,126
0.15,136,22,25,0,25,0.0,0.1072961373390558,0.0,0.0,0,5,betting,all,126
0.2,136,22,25,0,25,0.0,0.1072961373390558,0.0,0.0,0,5,betting,all,126
0.05,136,27,34,1,33,0.029411764705882353,0.16923076923076924,0.0024509803921568627,0.0,0,6,betting,all,120
0.1,136,32,40,2,38,0.05,0.19487179487179487,0.00980392156862745,0.0,0,6,betting,all,120
0.15,136,34,43,4,39,0.09302325581395349,0.2,0.017156862745098037,0.0,0,6,betting,all,120
0.2,136,35,44,4,40,0.09090909090909091,0.20512820512820512,0.017156862745098037,0.0,0,6,betting,all,120
0.05,136,15,18,0,18,0.0,0.07758620689655173,0.0,0.0,0,7,betting,all,152
0.1,136,28,35,2,33,0.05714285714285714,0.14224137931034483,0.00980392156862745,0.0,0,7,betting,all,152
0.15,136,36,44,4,40,0.09090909090909091,0.1724137931034483,0.024509803921568624,0.0,0,7,betting,all,152
0.2,136,39,47,4,43,0.0851063829787234,0.1853448275862069,0.024509803921568624,0.0,0,7,betting,all,152
0.05,136,23,25,0,25,0.0,0.0992063492063492,0.0,0.0,0,8,betting,all,139
0.1,136,28,32,3,29,0.09375,0.11507936507936507,0.011029411764705883,0.0,0,8,betting,all,139
0.15,136,35,43,4,39,0.09302325581395349,0.15476190476190477,0.01838235294117647,0.0,0,8,betting,all,139
0.2,136,36,44,4,40,0.09090909090909091,0.15873015873015872,0.01838235294117647,0.0,0,8,betting,all,139
0.05,136,23,24,0,24,0.0,0.09022556390977443,0.0,0.0,0,9,betting,all,141
0.1,136,33,36,2,34,0.05555555555555555,0.12781954887218044,0.011029411764705883,0.0,0,9,betting,all,141
0.15,136,37,44,2,42,0.045454545454545456,0.15789473684210525,0.011029411764705883,0.0,0,9,betting,all,141
0.2,136,39,52,5,47,0.09615384615384616,0.17669172932330826,0.015441176470588236,0.0,0,9,betting,all,141
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,10,betting,all,108
0.1,136,25,29,1,28,0.034482758620689655,0.12017167381974249,0.007352941176470588,0.0,0,10,betting,all,108
0.15,136,33,39,1,38,0.02564102564102564,0.1630901287553648,0.007352941176470588,0.0,0,10,betting,all,108
0.2,136,36,43,1,42,0.023255813953488372,0.18025751072961374,0.007352941176470588,0.0,0,10,betting,all,108
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,11,betting,all,111
0.1,136,13,14,0,14,0.0,0.06763285024154589,0.0,0.0,0,11,betting,all,111
0.15,136,25,26,1,25,0.038461538461538464,0.12077294685990338,0.007352941176470588,0.0,0,11,betting,all,111
0.2,136,29,30,1,29,0.03333333333333333,0.14009661835748793,0.007352941176470588,0.0,0,11,betting,all,111
0.05,136,16,16,0,16,0.0,0.06299212598425197,0.0,0.0,0,12,betting,all,134
0.1,136,21,24,1,23,0.041666666666666664,0.09055118110236221,0.003676470588235294,0.0,0,12,betting,all,134
0.15,136,26,31,1,30,0.03225806451612903,0.11811023622047244,0.003676470588235294,0.0,0,12,betting,all,134
0.2,136,29,34,1,33,0.029411764705882353,0.12992125984251968,0.003676470588235294,0.0,0,12,betting,all,134
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,13,betting,all,129
0.1,136,16,21,1,20,0.047619047619047616,0.0975609756097561,0.007352941176470588,0.0,0,13,betting,all,129
0.15,136,27,33,2,31,0.06060606060606061,0.15121951219512195,0.014705882352941176,0.0,0,13,betting,all,129
0.2,136,31,37,2,35,0.05405405405405406,0.17073170731707318,0.014705882352941176,0.0,0,13,betting,all,129
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,14,betting,all,135
0.1,136,10,11,0,11,0.0,0.0502283105022831,0.0,0.0,0,14,betting,all,135
0.15,136,18,21,0,21,0.0,0.0958904109589041,0.0,0.0,0,14,betting,all,135
0.2,136,24,28,0,28,0.0,0.1278538812785388,0.0,0.0,0,14,betting,all,135
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,15,betting,all,137
0.1,136,21,25,0,25,0.0,0.10548523206751055,0.0,0.0,0,15,betting,all,137
0.15,136,26,31,1,30,0.03225806451612903,0.12658227848101267,0.003676470588235294,0.0,0,15,betting,all,137
0.2,136,29,43,2,41,0.046511627906976744,0.1729957805907173,0.004411764705882353,0.0,0,15,betting,all,137
0.05,136,24,31,2,29,0.06451612903225806,0.11026615969581749,0.014705882352941176,0.0,0,16,betting,all,136
0.1,136,25,32,2,30,0.0625,0.11406844106463879,0.014705882352941176,0.0,0,16,betting,all,136
0.15,136,44,56,3,53,0.05357142857142857,0.20152091254752852,0.022058823529411766,0.0,0,16,betting,all,136
0.2,136,45,59,3,56,0.05084745762711865,0.21292775665399238,0.022058823529411766,0.0,0,16,betting,all,136
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0,17,betting,all,188
0.1,136,30,40,0,40,0.0,0.15384615384615385,0.0,0.0,0,17,betting,all,188
0.15,136,41,56,2,54,0.03571428571428571,0.2076923076923077,0.006127450980392156,0.0,0,17,betting,all,188
0.2,136,44,69,2,67,0.028985507246376812,0.25769230769230766,0.006127450980392156,0.0,0,17,betting,all,188
0.05,136,25,31,1,30,0.03225806451612903,0.12345679012345678,0.003676470588235294,0.0,0,18,betting,all,92
0.1,136,36,44,2,42,0.045454545454545456,0.1728395061728395,0.011029411764705883,0.0,0,18,betting,all,92
0.15,136,45,58,3,55,0.05172413793103448,0.22633744855967078,0.01838235294117647,0.0,0,18,betting,all,92
0.2,136,56,78,4,74,0.05128205128205128,0.3045267489711934,0.02022058823529412,0.0,0,18,betting,all,92
0.05,136,13,14,0,14,0.0,0.061946902654867256,0.0,0.0,0,19,betting,all,104
0.1,136,20,23,0,23,0.0,0.10176991150442478,0.0,0.0,0,19,betting,all,104
