alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,3<=K<=5
0.05,101,26,28,1,27,0.03571428571428571,0.2621359223300971,0.009900990099009901,0.0,0,0,betting,K<=2
0.05,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,6<=K<=10
0.05,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.05,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.1,28,8,8,1,7,0.125,0.12280701754385964,0.03571428571428571,0.0,0,0,betting,3<=K<=5
0.1,101,26,28,1,27,0.03571428571428571,0.2621359223300971,0.009900990099009901,0.0,0,0,betting,K<=2
0.1,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,6<=K<=10
0.1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.15,28,8,8,1,7,0.125,0.12280701754385964,0.03571428571428571,0.0,0,0,betting,3<=K<=5
0.15,101,26,28,1,27,0.03571428571428571,0.2621359223300971,0.009900990099009901,0.0,0,0,betting,K<=2
0.15,5,2,2,0,2,0.0,0.10526315789473684,0.0,0.0,0,0,betting,6<=K<=10
0.15,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.15,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.2,28,8,8,1,7,0.125,0.12280701754385964,0.03571428571428571,0.0,0,0,betting,3<=K<=5
0.2,101,26,28,1,27,0.03571428571428571,0.2621359223300971,0.009900990099009901,0.0,0,0,betting,K<=2
0.2,5,2,2,0,2,0.0,0.10526315789473684,0.0,0.0,0,0,betting,6<=K<=10
0.2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.05,90,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K<=2
0.05,11,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,6<=K<=10
0.05,2,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,11<=K<=20
0.05,33,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,3<=K<=5
0.05,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.1,90,28,31,2,29,0.06451612903225806,0.32222222222222224,0.022222222222222223,0.0,0,1,betting,K<=2
0.1,11,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,6<=K<=10
0.1,2,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,11<=K<=20
0.1,33,1,3,0,3,0.0,0.04,0.0,0.0,0,1,betting,3<=K<=5
0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.15,90,28,31,2,29,0.06451612903225806,0.32222222222222224,0.022222222222222223,0.0,0,1,betting,K<=2
0.15,11,1,6,0,6,0.0,0.1,0.0,0.0,0,1,betting,6<=K<=10
0.15,2,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,11<=K<=20
0.15,33,3,8,0,8,0.0,0.10666666666666667,0.0,0.0,0,1,betting,3<=K<=5
0.15,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.2,90,39,42,3,39,0.07142857142857142,0.43333333333333335,0.03333333333333333,0.0,0,1,betting,K<=2
