alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,136,26,28,1,27,0.03571428571428571,0.13917525773195877,0.007352941176470588,0.0,0.0,0,betting
0.1,136,34,36,2,34,0.05555555555555555,0.17525773195876287,0.014705882352941176,0.0,0.0,0,betting
0.15,136,36,38,2,36,0.05263157894736842,0.18556701030927836,0.014705882352941176,0.0,0.0,0,betting
0.2,136,36,38,2,36,0.05263157894736842,0.18556701030927836,0.014705882352941176,0.0,0.0,0,betting
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.1,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.15,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.2,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.05,136,48,60,1,59,0.016666666666666666,0.30412371134020616,0.007352941176470588,0.0,,0,pvalue_bh
0.1,136,75,101,3,98,0.0297029702970297,0.5051546391752577,0.010294117647058823,0.0,,0,pvalue_bh
0.15,136,86,119,6,113,0.05042016806722689,0.5824742268041238,0.02745098039215686,0.0,,0,pvalue_bh
0.2,136,95,134,12,122,0.08955223880597014,0.6288659793814433,0.05707282913165266,0.0,,0,pvalue_bh
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,betting
0.1,136,29,34,2,32,0.058823529411764705,0.13675213675213677,0.014705882352941176,0.0,0.0,1,betting
0.15,136,32,45,2,43,0.044444444444444446,0.18376068376068377,0.014705882352941176,0.0,0.0,1,betting
0.2,136,45,61,5,56,0.08196721311475409,0.23931623931623933,0.02818627450980392,0.0,0.0,1,betting
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.1,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.15,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.2,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.05,136,31,38,2,36,0.05263157894736842,0.15384615384615385,0.014705882352941176,0.0,,1,pvalue_bh
0.1,136,55,77,4,73,0.05194805194805195,0.31196581196581197,0.02389705882352941,0.0,,1,pvalue_bh
0.15,136,72,103,7,96,0.06796116504854369,0.41025641025641024,0.030882352941176472,0.0,,1,pvalue_bh
0.2,136,81,130,13,117,0.1,0.5,0.05686274509803922,0.0,,1,pvalue_bh
0.05,136,23,25,1,24,0.04,0.09876543209876543,0.007352941176470588,0.0,0.0,2,betting
0.1,136,33,43,3,40,0.06976744186046512,0.1646090534979424,0.022058823529411766,0.0,0.0,2,betting
0.15,136,35,45,3,42,0.06666666666666667,0.1728395061728395,0.022058823529411766,0.0,0.0,2,betting
0.2,136,37,47,3,44,0.06382978723404255,0.18106995884773663,0.022058823529411766,0.0,0.0,2,betting
0.05,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.1,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.15,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.2,136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,binary
0.05,136,55,70,2,68,0.02857142857142857,0.27983539094650206,0.00980392156862745,0.0,,2,pvalue_bh
0.1,136,70,94,8,86,0.0851063829787234,0.35390946502057613,0.03848039215686275,0.0,,2,pvalue_bh
0.15,136,74,131,9,122,0.06870229007633588,0.5020576131687243,0.03389812446717817,0.0,,2,pvalue_bh
