alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,51,2,49,0.0392156862745098,0.25257731958762886,0.9102529287338256,0,score_oracle
0.1,136,13,123,0.09558823529411764,0.634020618556701,0.4934450984001159,0,score_oracle
0.15,155,23,132,0.14838709677419354,0.6804123711340206,0.4136665761470794,0,score_oracle
0.2,192,38,154,0.19791666666666666,0.7938144329896907,0.2335316985845565,0,score_oracle
0.05,37,1,36,0.02702702702702703,0.15384615384615385,0.93875390291214,1,score_oracle
0.1,162,16,146,0.09876543209876543,0.6239316239316239,0.5138052105903625,1,score_oracle
0.15,191,28,163,0.14659685863874344,0.6965811965811965,0.4043668508529663,1,score_oracle
0.2,226,45,181,0.19911504424778761,0.7735042735042735,0.2294225692749023,1,score_oracle
0.05,45,2,43,0.044444444444444446,0.17695473251028807,0.9099568128585817,2,score_oracle
0.1,102,10,92,0.09803921568627451,0.3786008230452675,0.7191546559333801,2,score_oracle
0.15,182,27,155,0.14835164835164835,0.6378600823045267,0.4095309376716614,2,score_oracle
0.2,227,45,182,0.19823788546255505,0.7489711934156379,0.2285450249910354,2,score_oracle
0.05,102,5,97,0.049019607843137254,0.5359116022099447,0.6369869112968445,3,score_oracle
0.1,123,12,111,0.0975609756097561,0.6132596685082873,0.456728994846344,3,score_oracle
0.15,142,21,121,0.14788732394366197,0.6685082872928176,0.3451710343360901,3,score_oracle
0.2,168,33,135,0.19642857142857142,0.7458563535911602,0.2220653593540191,3,score_oracle
0.05,42,2,40,0.047619047619047616,0.12461059190031153,0.9424808025360109,4,score_oracle
0.1,233,23,210,0.09871244635193133,0.6542056074766355,0.4670129418373108,4,score_oracle
0.15,290,43,247,0.1482758620689655,0.7694704049844237,0.2335316985845565,4,score_oracle
0.2,353,70,283,0.19830028328611898,0.881619937694704,0.101846806704998,4,score_oracle
0.05,117,5,112,0.042735042735042736,0.48068669527896996,0.7554065585136414,5,score_oracle
0.1,171,17,154,0.09941520467836257,0.6609442060085837,0.438787966966629,5,score_oracle
0.15,209,31,178,0.14832535885167464,0.7639484978540773,0.2216646373271942,5,score_oracle
0.2,238,47,191,0.19747899159663865,0.8197424892703863,0.1467027813196182,5,score_oracle
0.05,22,1,21,0.045454545454545456,0.1076923076923077,0.9523239135742188,6,score_oracle
0.1,83,8,75,0.0963855421686747,0.38461538461538464,0.7950254082679749,6,score_oracle
0.15,136,20,116,0.14705882352941177,0.5948717948717949,0.4906577169895172,6,score_oracle
0.2,153,30,123,0.19607843137254902,0.6307692307692307,0.4144768714904785,6,score_oracle
0.05,29,1,28,0.034482758620689655,0.1206896551724138,0.9521548748016356,7,score_oracle
0.1,94,9,85,0.09574468085106383,0.36637931034482757,0.7363937497138977,7,score_oracle
