bin,left,right,null_count,tp_count,p0,p1,raw_evalue,evalue
58,0.1341819912195206,0.13892205357551576,175,14,0.013024494930807371,0.008600917431192661,0.660364757089241,0.660364757089241
59,0.13892205357551576,0.1452156007289886,164,24,0.01221046399763191,0.014334862385321102,1.173981790380873,1.173981790380873
60,0.1452156007289886,0.1511224627494812,172,17,0.01280248649448679,0.010321100917431193,0.8061794028742643,0.8061794028742643
61,0.1511224627494812,0.15730138421058648,172,17,0.01280248649448679,0.010321100917431193,0.8061794028742643,0.8061794028742643
62,0.15730138421058648,0.16479374170303343,172,17,0.01280248649448679,0.010321100917431193,0.8061794028742643,0.8061794028742643
63,0.16479374170303343,0.17384546399116513,172,16,0.01280248649448679,0.00974770642201835,0.7613916582701384,0.7613916582701384
64,0.17384546399116513,0.18353227525949475,173,16,0.012876489306593651,0.00974770642201835,0.7570158441421491,0.7570158441421491
65,0.18353227525949475,0.19569897353649135,167,22,0.01243247243395249,0.013188073394495414,1.0607764034512888,1.0607764034512888
66,0.19569897353649135,0.21022791266441337,168,20,0.01250647524605935,0.012041284403669725,0.962804000868574,0.962804000868574
67,0.21022791266441337,0.2261476874351503,161,28,0.01198845556131133,0.016628440366972478,1.387037744931476,1.387037744931476
68,0.2261476874351503,0.24438490271568317,162,27,0.01206245837341819,0.016055045871559634,1.3309928519164744,1.3309928519164744
69,0.24438490271568317,0.262585312128067,156,32,0.01161844150077703,0.018922018348623854,1.628619324490154,1.628619324490154
70,0.262585312128067,0.28544508814811703,157,32,0.01169244431288389,0.018922018348623854,1.618311607246545,1.618311607246545
71,0.28544508814811703,0.3099630713462829,145,44,0.010804410567601569,0.025802752293577983,2.3881684365967075,2.3881684365967075
72,0.3099630713462829,0.3398954570293432,141,48,0.010508399319174128,0.02809633027522936,2.673702190205453,2.673702190205453
73,0.3398954570293432,0.3668378293514252,138,50,0.010286390882853548,0.029243119266055047,2.8428940333971355,2.8428940333971355
74,0.3668378293514252,0.4005498141050339,129,60,0.009620365573891808,0.034977064220183485,3.6357312985179955,3.6357312985179955
75,0.4005498141050339,0.4533129811286927,104,85,0.007770295271220307,0.04931192660550459,6.346210135430319,6.346210135430319
76,0.4533129811286927,0.5302452981472012,72,116,0.005402205283800784,0.06708715596330275,12.418475870302878,12.418475870302878
77,0.5302452981472012,0.6620195984840408,40,149,0.0030341152963812624,0.0860091743119266,28.34736518236742,28.34736518236742
78,0.6620195984840408,0.7851672410964969,11,178,0.0008880337452823208,0.10263761467889908,115.57850726299694,115.57850726299694
79,0.7851672410964969,0.9667235016822816,4,185,0.0003700140605343003,0.10665137614678899,288.23600917431196,288.23600917431196
