alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,136,28,29,0,29,0.0,0.2248062015503876,0.0,0.3,64,0,betting,K<=2
0.05,42,4,9,0,9,0.0,0.09782608695652174,0.0,0.3,74,0,betting,3<=K<=5
0.05,8,0,0,0,0,0.0,0.0,0.0,0.3,51,0,betting,11<=K<=20
0.05,16,0,0,0,0,0.0,0.0,0.0,0.3,59,0,betting,6<=K<=10
0.05,4,0,0,0,0,0.0,0.0,0.0,0.3,305,0,betting,K>50
0.05,4,0,0,0,0,0.0,0.0,0.0,0.3,75,0,betting,21<=K<=50
0.1,136,52,55,1,54,0.01818181818181818,0.4186046511627907,0.007352941176470588,0.3,64,0,betting,K<=2
0.1,42,13,25,0,25,0.0,0.2717391304347826,0.0,0.3,74,0,betting,3<=K<=5
0.1,8,1,2,0,2,0.0,0.03389830508474576,0.0,0.3,51,0,betting,11<=K<=20
0.1,16,2,4,0,4,0.0,0.06153846153846154,0.0,0.3,59,0,betting,6<=K<=10
0.1,4,0,0,0,0,0.0,0.0,0.0,0.3,305,0,betting,K>50
0.1,4,0,0,0,0,0.0,0.0,0.0,0.3,75,0,betting,21<=K<=50
0.15,136,76,85,3,82,0.03529411764705882,0.6356589147286822,0.01838235294117647,0.3,64,0,betting,K<=2
0.15,42,23,46,7,39,0.15217391304347827,0.42391304347826086,0.04365079365079365,0.3,74,0,betting,3<=K<=5
0.15,8,2,5,0,5,0.0,0.0847457627118644,0.0,0.3,51,0,betting,11<=K<=20
0.15,16,4,9,0,9,0.0,0.13846153846153847,0.0,0.3,59,0,betting,6<=K<=10
0.15,4,0,0,0,0,0.0,0.0,0.0,0.3,305,0,betting,K>50
0.15,4,0,0,0,0,0.0,0.0,0.0,0.3,75,0,betting,21<=K<=50
0.2,136,76,85,3,82,0.03529411764705882,0.6356589147286822,0.01838235294117647,0.3,64,0,betting,K<=2
0.2,42,23,51,8,43,0.1568627450980392,0.4673913043478261,0.051587301587301584,0.3,74,0,betting,3<=K<=5
0.2,8,2,5,0,5,0.0,0.0847457627118644,0.0,0.3,51,0,betting,11<=K<=20
0.2,16,5,17,2,15,0.11764705882352941,0.23076923076923078,0.025,0.3,59,0,betting,6<=K<=10
0.2,4,0,0,0,0,0.0,0.0,0.0,0.3,305,0,betting,K>50
0.2,4,0,0,0,0,0.0,0.0,0.0,0.3,75,0,betting,21<=K<=50
0.05,136,29,29,0,29,0.0,0.23015873015873015,0.0,0.3,60,1,betting,K<=2
0.05,12,0,0,0,0,0.0,0.0,0.0,0.3,47,1,betting,6<=K<=10
0.05,51,0,0,0,0,0.0,0.0,0.0,0.3,97,1,betting,3<=K<=5
0.05,3,0,0,0,0,0.0,0.0,0.0,0.3,51,1,betting,21<=K<=50
0.05,7,0,0,0,0,0.0,0.0,0.0,0.3,48,1,betting,11<=K<=20
0.05,1,0,0,0,0,0.0,0.0,0.0,0.3,118,1,betting,K>50
0.1,136,60,63,0,63,0.0,0.5,0.0,0.3,60,1,betting,K<=2
0.1,12,3,6,0,6,0.0,0.11538461538461539,0.0,0.3,47,1,betting,6<=K<=10
0.1,51,9,12,0,12,0.0,0.1188118811881188,0.0,0.3,97,1,betting,3<=K<=5
0.1,3,0,0,0,0,0.0,0.0,0.0,0.3,51,1,betting,21<=K<=50
0.1,7,0,0,0,0,0.0,0.0,0.0,0.3,48,1,betting,11<=K<=20
0.1,1,0,0,0,0,0.0,0.0,0.0,0.3,118,1,betting,K>50
0.15,136,74,80,1,79,0.0125,0.626984126984127,0.007352941176470588,0.3,60,1,betting,K<=2
0.15,12,3,6,0,6,0.0,0.11538461538461539,0.0,0.3,47,1,betting,6<=K<=10
0.15,51,11,15,0,15,0.0,0.1485148514851485,0.0,0.3,97,1,betting,3<=K<=5
0.15,3,0,0,0,0,0.0,0.0,0.0,0.3,51,1,betting,21<=K<=50
0.15,7,3,5,0,5,0.0,0.1,0.0,0.3,48,1,betting,11<=K<=20
0.15,1,0,0,0,0,0.0,0.0,0.0,0.3,118,1,betting,K>50
0.2,136,78,84,2,82,0.023809523809523808,0.6507936507936508,0.014705882352941176,0.3,60,1,betting,K<=2
0.2,12,5,10,0,10,0.0,0.19230769230769232,0.0,0.3,47,1,betting,6<=K<=10
0.2,51,16,26,2,24,0.07692307692307693,0.2376237623762376,0.0196078431372549,0.3,97,1,betting,3<=K<=5
