method,alpha,total_rejections,fdp,recall
betting,0.05,17.869409320782943,0.018747658317444786,0.04877466907626073
betting,0.1,22.772270764890216,0.02059097445290635,0.05499985517606009
betting,0.15,21.644192122405006,0.02320236274639954,0.04304629342361607
betting,0.2,22.551636654342268,0.021578832518876687,0.041898632314045496
binary,0.05,53.56577363637305,0.028595212679239684,0.12101753350495785
binary,0.1,88.91480250927377,0.05711601610042954,0.1921182555404132
binary,0.15,89.84600861005399,0.04927206201225823,0.18691127686831463
binary,0.2,152.03361816595557,0.10967375373422242,0.2792021087173955
pvalue_bh,0.05,31.49837088519108,0.03657417877289281,0.06455329270010504
pvalue_bh,0.1,40.2556305313143,0.042049604633272085,0.05827752635638518
pvalue_bh,0.15,56.66101881039185,0.06736236885440275,0.05361527404646249
pvalue_bh,0.2,65.14863572510252,0.07887939279263731,0.048440710456893826
