alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,210,32,38,0,38,0.0,0.08656036446469248,0.0,0.3,628,0,betting,all,389
0.1,210,68,86,1,85,0.011627906976744186,0.19362186788154898,0.004761904761904762,0.3,628,0,betting,all,389
0.15,210,105,145,10,135,0.06896551724137931,0.30751708428246016,0.020634920634920634,0.3,628,0,betting,all,389
0.2,210,106,158,13,145,0.08227848101265822,0.33029612756264237,0.02412698412698413,0.3,628,0,betting,all,389
0.05,210,29,29,0,29,0.0,0.07754010695187166,0.0,0.3,421,1,betting,all,473
0.1,210,72,81,0,81,0.0,0.21657754010695188,0.0,0.3,421,1,betting,all,473
0.15,210,91,106,1,105,0.009433962264150943,0.2807486631016043,0.004761904761904762,0.3,421,1,betting,all,473
0.2,210,102,128,4,124,0.03125,0.3315508021390374,0.014285714285714285,0.3,421,1,betting,all,473
0.05,210,28,28,0,28,0.0,0.06763285024154589,0.0,0.3,302,2,betting,all,519
0.1,210,91,130,10,120,0.07692307692307693,0.2898550724637681,0.02261904761904762,0.3,302,2,betting,all,519
0.15,210,103,156,13,143,0.08333333333333333,0.34541062801932365,0.034523809523809526,0.3,302,2,betting,all,519
0.2,210,118,180,16,164,0.08888888888888889,0.3961352657004831,0.04206349206349206,0.3,302,2,betting,all,519
0.05,210,29,34,0,34,0.0,0.0734341252699784,0.0,0.3,409,3,betting,all,440
0.1,210,73,99,1,98,0.010101010101010102,0.21166306695464362,0.0015873015873015873,0.3,409,3,betting,all,440
0.15,210,96,134,3,131,0.022388059701492536,0.28293736501079914,0.007539682539682539,0.3,409,3,betting,all,440
0.2,210,104,155,5,150,0.03225806451612903,0.32397408207343414,0.010714285714285714,0.3,409,3,betting,all,440
0.05,210,50,62,1,61,0.016129032258064516,0.1328976034858388,0.0015873015873015873,0.3,493,4,betting,all,378
0.1,210,83,132,7,125,0.05303030303030303,0.27233115468409586,0.021230158730158728,0.3,493,4,betting,all,378
0.15,210,94,153,9,144,0.058823529411764705,0.3137254901960784,0.02718253968253968,0.3,493,4,betting,all,378
0.2,210,111,176,11,165,0.0625,0.35947712418300654,0.03027777777777778,0.3,493,4,betting,all,378
0.05,210,32,37,1,36,0.02702702702702703,0.10027855153203342,0.002380952380952381,0.3,398,5,betting,all,451
0.1,210,72,87,1,86,0.011494252873563218,0.2395543175487465,0.0015873015873015873,0.3,398,5,betting,all,451
0.15,210,86,109,1,108,0.009174311926605505,0.3008356545961003,0.0015873015873015873,0.3,398,5,betting,all,451
0.2,210,93,124,1,123,0.008064516129032258,0.3426183844011142,0.0015873015873015873,0.3,398,5,betting,all,451
0.05,210,22,27,1,26,0.037037037037037035,0.06914893617021277,0.004761904761904762,0.3,335,6,betting,all,686
0.1,210,74,96,5,91,0.052083333333333336,0.24202127659574468,0.016666666666666666,0.3,335,6,betting,all,686
0.15,210,94,127,6,121,0.047244094488188976,0.32180851063829785,0.017261904761904763,0.3,335,6,betting,all,686
0.2,210,103,149,8,141,0.053691275167785234,0.375,0.022023809523809525,0.3,335,6,betting,all,686
0.05,210,25,27,0,27,0.0,0.06601466992665037,0.0,0.3,407,7,betting,all,297
0.1,210,41,46,2,44,0.043478260869565216,0.10757946210268948,0.004761904761904762,0.3,407,7,betting,all,297
0.15,210,68,81,2,79,0.024691358024691357,0.19315403422982885,0.004761904761904762,0.3,407,7,betting,all,297
0.2,210,93,121,6,115,0.049586776859504134,0.28117359413202936,0.01904761904761905,0.3,407,7,betting,all,297
0.05,210,24,24,0,24,0.0,0.05741626794258373,0.0,0.3,403,8,betting,all,282
0.1,210,46,51,1,50,0.0196078431372549,0.11961722488038277,0.002380952380952381,0.3,403,8,betting,all,282
0.15,210,80,100,2,98,0.02,0.23444976076555024,0.007142857142857143,0.3,403,8,betting,all,282
0.2,210,98,140,7,133,0.05,0.3181818181818182,0.016666666666666666,0.3,403,8,betting,all,282
0.05,210,36,39,0,39,0.0,0.09397590361445783,0.0,0.3,462,9,betting,all,277
0.1,210,63,78,2,76,0.02564102564102564,0.18313253012048192,0.004761904761904762,0.3,462,9,betting,all,277
0.15,210,73,95,3,92,0.031578947368421054,0.2216867469879518,0.009523809523809525,0.3,462,9,betting,all,277
0.2,210,84,109,4,105,0.03669724770642202,0.25301204819277107,0.011904761904761904,0.3,462,9,betting,all,277
0.05,210,21,24,0,24,0.0,0.05263157894736842,0.0,0.3,465,10,betting,all,327
0.1,210,75,94,2,92,0.02127659574468085,0.20175438596491227,0.007142857142857143,0.3,465,10,betting,all,327
0.15,210,97,143,6,137,0.04195804195804196,0.30043859649122806,0.01380952380952381,0.3,465,10,betting,all,327
0.2,210,119,180,9,171,0.05,0.375,0.025714285714285717,0.3,465,10,betting,all,327
0.05,210,58,70,2,68,0.02857142857142857,0.16113744075829384,0.003968253968253968,0.3,452,11,betting,all,499
0.1,210,88,120,5,115,0.041666666666666664,0.2725118483412322,0.018253968253968255,0.3,452,11,betting,all,499
0.15,210,104,155,12,143,0.07741935483870968,0.33886255924170616,0.04027777777777777,0.3,452,11,betting,all,499
0.2,210,113,176,14,162,0.07954545454545454,0.38388625592417064,0.04424603174603174,0.3,452,11,betting,all,499
0.05,210,25,26,0,26,0.0,0.06860158311345646,0.0,0.3,308,12,betting,all,688
0.1,210,58,69,1,68,0.014492753623188406,0.17941952506596306,0.004761904761904762,0.3,308,12,betting,all,688
0.15,210,86,105,2,103,0.01904761904761905,0.2717678100263852,0.009523809523809525,0.3,308,12,betting,all,688
0.2,210,93,114,4,110,0.03508771929824561,0.29023746701846964,0.016666666666666666,0.3,308,12,betting,all,688
0.05,210,54,63,2,61,0.031746031746031744,0.17994100294985252,0.004761904761904762,0.3,316,13,betting,all,491
0.1,210,77,98,2,96,0.02040816326530612,0.2831858407079646,0.004761904761904762,0.3,316,13,betting,all,491
0.15,210,90,118,4,114,0.03389830508474576,0.336283185840708,0.011904761904761904,0.3,316,13,betting,all,491
0.2,210,108,144,5,139,0.034722222222222224,0.41002949852507375,0.013095238095238096,0.3,316,13,betting,all,491
