method,alpha,total_rejections,fdp,recall,mean_family_fdp,cal_bound,cal_loss
scoregate_pooled_plus1,0.05,205.33333333333334,0.0738061038519754,0.2795822233322233,0.012122757234489079,0.04629320190614433,0.04162959559495188
scoregate_pooled_plus1,0.1,248.0,0.10008455901194076,0.32817876567876564,0.018268804441988796,0.09888475836431228,0.09531606219894782
scoregate_pooled_plus1,0.15,273.3333333333333,0.12427930182425802,0.3521728271728272,0.025342664611752136,0.14819813075631777,0.1451978143053658
scoregate_pooled_plus1,0.2,298.6666666666667,0.1431129190576865,0.3763632201132201,0.03091297034095188,0.19614186027544322,0.19362235362273053
scoregate_pooled_plus1,0.25,342.3333333333333,0.18770072739659546,0.40878080253080257,0.046959916238559773,0.24851953585778885,0.246504032149067
scoregate_pooled_plus1,0.3,394.0,0.224675594900314,0.4459790209790209,0.06416503682763318,0.2988605373300881,0.2972236390051067
