seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
7,470,157,157,6636,1972,2109,1556,1692.3528848853805,"{'num_fit_null': 5358, 'num_fit_tp': 1278, 'num_bins_realized': 80, 'max_phi': 1000000.0, 'fit_null_phi_mean': 0.9350547730829422}"
