image_id,n_null,mean_score,p95_score
9,81,0.11116048054378705,0.2355596721172332
25,44,0.10452776520766992,0.22535191252827647
81,20,0.13836429491639135,0.5157309800386429
139,59,0.09831324143935054,0.21445011049509005
154,15,0.19317798390984528,0.41343741416931146
165,30,0.10280103683471677,0.2477200001478192
285,15,0.1646626455088456,0.5522901266813275
294,242,0.09551690608139861,0.194878452271223
387,32,0.1334270561346784,0.3024843499064445
395,70,0.10228448701756337,0.2295771040022371
397,44,0.12350768621333617,0.3425075218081474
428,65,0.10353348902784856,0.22558718919754017
491,39,0.1051124166219662,0.19246769249439272
510,23,0.1416854123058526,0.4105769038200377
595,9,0.22963743574089468,0.6418473958969116
597,71,0.10270775917550203,0.24333737790584564
605,35,0.13778574871165408,0.3928966671228408
632,189,0.08634895005475272,0.1645359486341476
643,64,0.09711595374392341,0.1751080907881259
684,59,0.11116250907465558,0.22797722667455655
711,53,0.12359888008180651,0.32616251111030575
722,150,0.09372361729542411,0.20875267386436447
724,74,0.10185920804537626,0.2914192020893094
775,88,0.10033805977383793,0.24302127882838234
776,68,0.11156108942540248,0.2673579037189483
781,40,0.12619366552680727,0.2817774131894105
785,49,0.10831391507265516,0.272526943683624
802,39,0.11432547838642042,0.43429268300533297
825,19,0.11886419983286602,0.338646313548087
853,105,0.10499538949557707,0.2642010092735289
872,31,0.11908283793637826,0.25957852602005005
885,38,0.09955800599173491,0.27074807882308943
909,45,0.10295860047141706,0.21304636895656573
934,63,0.10947598658856887,0.31229495406150815
982,26,0.11459674944098173,0.3120268881320953
996,23,0.1538169733856035,0.4829647630453107
1000,121,0.11533049540209371,0.2545540034770965
1006,39,0.11930845926205312,0.2641968593001367
1011,139,0.10722497121678835,0.23266029208898528
1025,31,0.11949869545717388,0.40080988407135004
1102,53,0.10984304807377307,0.3048438489437103
1146,57,0.12591228647190225,0.3308065235614776
1204,82,0.09778168561255056,0.2732277385890484
1205,105,0.09535193688103126,0.21219772398471823
1224,84,0.1043215715104625,0.18240225538611407
1268,62,0.10407211637545012,0.19038148969411847
1295,71,0.106960048033318,0.2760170027613639
1296,46,0.11268105009651698,0.24287603795528406
1323,39,0.10375205054879184,0.24781317710876474
1353,72,0.09416337487184334,0.21217261627316472
1375,64,0.10565357381710778,0.30897590592503493
1393,47,0.12729198620357407,0.29635767489671666
1404,23,0.10850002082145728,0.3516414016485213
1425,17,0.14267858972444247,0.38142111897468556
1464,43,0.09896608320779575,0.2823866873979568
1490,46,0.12376502577377399,0.2995506823062897
1496,11,0.2198720909655094,0.7654735743999481
1503,67,0.0997907376445051,0.20673420429229727
1505,35,0.13885851683361183,0.40415022969245895
1507,28,0.1411043986944215,0.371869383752346
1522,106,0.0878546859647305,0.15745004266500473
1523,72,0.09649932193052434,0.260355639457703
1532,106,0.11090068807298278,0.27221159636974335
1584,31,0.12215170925182676,0.5651289224624634
1591,89,0.1006227393917153,0.2066855192184447
1622,37,0.11418759037513986,0.2927973449230193
1655,55,0.10977570692246606,0.3055850028991697
1674,37,0.10875152353499382,0.2969362378120421
1675,42,0.11047818369808647,0.2773630291223524
1681,147,0.10328372714876313,0.25839304327964774
1697,23,0.1342194580837436,0.39778818786144227
1761,37,0.10014225069332763,0.3453883051872252
1811,72,0.10381558366740738,0.2698555923998357
1818,68,0.09365033199462816,0.18677778244018547
1837,97,0.10187146109864881,0.2769414007663725
1869,41,0.12014822498327343,0.2673297524452209
1903,51,0.12912431300855146,0.29962481558322906
1993,126,0.09119741154450269,0.16775271669030184
2006,35,0.09858820129718095,0.2360118210315696
2014,25,0.12280971303582187,0.2926235198974608
2055,48,0.10076626514395075,0.2179505430161952
2061,69,0.09283354063180906,0.17947517931461315
2149,31,0.11887167105751649,0.3013541251420975
2153,52,0.1220130623103334,0.26424214690923686
2157,110,0.10190579159693279,0.23992410078644727
2191,67,0.10064646601676937,0.20496549010276788
2240,43,0.15339435143179667,0.48742957711219764
2295,33,0.1292301581212968,0.4887240886688232
2296,42,0.10821740089782643,0.30702055394649447
2299,93,0.09460471101826232,0.1689682960510253
2402,73,0.10143231569904165,0.20113604664802542
2431,54,0.11052215644330886,0.32484874576330136
2434,122,0.0957402320059596,0.1803057491779327
2444,54,0.1032055572227195,0.21151119470596272
2459,26,0.0984748848355733,0.21232431381940842
2473,50,0.10691852830350396,0.26946862637996644
2495,67,0.10460872125269756,0.2537951514124869
2525,159,0.11461536851037969,0.23552750200033176
2532,45,0.11740628158052759,0.39059347808360995
2587,56,0.09356170826192409,0.27638184279203415
2592,23,0.15048005820616428,0.34671372175216675
2602,92,0.09676108505252907,0.26182762458920483
2618,57,0.10034157028585144,0.1879160791635511
2658,56,0.1022742609493434,0.2807437181472778
2685,123,0.08957648949652179,0.19510030448436724
2697,47,0.11113310740032088,0.2649089753627775
2752,90,0.09244972099032663,0.15386126935482017
2755,70,0.09343480180416784,0.17389242947101582
2849,62,0.1127825483319259,0.2684638492763041
2881,51,0.11307532201502835,0.23344664275646204
2923,57,0.096329080104305,0.18120989203453036
2964,41,0.11344503965683095,0.3139505982398987
2985,85,0.10397877289968374,0.22717787325382222
