alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.2,12,1,1,0,1,0.0,0.06666666666666667,0.0,0,betting
0.05,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,12,3,3,2,1,0.6666666666666666,0.06666666666666667,0.16666666666666666,0,pvalue_bh
0.1,12,5,6,4,2,0.6666666666666666,0.13333333333333333,0.2916666666666667,0,pvalue_bh
0.15,12,6,7,5,2,0.7142857142857143,0.13333333333333333,0.375,0,pvalue_bh
0.2,12,6,8,6,2,0.75,0.13333333333333333,0.375,0,pvalue_bh
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.05,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,12,3,4,2,2,0.5,0.2,0.125,1,pvalue_bh
0.1,12,5,8,4,4,0.5,0.4,0.23611111111111113,1,pvalue_bh
0.15,12,6,9,5,4,0.5555555555555556,0.4,0.3194444444444445,1,pvalue_bh
0.2,12,9,13,8,5,0.6153846153846154,0.5,0.5277777777777778,1,pvalue_bh
