seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,2.4041693469691077,20.745544583963042,4.356564362632239,11.824960412858626,none
1,1.0000000000000002,2.490460699541324,24.316456433298555,4.228948944921488,10.854302291965196,none
2,1.0,2.7760534989102674,19.444958992415636,3.2906853679472614,19.444958992415636,none
3,0.9999999999999999,2.4650497598714733,30.46580839075805,3.8590023961626865,9.131618301656541,none
4,1.0,2.7299206423728752,25.316636154141644,4.284353810700893,11.90855616019817,none
5,1.0000000000000002,2.836261818023692,32.51168277474244,2.0319801734214025,15.578514662897424,none
6,1.0,1.6857905672403832,13.819777777232257,3.8695377776250317,6.357097777526838,none
7,1.0,1.99108733728275,13.756069836721467,3.2467742471764955,12.518023551416489,none
8,1.0,2.6062930899357903,20.508388820035414,4.5118455404077915,16.0785768349077,none
9,1.0000000000000002,2.536584364268303,30.508191096103577,3.3123178904341026,14.643931726129717,none
10,1.0,2.5688026648331506,24.68506172823326,4.147090370343188,7.5700855966582,none
11,1.0,2.473206222943043,26.053838368733324,4.377044845947198,12.505842416991998,none
12,1.0000000000000002,3.226249181504862,21.724106521356873,2.92439895479804,20.888563962843143,none
13,1.0000000000000002,2.3710015393933834,24.398225759790584,3.591418831841155,11.711148364699481,none
14,0.9999999999999998,2.487114780853317,28.42473324845244,3.6546085605153094,12.77533844333223,none
15,0.9999999999999999,2.583877625396407,23.32038714341576,3.917825040093848,11.66019357170788,none
16,1.0000000000000002,2.8106279033654684,28.834914005856596,2.178637947109164,8.842706961796022,none
17,1.0,2.408326259954802,20.17998071942377,4.439595758273229,9.68639074532341,none
18,1.0,2.509132861248847,24.382114993140068,3.2822077875380864,9.31678124834028,none
19,1.0,1.7828695068641949,17.184287164190376,3.8869220966621096,8.234137599507891,none
