alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,151,0,0,0,0,0.0,0.0,0.0,0.4,47,0,betting,K<=2
0.05,21,0,0,0,0,0.0,0.0,0.0,0.4,70,0,betting,6<=K<=10
0.05,59,0,0,0,0,0.0,0.0,0.0,0.4,102,0,betting,3<=K<=5
0.05,7,0,0,0,0,0.0,0.0,0.0,0.4,48,0,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>50
0.1,151,75,84,0,84,0.0,0.6086956521739131,0.0,0.4,47,0,betting,K<=2
0.1,21,3,10,0,10,0.0,0.11764705882352941,0.0,0.4,70,0,betting,6<=K<=10
0.1,59,9,19,0,19,0.0,0.15447154471544716,0.0,0.4,102,0,betting,3<=K<=5
0.1,7,1,3,0,3,0.0,0.06666666666666667,0.0,0.4,48,0,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>50
0.15,151,93,103,0,103,0.0,0.7463768115942029,0.0,0.4,47,0,betting,K<=2
0.15,21,9,24,0,24,0.0,0.2823529411764706,0.0,0.4,70,0,betting,6<=K<=10
0.15,59,25,38,1,37,0.02631578947368421,0.3008130081300813,0.01694915254237288,0.4,102,0,betting,3<=K<=5
0.15,7,2,5,0,5,0.0,0.1111111111111111,0.0,0.4,48,0,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>50
0.2,151,99,113,1,112,0.008849557522123894,0.8115942028985508,0.0033112582781456954,0.4,47,0,betting,K<=2
0.2,21,10,31,1,30,0.03225806451612903,0.35294117647058826,0.005952380952380952,0.4,70,0,betting,6<=K<=10
0.2,59,31,50,1,49,0.02,0.3983739837398374,0.01694915254237288,0.4,102,0,betting,3<=K<=5
0.2,7,4,9,0,9,0.0,0.2,0.0,0.4,48,0,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>50
0.05,151,68,76,0,76,0.0,0.5547445255474452,0.0,0.4,53,1,betting,K<=2
0.05,57,11,21,0,21,0.0,0.13815789473684212,0.0,0.4,88,1,betting,3<=K<=5
0.05,22,0,0,0,0,0.0,0.0,0.0,0.4,74,1,betting,6<=K<=10
0.05,8,0,0,0,0,0.0,0.0,0.0,0.4,58,1,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>50
0.1,151,86,95,0,95,0.0,0.6934306569343066,0.0,0.4,53,1,betting,K<=2
0.1,57,23,37,1,36,0.02702702702702703,0.23684210526315788,0.017543859649122806,0.4,88,1,betting,3<=K<=5
0.1,22,8,24,1,23,0.041666666666666664,0.30666666666666664,0.011363636363636364,0.4,74,1,betting,6<=K<=10
0.1,8,0,0,0,0,0.0,0.0,0.0,0.4,58,1,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>50
0.15,151,95,111,1,110,0.009009009009009009,0.8029197080291971,0.006622516556291391,0.4,53,1,betting,K<=2
0.15,57,32,57,2,55,0.03508771929824561,0.3618421052631579,0.017543859649122806,0.4,88,1,betting,3<=K<=5
0.15,22,12,37,2,35,0.05405405405405406,0.4666666666666667,0.020454545454545454,0.4,74,1,betting,6<=K<=10
0.15,8,4,13,0,13,0.0,0.325,0.0,0.4,58,1,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>50
0.2,151,100,118,2,116,0.01694915254237288,0.8467153284671532,0.009933774834437087,0.4,53,1,betting,K<=2
0.2,57,40,71,3,68,0.04225352112676056,0.4473684210526316,0.03508771929824561,0.4,88,1,betting,3<=K<=5
0.2,22,15,46,3,43,0.06521739130434782,0.5733333333333334,0.035606060606060606,0.4,74,1,betting,6<=K<=10
0.2,8,6,26,4,22,0.15384615384615385,0.55,0.11180555555555555,0.4,58,1,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>50
0.05,18,0,0,0,0,0.0,0.0,0.0,0.4,65,2,betting,6<=K<=10
0.05,157,0,0,0,0,0.0,0.0,0.0,0.4,58,2,betting,K<=2
0.05,60,0,0,0,0,0.0,0.0,0.0,0.4,87,2,betting,3<=K<=5
0.05,3,0,0,0,0,0.0,0.0,0.0,0.4,24,2,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>50
0.1,18,7,18,0,18,0.0,0.3157894736842105,0.0,0.4,65,2,betting,6<=K<=10
0.1,157,71,79,1,78,0.012658227848101266,0.5165562913907285,0.006369426751592357,0.4,58,2,betting,K<=2
0.1,60,18,36,0,36,0.0,0.2236024844720497,0.0,0.4,87,2,betting,3<=K<=5
0.1,3,1,3,0,3,0.0,0.2,0.0,0.4,24,2,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>50
0.15,18,9,24,0,24,0.0,0.42105263157894735,0.0,0.4,65,2,betting,6<=K<=10
0.15,157,96,112,2,110,0.017857142857142856,0.7284768211920529,0.012738853503184714,0.4,58,2,betting,K<=2
0.15,60,30,56,0,56,0.0,0.34782608695652173,0.0,0.4,87,2,betting,3<=K<=5
0.15,3,1,3,0,3,0.0,0.2,0.0,0.4,24,2,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>50
0.2,18,11,28,0,28,0.0,0.49122807017543857,0.0,0.4,65,2,betting,6<=K<=10
0.2,157,100,117,3,114,0.02564102564102564,0.7549668874172185,0.01592356687898089,0.4,58,2,betting,K<=2
0.2,60,37,69,0,69,0.0,0.42857142857142855,0.0,0.4,87,2,betting,3<=K<=5
0.2,3,1,3,0,3,0.0,0.2,0.0,0.4,24,2,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>50
0.05,23,0,0,0,0,0.0,0.0,0.0,0.4,68,3,betting,6<=K<=10
0.05,157,73,82,3,79,0.036585365853658534,0.5766423357664233,0.01592356687898089,0.4,53,3,betting,K<=2
0.05,54,6,7,0,7,0.0,0.06140350877192982,0.0,0.4,108,3,betting,3<=K<=5
0.05,4,0,0,0,0,0.0,0.0,0.0,0.4,32,3,betting,11<=K<=20
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,21<=K<=50
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.1,23,8,28,1,27,0.03571428571428571,0.2755102040816326,0.010869565217391304,0.4,68,3,betting,6<=K<=10
0.1,157,91,106,5,101,0.04716981132075472,0.7372262773722628,0.025477707006369428,0.4,53,3,betting,K<=2
0.1,54,20,28,0,28,0.0,0.24561403508771928,0.0,0.4,108,3,betting,3<=K<=5
0.1,4,1,3,0,3,0.0,0.1111111111111111,0.0,0.4,32,3,betting,11<=K<=20
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,21<=K<=50
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.15,23,16,44,2,42,0.045454545454545456,0.42857142857142855,0.016304347826086956,0.4,68,3,betting,6<=K<=10
0.15,157,99,121,6,115,0.049586776859504134,0.8394160583941606,0.028662420382165606,0.4,53,3,betting,K<=2
0.15,54,32,49,1,48,0.02040816326530612,0.42105263157894735,0.009259259259259259,0.4,108,3,betting,3<=K<=5
0.15,4,2,6,0,6,0.0,0.2222222222222222,0.0,0.4,32,3,betting,11<=K<=20
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,21<=K<=50
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
0.2,23,21,69,6,63,0.08695652173913043,0.6428571428571429,0.06123188405797101,0.4,68,3,betting,6<=K<=10
0.2,157,106,129,9,120,0.06976744186046512,0.8759124087591241,0.04777070063694268,0.4,53,3,betting,K<=2
0.2,54,35,63,3,60,0.047619047619047616,0.5263157894736842,0.030864197530864196,0.4,108,3,betting,3<=K<=5
0.2,4,2,11,1,10,0.09090909090909091,0.37037037037037035,0.03125,0.4,32,3,betting,11<=K<=20
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,21<=K<=50
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>50
