alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.1,238,127,164,8,156,0.04878048780487805,0.42857142857142855,0.025560224089635854,0.4,303,7,betting,all,228
0.15,238,148,203,10,193,0.04926108374384237,0.5302197802197802,0.031162464985994395,0.4,303,7,betting,all,228
0.2,238,161,239,18,221,0.07531380753138076,0.6071428571428571,0.043627450980392155,0.4,303,7,betting,all,228
0.05,238,0,0,0,0,0.0,0.0,0.0,0.4,294,8,betting,all,241
0.1,238,92,129,1,128,0.007751937984496124,0.3208020050125313,0.004201680672268907,0.4,294,8,betting,all,241
0.15,238,119,161,2,159,0.012422360248447204,0.39849624060150374,0.008403361344537815,0.4,294,8,betting,all,241
0.2,238,140,203,5,198,0.024630541871921183,0.49624060150375937,0.017857142857142856,0.4,294,8,betting,all,241
0.05,238,82,95,1,94,0.010526315789473684,0.23209876543209876,0.004201680672268907,0.4,247,9,betting,all,297
0.1,238,121,161,2,159,0.012422360248447204,0.3925925925925926,0.004726890756302521,0.4,247,9,betting,all,297
0.15,238,141,194,2,192,0.010309278350515464,0.4740740740740741,0.004668534080298786,0.4,247,9,betting,all,297
0.2,238,167,255,12,243,0.047058823529411764,0.6,0.024416433239962655,0.4,247,9,betting,all,297
0.05,238,93,118,3,115,0.025423728813559324,0.2875,0.012605042016806723,0.4,258,10,betting,all,234
0.1,238,135,189,6,183,0.031746031746031744,0.4575,0.025210084033613446,0.4,258,10,betting,all,234
0.15,238,153,228,9,219,0.039473684210526314,0.5475,0.027210884353741496,0.4,258,10,betting,all,234
0.2,238,164,256,10,246,0.0390625,0.615,0.02923669467787115,0.4,258,10,betting,all,234
0.05,238,83,101,1,100,0.009900990099009901,0.23980815347721823,0.004201680672268907,0.4,290,11,betting,all,245
0.1,238,121,159,1,158,0.006289308176100629,0.37889688249400477,0.004201680672268907,0.4,290,11,betting,all,245
0.15,238,136,183,2,181,0.01092896174863388,0.434052757793765,0.008403361344537815,0.4,290,11,betting,all,245
0.2,238,146,202,2,200,0.009900990099009901,0.47961630695443647,0.008403361344537815,0.4,290,11,betting,all,245
0.05,238,34,35,1,34,0.02857142857142857,0.08877284595300261,0.004201680672268907,0.4,253,12,betting,all,255
0.1,238,108,146,1,145,0.00684931506849315,0.3785900783289817,0.004201680672268907,0.4,253,12,betting,all,255
0.15,238,124,167,1,166,0.005988023952095809,0.43342036553524804,0.004201680672268907,0.4,253,12,betting,all,255
0.2,238,145,211,3,208,0.014218009478672985,0.5430809399477807,0.009453781512605041,0.4,253,12,betting,all,255
0.05,238,87,111,3,108,0.02702702702702703,0.2559241706161137,0.012605042016806723,0.4,290,13,betting,all,213
0.1,238,124,173,4,169,0.023121387283236993,0.4004739336492891,0.01680672268907563,0.4,290,13,betting,all,213
0.15,238,144,205,6,199,0.02926829268292683,0.471563981042654,0.02184873949579832,0.4,290,13,betting,all,213
0.2,238,155,233,11,222,0.04721030042918455,0.5260663507109005,0.02965686274509804,0.4,290,13,betting,all,213
0.05,238,83,94,2,92,0.02127659574468085,0.2169811320754717,0.008403361344537815,0.4,275,14,betting,all,229
0.1,238,120,143,4,139,0.027972027972027972,0.3278301886792453,0.01680672268907563,0.4,275,14,betting,all,229
0.15,238,140,183,4,179,0.02185792349726776,0.4221698113207547,0.01680672268907563,0.4,275,14,betting,all,229
0.2,238,149,206,4,202,0.019417475728155338,0.47641509433962265,0.01680672268907563,0.4,275,14,betting,all,229
0.05,238,89,105,1,104,0.009523809523809525,0.2826086956521739,0.004201680672268907,0.4,259,15,betting,all,256
0.1,238,129,173,2,171,0.011560693641618497,0.46467391304347827,0.0063025210084033615,0.4,259,15,betting,all,256
0.15,238,146,209,6,203,0.028708133971291867,0.5516304347826086,0.016946778711484593,0.4,259,15,betting,all,256
0.2,238,160,235,8,227,0.03404255319148936,0.6168478260869565,0.021673669467787114,0.4,259,15,betting,all,256
0.05,238,67,82,0,82,0.0,0.22162162162162163,0.0,0.4,297,16,betting,all,241
0.1,238,106,142,0,142,0.0,0.3837837837837838,0.0,0.4,297,16,betting,all,241
0.15,238,125,172,1,171,0.005813953488372093,0.46216216216216216,0.0005252100840336134,0.4,297,16,betting,all,241
0.2,238,140,200,3,197,0.015,0.5324324324324324,0.005777310924369748,0.4,297,16,betting,all,241
0.05,238,0,0,0,0,0.0,0.0,0.0,0.4,289,17,betting,all,231
0.1,238,87,116,0,116,0.0,0.30526315789473685,0.0,0.4,289,17,betting,all,231
0.15,238,127,166,4,162,0.024096385542168676,0.4263157894736842,0.011904761904761904,0.4,289,17,betting,all,231
0.2,238,138,189,9,180,0.047619047619047616,0.47368421052631576,0.02226890756302521,0.4,289,17,betting,all,231
0.05,238,72,79,0,79,0.0,0.2323529411764706,0.0,0.4,259,18,betting,all,258
0.1,238,128,152,1,151,0.006578947368421052,0.4441176470588235,0.0008403361344537816,0.4,259,18,betting,all,258
0.15,238,144,186,4,182,0.021505376344086023,0.5352941176470588,0.00819327731092437,0.4,259,18,betting,all,258
0.2,238,152,204,4,200,0.0196078431372549,0.5882352941176471,0.00819327731092437,0.4,259,18,betting,all,258
0.05,238,80,99,0,99,0.0,0.2391304347826087,0.0,0.4,233,19,betting,all,238
0.1,238,130,171,1,170,0.005847953216374269,0.4106280193236715,0.004201680672268907,0.4,233,19,betting,all,238
0.15,238,152,211,2,209,0.009478672985781991,0.5048309178743962,0.008403361344537815,0.4,233,19,betting,all,238
0.2,238,167,247,4,243,0.016194331983805668,0.5869565217391305,0.011904761904761904,0.4,233,19,betting,all,238
