alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,238,0,0,0,0,0.0,0.0,0.0,0.4,267,0,betting,all,279
0.1,238,88,116,0,116,0.0,0.2966751918158568,0.0,0.4,267,0,betting,all,279
0.15,238,129,170,1,169,0.0058823529411764705,0.4322250639386189,0.004201680672268907,0.4,267,0,betting,all,279
0.2,238,144,203,3,200,0.014778325123152709,0.5115089514066496,0.006827731092436975,0.4,267,0,betting,all,279
0.05,238,79,97,0,97,0.0,0.2400990099009901,0.0,0.4,273,1,betting,all,321
0.1,238,117,156,2,154,0.01282051282051282,0.3811881188118812,0.005252100840336135,0.4,273,1,betting,all,321
0.15,238,143,218,5,213,0.022935779816513763,0.5272277227722773,0.010294117647058825,0.4,273,1,betting,all,321
0.2,238,161,261,12,249,0.04597701149425287,0.6163366336633663,0.021755368814192346,0.4,273,1,betting,all,321
0.05,238,0,0,0,0,0.0,0.0,0.0,0.4,234,2,betting,all,227
0.1,238,97,136,1,135,0.007352941176470588,0.3515625,0.004201680672268907,0.4,234,2,betting,all,227
0.15,238,136,195,2,193,0.010256410256410256,0.5026041666666666,0.008403361344537815,0.4,234,2,betting,all,227
0.2,238,149,217,3,214,0.013824884792626729,0.5572916666666666,0.01050420168067227,0.4,234,2,betting,all,227
0.05,238,79,89,3,86,0.033707865168539325,0.22872340425531915,0.01050420168067227,0.4,261,3,betting,all,253
0.1,238,120,165,6,159,0.03636363636363636,0.4228723404255319,0.017857142857142856,0.4,261,3,betting,all,253
0.15,238,149,220,9,211,0.04090909090909091,0.5611702127659575,0.022584033613445378,0.4,261,3,betting,all,253
0.2,238,164,272,19,253,0.06985294117647059,0.6728723404255319,0.04495798319327731,0.4,261,3,betting,all,253
0.05,238,90,105,0,105,0.0,0.3,0.0,0.4,213,4,betting,all,255
0.1,238,126,151,1,150,0.006622516556291391,0.42857142857142855,0.004201680672268907,0.4,213,4,betting,all,255
0.15,238,152,197,9,188,0.04568527918781726,0.5371428571428571,0.03011204481792717,0.4,213,4,betting,all,255
0.2,238,164,223,11,212,0.04932735426008968,0.6057142857142858,0.03326330532212885,0.4,213,4,betting,all,255
0.05,238,93,123,2,121,0.016260162601626018,0.28672985781990523,0.008403361344537815,0.4,299,5,betting,all,249
0.1,238,119,163,3,160,0.018404907975460124,0.3791469194312796,0.012605042016806723,0.4,299,5,betting,all,249
0.15,238,152,217,6,211,0.027649769585253458,0.5,0.02100840336134454,0.4,299,5,betting,all,249
0.2,238,154,236,9,227,0.038135593220338986,0.5379146919431279,0.025910364145658265,0.4,299,5,betting,all,249
0.05,238,93,123,1,122,0.008130081300813009,0.32620320855614976,0.004201680672268907,0.4,223,6,betting,all,245
0.1,238,132,177,2,175,0.011299435028248588,0.4679144385026738,0.008403361344537815,0.4,223,6,betting,all,245
0.15,238,149,204,4,200,0.0196078431372549,0.5347593582887701,0.01680672268907563,0.4,223,6,betting,all,245
0.2,238,159,229,5,224,0.021834061135371178,0.5989304812834224,0.018907563025210083,0.4,223,6,betting,all,245
0.05,238,71,82,0,82,0.0,0.22527472527472528,0.0,0.4,303,7,betting,all,228
