alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,210,0,0,0,0,0.0,0.0,0.0,0.4,149,0,betting,K<=5
0.05,28,0,0,0,0,0.0,0.0,0.0,0.4,118,0,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>30
0.1,210,84,103,0,103,0.0,0.3946360153256705,0.0,0.4,149,0,betting,K<=5
0.1,28,4,13,0,13,0.0,0.1,0.0,0.4,118,0,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>30
0.15,210,118,141,1,140,0.0070921985815602835,0.5363984674329502,0.004761904761904762,0.4,149,0,betting,K<=5
0.15,28,11,29,0,29,0.0,0.2230769230769231,0.0,0.4,118,0,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>30
0.2,210,130,163,2,161,0.012269938650306749,0.6168582375478927,0.007142857142857143,0.4,149,0,betting,K<=5
0.2,28,14,40,1,39,0.025,0.3,0.004464285714285714,0.4,118,0,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,0,betting,K>30
0.05,208,79,97,0,97,0.0,0.3356401384083045,0.0,0.4,141,1,betting,K<=5
0.05,30,0,0,0,0,0.0,0.0,0.0,0.4,132,1,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>30
0.1,208,109,132,1,131,0.007575757575757576,0.4532871972318339,0.004807692307692308,0.4,141,1,betting,K<=5
0.1,30,8,24,1,23,0.041666666666666664,0.2,0.008333333333333333,0.4,132,1,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>30
0.15,208,127,168,3,165,0.017857142857142856,0.5709342560553633,0.009615384615384616,0.4,141,1,betting,K<=5
0.15,30,16,50,2,48,0.04,0.41739130434782606,0.015000000000000001,0.4,132,1,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>30
0.2,208,140,189,5,184,0.026455026455026454,0.6366782006920415,0.016826923076923076,0.4,141,1,betting,K<=5
0.2,30,21,72,7,65,0.09722222222222222,0.5652173913043478,0.05592592592592592,0.4,132,1,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,1,betting,K>30
0.05,21,0,0,0,0,0.0,0.0,0.0,0.4,89,2,betting,5<K<=30
0.05,217,0,0,0,0,0.0,0.0,0.0,0.4,145,2,betting,K<=5
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>30
0.1,21,8,21,0,21,0.0,0.2916666666666667,0.0,0.4,89,2,betting,5<K<=30
0.1,217,89,115,1,114,0.008695652173913044,0.36538461538461536,0.004608294930875576,0.4,145,2,betting,K<=5
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>30
0.15,21,10,27,0,27,0.0,0.375,0.0,0.4,89,2,betting,5<K<=30
0.15,217,126,168,2,166,0.011904761904761904,0.532051282051282,0.009216589861751152,0.4,145,2,betting,K<=5
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>30
0.2,21,12,31,0,31,0.0,0.4305555555555556,0.0,0.4,89,2,betting,5<K<=30
0.2,217,137,186,3,183,0.016129032258064516,0.5865384615384616,0.01152073732718894,0.4,145,2,betting,K<=5
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,2,betting,K>30
0.05,27,0,0,0,0,0.0,0.0,0.0,0.4,100,3,betting,5<K<=30
0.05,211,79,89,3,86,0.033707865168539325,0.3426294820717131,0.011848341232227487,0.4,161,3,betting,K<=5
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>30
0.1,27,9,31,1,30,0.03225806451612903,0.24,0.009259259259259259,0.4,100,3,betting,5<K<=30
0.1,211,111,134,5,129,0.03731343283582089,0.5139442231075697,0.018957345971563982,0.4,161,3,betting,K<=5
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>30
0.15,27,18,50,2,48,0.04,0.384,0.013888888888888888,0.4,100,3,betting,5<K<=30
0.15,211,131,170,7,163,0.041176470588235294,0.649402390438247,0.023696682464454975,0.4,161,3,betting,K<=5
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>30
0.2,27,23,80,7,73,0.0875,0.584,0.056790123456790124,0.4,100,3,betting,5<K<=30
0.2,211,141,192,12,180,0.0625,0.7171314741035857,0.043443917851500785,0.4,161,3,betting,K<=5
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,3,betting,K>30
0.05,222,89,102,0,102,0.0,0.3655913978494624,0.0,0.4,145,4,betting,K<=5
0.05,16,1,3,0,3,0.0,0.04225352112676056,0.0,0.4,68,4,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,4,betting,K>30
0.1,222,122,141,1,140,0.0070921985815602835,0.5017921146953405,0.0045045045045045045,0.4,145,4,betting,K<=5
0.1,16,4,10,0,10,0.0,0.14084507042253522,0.0,0.4,68,4,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,4,betting,K>30
0.15,222,143,173,6,167,0.03468208092485549,0.5985663082437276,0.024774774774774775,0.4,145,4,betting,K<=5
0.15,16,9,24,3,21,0.125,0.29577464788732394,0.10416666666666666,0.4,68,4,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,4,betting,K>30
0.2,222,152,189,7,182,0.037037037037037035,0.6523297491039427,0.02702702702702703,0.4,145,4,betting,K<=5
0.2,16,12,34,4,30,0.11764705882352941,0.4225352112676056,0.11979166666666666,0.4,68,4,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,4,betting,K>30
0.05,32,3,12,0,12,0.0,0.08,0.0,0.4,147,5,betting,5<K<=30
0.05,206,90,111,2,109,0.018018018018018018,0.4007352941176471,0.009708737864077669,0.4,152,5,betting,K<=5
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,5,betting,K>30
0.1,32,9,29,0,29,0.0,0.19333333333333333,0.0,0.4,147,5,betting,5<K<=30
0.1,206,110,134,3,131,0.022388059701492536,0.48161764705882354,0.014563106796116505,0.4,152,5,betting,K<=5
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,5,betting,K>30
0.15,32,18,47,0,47,0.0,0.31333333333333335,0.0,0.4,147,5,betting,5<K<=30
0.15,206,134,170,6,164,0.03529411764705882,0.6029411764705882,0.024271844660194174,0.4,152,5,betting,K<=5
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,5,betting,K>30
0.2,32,20,59,2,57,0.03389830508474576,0.38,0.020833333333333332,0.4,147,5,betting,5<K<=30
0.2,206,134,177,7,170,0.03954802259887006,0.625,0.02669902912621359,0.4,152,5,betting,K<=5
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,5,betting,K>30
0.05,217,89,107,1,106,0.009345794392523364,0.36054421768707484,0.004608294930875576,0.4,143,6,betting,K<=5
0.05,21,4,16,0,16,0.0,0.2,0.0,0.4,80,6,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,6,betting,K>30
0.1,217,126,156,2,154,0.01282051282051282,0.5238095238095238,0.009216589861751152,0.4,143,6,betting,K<=5
0.1,21,6,21,0,21,0.0,0.2625,0.0,0.4,80,6,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,6,betting,K>30
0.15,217,139,177,4,173,0.022598870056497175,0.5884353741496599,0.018433179723502304,0.4,143,6,betting,K<=5
0.15,21,10,27,0,27,0.0,0.3375,0.0,0.4,80,6,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,6,betting,K>30
0.2,217,145,194,4,190,0.020618556701030927,0.6462585034013606,0.018433179723502304,0.4,143,6,betting,K<=5
0.2,21,14,35,1,34,0.02857142857142857,0.425,0.023809523809523808,0.4,80,6,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,6,betting,K>30
0.05,214,69,76,0,76,0.0,0.2900763358778626,0.0,0.4,176,7,betting,K<=5
0.05,24,2,6,0,6,0.0,0.058823529411764705,0.0,0.4,127,7,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,7,betting,K>30
0.1,214,119,139,7,132,0.050359712230215826,0.5038167938931297,0.02725856697819315,0.4,176,7,betting,K<=5
0.1,24,8,25,1,24,0.04,0.23529411764705882,0.010416666666666666,0.4,127,7,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,7,betting,K>30
0.15,214,134,164,8,156,0.04878048780487805,0.5954198473282443,0.03193146417445483,0.4,176,7,betting,K<=5
0.15,24,14,39,2,37,0.05128205128205128,0.3627450980392157,0.024305555555555552,0.4,127,7,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,7,betting,K>30
0.2,214,145,187,10,177,0.053475935828877004,0.6755725190839694,0.0381619937694704,0.4,176,7,betting,K<=5
0.2,24,16,52,8,44,0.15384615384615385,0.43137254901960786,0.09236111111111112,0.4,127,7,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,7,betting,K>30
0.05,211,0,0,0,0,0.0,0.0,0.0,0.4,161,8,betting,K<=5
0.05,27,0,0,0,0,0.0,0.0,0.0,0.4,133,8,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,8,betting,K>30
0.1,211,85,106,1,105,0.009433962264150943,0.36971830985915494,0.004739336492890996,0.4,161,8,betting,K<=5
0.1,27,7,23,0,23,0.0,0.2,0.0,0.4,133,8,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,8,betting,K>30
0.15,211,109,131,2,129,0.015267175572519083,0.45422535211267606,0.009478672985781991,0.4,161,8,betting,K<=5
0.15,27,10,30,0,30,0.0,0.2608695652173913,0.0,0.4,133,8,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,8,betting,K>30
0.2,211,127,162,4,158,0.024691358024691357,0.5563380281690141,0.018957345971563982,0.4,161,8,betting,K<=5
0.2,27,13,41,1,40,0.024390243902439025,0.34782608695652173,0.009259259259259259,0.4,133,8,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,8,betting,K>30
0.05,212,82,95,1,94,0.010526315789473684,0.33935018050541516,0.0047169811320754715,0.4,155,9,betting,K<=5
0.05,26,0,0,0,0,0.0,0.0,0.0,0.4,92,9,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,9,betting,K>30
0.1,212,113,132,1,131,0.007575757575757576,0.4729241877256318,0.0047169811320754715,0.4,155,9,betting,K<=5
0.1,26,8,29,1,28,0.034482758620689655,0.21875,0.004807692307692308,0.4,92,9,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,9,betting,K>30
0.15,212,127,153,1,152,0.006535947712418301,0.5487364620938628,0.0047169811320754715,0.4,155,9,betting,K<=5
0.15,26,14,41,1,40,0.024390243902439025,0.3125,0.004273504273504273,0.4,92,9,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,9,betting,K>30
0.2,212,151,198,5,193,0.025252525252525252,0.6967509025270758,0.020440251572327043,0.4,155,9,betting,K<=5
0.2,26,16,57,7,50,0.12280701754385964,0.390625,0.05683760683760683,0.4,92,9,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,9,betting,K>30
0.05,204,91,109,3,106,0.027522935779816515,0.42570281124497994,0.014705882352941176,0.4,136,10,betting,K<=5
0.05,34,2,9,0,9,0.0,0.059602649006622516,0.0,0.4,122,10,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,10,betting,K>30
0.1,204,125,154,6,148,0.03896103896103896,0.5943775100401606,0.029411764705882353,0.4,136,10,betting,K<=5
0.1,34,10,35,0,35,0.0,0.23178807947019867,0.0,0.4,122,10,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,10,betting,K>30
0.15,204,134,170,7,163,0.041176470588235294,0.6546184738955824,0.028594771241830064,0.4,136,10,betting,K<=5
0.15,34,19,58,2,56,0.034482758620689655,0.3708609271523179,0.018907563025210083,0.4,122,10,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,10,betting,K>30
0.2,204,140,182,8,174,0.04395604395604396,0.6987951807228916,0.031045751633986925,0.4,136,10,betting,K<=5
0.2,34,24,74,2,72,0.02702702702702703,0.4768211920529801,0.01838235294117647,0.4,122,10,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,10,betting,K>30
0.05,215,83,101,1,100,0.009900990099009901,0.3389830508474576,0.004651162790697674,0.4,168,11,betting,K<=5
0.05,23,0,0,0,0,0.0,0.0,0.0,0.4,122,11,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,11,betting,K>30
0.1,215,118,148,1,147,0.006756756756756757,0.49830508474576274,0.004651162790697674,0.4,168,11,betting,K<=5
0.1,23,3,11,0,11,0.0,0.09016393442622951,0.0,0.4,122,11,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,11,betting,K>30
0.15,215,127,161,2,159,0.012422360248447204,0.5389830508474577,0.009302325581395349,0.4,168,11,betting,K<=5
0.15,23,9,22,0,22,0.0,0.18032786885245902,0.0,0.4,122,11,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,11,betting,K>30
0.2,215,135,172,2,170,0.011627906976744186,0.576271186440678,0.009302325581395349,0.4,168,11,betting,K<=5
0.2,23,11,30,0,30,0.0,0.2459016393442623,0.0,0.4,122,11,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,11,betting,K>30
0.05,220,34,35,1,34,0.02857142857142857,0.10967741935483871,0.004545454545454545,0.4,161,12,betting,K<=5
0.05,18,0,0,0,0,0.0,0.0,0.0,0.4,92,12,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,12,betting,K>30
0.1,220,102,125,1,124,0.008,0.4,0.004545454545454545,0.4,161,12,betting,K<=5
0.1,18,6,21,0,21,0.0,0.2876712328767123,0.0,0.4,92,12,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,12,betting,K>30
0.15,220,116,142,1,141,0.007042253521126761,0.45483870967741935,0.004545454545454545,0.4,161,12,betting,K<=5
0.15,18,8,25,0,25,0.0,0.3424657534246575,0.0,0.4,92,12,betting,5<K<=30
0.15,0,0,0,0,0,0.0,0.0,0.0,0.4,0,12,betting,K>30
0.2,220,134,180,2,178,0.011111111111111112,0.5741935483870968,0.00909090909090909,0.4,161,12,betting,K<=5
0.2,18,11,31,1,30,0.03225806451612903,0.410958904109589,0.013888888888888888,0.4,92,12,betting,5<K<=30
0.2,0,0,0,0,0,0.0,0.0,0.0,0.4,0,12,betting,K>30
0.05,210,84,101,3,98,0.0297029702970297,0.34385964912280703,0.014285714285714285,0.4,163,13,betting,K<=5
0.05,28,3,10,0,10,0.0,0.072992700729927,0.0,0.4,127,13,betting,5<K<=30
0.05,0,0,0,0,0,0.0,0.0,0.0,0.4,0,13,betting,K>30
0.1,210,114,141,4,137,0.028368794326241134,0.4807017543859649,0.01904761904761905,0.4,163,13,betting,K<=5
0.1,28,10,32,0,32,0.0,0.23357664233576642,0.0,0.4,127,13,betting,5<K<=30
0.1,0,0,0,0,0,0.0,0.0,0.0,0.4,0,13,betting,K>30
0.15,210,127,159,5,154,0.031446540880503145,0.5403508771929825,0.023809523809523808,0.4,163,13,betting,K<=5
0.15,28,17,46,1,45,0.021739130434782608,0.3284671532846715,0.0071428571428571435,0.4,127,13,betting,5<K<=30
