family_id,dataset,image_id,category_id,category_name,prompt,is_prompt_absent,num_candidates,num_rejected,fp,tp,fdp
coco:1006:48:606,coco,1006,48,fork,fork,True,3,0,0,0,0.0
coco:1014:13:612,coco,1014,13,stop sign,stop sign,True,1,0,0,0,0.0
coco:1025:18:613,coco,1025,18,dog,dog,False,2,0,0,0,0.0
coco:1025:39:615,coco,1025,39,baseball bat,baseball bat,True,4,0,0,0,0.0
coco:1025:85:614,coco,1025,85,clock,clock,True,2,0,0,0,0.0
coco:1036:33:620,coco,1036,33,suitcase,suitcase,True,2,0,0,0,0.0
coco:1036:67:619,coco,1036,67,dining table,dining table,False,1,0,0,0,0.0
coco:1059:59:625,coco,1059,59,pizza,pizza,False,1,0,0,0,0.0
coco:1059:86:626,coco,1059,86,vase,vase,True,2,0,0,0,0.0
coco:1063:74:629,coco,1063,74,mouse,mouse,True,1,0,0,0,0.0
coco:1064:56:631,coco,1064,56,broccoli,broccoli,False,22,0,0,0,0.0
coco:1064:63:632,coco,1064,63,couch,couch,True,2,0,0,0,0.0
coco:1072:76:636,coco,1072,76,keyboard,keyboard,True,1,0,0,0,0.0
coco:1083:21:637,coco,1083,21,cow,cow,False,4,0,0,0,0.0
coco:1083:38:639,coco,1083,38,kite,kite,True,5,0,0,0,0.0
coco:1083:80:638,coco,1083,80,toaster,toaster,True,3,0,0,0,0.0
coco:1084:50:641,coco,1084,50,spoon,spoon,True,5,0,0,0,0.0
coco:1084:85:642,coco,1084,85,clock,clock,True,6,0,0,0,0.0
coco:1085:17:643,coco,1085,17,cat,cat,False,2,0,0,0,0.0
coco:1085:34:645,coco,1085,34,frisbee,frisbee,True,1,0,0,0,0.0
coco:1089:64:648,coco,1089,64,potted plant,potted plant,True,4,0,0,0,0.0
coco:1090:67:650,coco,1090,67,dining table,dining table,True,10,0,0,0,0.0
coco:1098:10:653,coco,1098,10,traffic light,traffic light,True,1,0,0,0,0.0
coco:1098:21:652,coco,1098,21,cow,cow,False,7,0,0,0,0.0
coco:1098:88:654,coco,1098,88,teddy bear,teddy bear,True,4,0,0,0,0.0
coco:1099:65:657,coco,1099,65,bed,bed,True,6,0,0,0,0.0
coco:1099:70:655,coco,1099,70,toilet,toilet,False,4,0,0,0,0.0
coco:109:88:61,coco,109,88,teddy bear,teddy bear,True,2,0,0,0,0.0
coco:1103:16:661,coco,1103,16,bird,bird,False,70,0,0,0,0.0
coco:1103:22:662,coco,1103,22,elephant,elephant,True,26,0,0,0,0.0
coco:1103:57:663,coco,1103,57,carrot,carrot,True,19,0,0,0,0.0
coco:1107:5:664,coco,1107,5,airplane,airplane,False,174,0,0,0,0.0
coco:1108:1:667,coco,1108,1,person,person,False,10,0,0,0,0.0
coco:1108:88:669,coco,1108,88,teddy bear,teddy bear,True,2,0,0,0,0.0
coco:110:47:63,coco,110,47,cup,cup,False,34,0,0,0,0.0
coco:1111:9:670,coco,1111,9,boat,boat,True,4,0,0,0,0.0
coco:1138:64:675,coco,1138,64,potted plant,potted plant,False,13,0,0,0,0.0
coco:113:46:67,coco,113,46,wine glass,wine glass,True,14,0,0,0,0.0
coco:113:49:66,coco,113,49,knife,knife,False,6,0,0,0,0.0
coco:113:72:68,coco,113,72,tv,tv,True,10,0,0,0,0.0
coco:1145:51:684,coco,1145,51,bowl,bowl,False,90,0,0,0,0.0
coco:1145:70:686,coco,1145,70,toilet,toilet,True,2,0,0,0,0.0
coco:1145:81:685,coco,1145,81,sink,sink,True,45,0,0,0,0.0
coco:1146:36:688,coco,1146,36,snowboard,snowboard,True,3,0,0,0,0.0
coco:1153:43:694,coco,1153,43,tennis racket,tennis racket,True,1,0,0,0,0.0
coco:1153:51:693,coco,1153,51,bowl,bowl,False,17,0,0,0,0.0
coco:1153:87:695,coco,1153,87,scissors,scissors,True,9,0,0,0,0.0
coco:1155:63:696,coco,1155,63,couch,couch,False,6,0,0,0,0.0
coco:1155:79:698,coco,1155,79,oven,oven,True,2,0,0,0,0.0
coco:1164:28:701,coco,1164,28,umbrella,umbrella,True,1,0,0,0,0.0
coco:1164:52:700,coco,1164,52,banana,banana,True,7,0,0,0,0.0
coco:1166:33:703,coco,1166,33,suitcase,suitcase,True,1,0,0,0,0.0
coco:1168:32:706,coco,1168,32,tie,tie,True,3,0,0,0,0.0
coco:1171:57:709,coco,1171,57,carrot,carrot,True,4,0,0,0,0.0
coco:1171:7:708,coco,1171,7,train,train,False,13,0,0,0,0.0
coco:1180:34:715,coco,1180,34,frisbee,frisbee,True,1,0,0,0,0.0
coco:1183:1:717,coco,1183,1,person,person,False,3,0,0,0,0.0
coco:1200:3:722,coco,1200,3,car,car,True,2,0,0,0,0.0
coco:1213:7:731,coco,1213,7,train,train,True,6,0,0,0,0.0
coco:1213:81:729,coco,1213,81,sink,sink,False,4,0,0,0,0.0
coco:1216:28:732,coco,1216,28,umbrella,umbrella,False,6,0,0,0,0.0
coco:1224:16:736,coco,1224,16,bird,bird,True,2,0,0,0,0.0
coco:1224:25:735,coco,1224,25,giraffe,giraffe,False,16,0,0,0,0.0
coco:1228:24:738,coco,1228,24,zebra,zebra,False,37,0,0,0,0.0
coco:1237:1:744,coco,1237,1,person,person,False,79,0,0,0,0.0
coco:1238:51:748,coco,1238,51,bowl,bowl,True,1,0,0,0,0.0
coco:1238:70:749,coco,1238,70,toilet,toilet,True,3,0,0,0,0.0
coco:1244:28:750,coco,1244,28,umbrella,umbrella,False,3,0,0,0,0.0
coco:1264:84:756,coco,1264,84,book,book,False,39,0,0,0,0.0
coco:1270:15:759,coco,1270,15,bench,bench,False,59,0,0,0,0.0
coco:1270:3:760,coco,1270,3,car,car,True,42,0,0,0,0.0
coco:1271:2:763,coco,1271,2,bicycle,bicycle,True,1,0,0,0,0.0
coco:1271:77:764,coco,1271,77,cell phone,cell phone,True,35,0,0,0,0.0
coco:1271:81:762,coco,1271,81,sink,sink,False,59,0,0,0,0.0
coco:1290:47:768,coco,1290,47,cup,cup,False,11,0,0,0,0.0
coco:1290:50:770,coco,1290,50,spoon,spoon,True,16,0,0,0,0.0
coco:1290:78:769,coco,1290,78,microwave,microwave,True,5,0,0,0,0.0
coco:1292:55:773,coco,1292,55,orange,orange,True,4,0,0,0,0.0
coco:1295:38:776,coco,1295,38,kite,kite,True,3,0,0,0,0.0
coco:1298:1:777,coco,1298,1,person,person,False,24,0,0,0,0.0
coco:1298:9:779,coco,1298,9,boat,boat,True,9,0,0,0,0.0
coco:1306:27:782,coco,1306,27,backpack,backpack,True,4,0,0,0,0.0
coco:1306:62:780,coco,1306,62,chair,chair,False,65,0,0,0,0.0
coco:1307:23:785,coco,1307,23,bear,bear,True,3,0,0,0,0.0
coco:1307:57:783,coco,1307,57,carrot,carrot,False,35,0,0,0,0.0
coco:1308:1:786,coco,1308,1,person,person,False,1,0,0,0,0.0
coco:1311:2:791,coco,1311,2,bicycle,bicycle,True,1,0,0,0,0.0
coco:1311:5:789,coco,1311,5,airplane,airplane,False,54,0,0,0,0.0
coco:1319:73:796,coco,1319,73,laptop,laptop,True,16,0,0,0,0.0
coco:1323:42:800,coco,1323,42,surfboard,surfboard,True,6,0,0,0,0.0
coco:1330:1:801,coco,1330,1,person,person,False,1,0,0,0,0.0
coco:1330:50:803,coco,1330,50,spoon,spoon,True,6,0,0,0,0.0
coco:1332:20:805,coco,1332,20,sheep,sheep,True,2,0,0,0,0.0
coco:1332:85:806,coco,1332,85,clock,clock,True,2,0,0,0,0.0
coco:133:27:74,coco,133,27,backpack,backpack,True,12,0,0,0,0.0
coco:133:65:72,coco,133,65,bed,bed,False,13,0,0,0,0.0
coco:1340:42:808,coco,1340,42,surfboard,surfboard,True,5,0,0,0,0.0
coco:1342:1:810,coco,1342,1,person,person,False,85,0,0,0,0.0
coco:1342:77:812,coco,1342,77,cell phone,cell phone,True,17,0,0,0,0.0
coco:1347:73:813,coco,1347,73,laptop,laptop,False,5,0,0,0,0.0
coco:1350:1:816,coco,1350,1,person,person,False,97,0,0,0,0.0
coco:1355:18:821,coco,1355,18,dog,dog,True,2,0,0,0,0.0
coco:1355:51:819,coco,1355,51,bowl,bowl,False,52,0,0,0,0.0
coco:1359:13:824,coco,1359,13,stop sign,stop sign,True,3,0,0,0,0.0
coco:1360:18:825,coco,1360,18,dog,dog,False,1,0,0,0,0.0
coco:1360:73:826,coco,1360,73,laptop,laptop,True,2,0,0,0,0.0
coco:1360:90:827,coco,1360,90,toothbrush,toothbrush,True,22,0,0,0,0.0
coco:1366:41:830,coco,1366,41,skateboard,skateboard,True,7,0,0,0,0.0
coco:1369:1:831,coco,1369,1,person,person,False,3,0,0,0,0.0
coco:1369:72:832,coco,1369,72,tv,tv,True,2,0,0,0,0.0
coco:136:41:77,coco,136,41,skateboard,skateboard,True,3,0,0,0,0.0
coco:1374:7:834,coco,1374,7,train,train,False,6,0,0,0,0.0
coco:1375:33:839,coco,1375,33,suitcase,suitcase,True,2,0,0,0,0.0
coco:1375:43:837,coco,1375,43,tennis racket,tennis racket,False,3,0,0,0,0.0
coco:1381:31:842,coco,1381,31,handbag,handbag,True,6,0,0,0,0.0
coco:138:22:80,coco,138,22,elephant,elephant,True,3,0,0,0,0.0
coco:1392:23:851,coco,1392,23,bear,bear,True,1,0,0,0,0.0
coco:1392:80:850,coco,1392,80,toaster,toaster,True,5,0,0,0,0.0
coco:1393:64:852,coco,1393,64,potted plant,potted plant,False,19,0,0,0,0.0
coco:1397:37:857,coco,1397,37,sports ball,sports ball,True,2,0,0,0,0.0
coco:1397:50:856,coco,1397,50,spoon,spoon,True,3,0,0,0,0.0
coco:1398:17:858,coco,1398,17,cat,cat,False,2,0,0,0,0.0
coco:1398:67:860,coco,1398,67,dining table,dining table,True,6,0,0,0,0.0
coco:1401:53:861,coco,1401,53,apple,apple,False,8,0,0,0,0.0
coco:1401:72:862,coco,1401,72,tv,tv,True,9,0,0,0,0.0
coco:1403:1:864,coco,1403,1,person,person,False,3,0,0,0,0.0
coco:1403:72:866,coco,1403,72,tv,tv,True,4,0,0,0,0.0
coco:1407:32:870,coco,1407,32,tie,tie,False,16,0,0,0,0.0
coco:1408:14:874,coco,1408,14,parking meter,parking meter,True,1,0,0,0,0.0
coco:1408:3:873,coco,1408,3,car,car,False,78,0,0,0,0.0
coco:1424:51:877,coco,1424,51,bowl,bowl,True,20,0,0,0,0.0
coco:1424:64:876,coco,1424,64,potted plant,potted plant,False,8,0,0,0,0.0
coco:142:89:83,coco,142,89,hair drier,hair drier,True,4,0,0,0,0.0
coco:1431:54:881,coco,1431,54,sandwich,sandwich,True,1,0,0,0,0.0
coco:1436:60:884,coco,1436,60,donut,donut,True,2,0,0,0,0.0
coco:1436:63:882,coco,1436,63,couch,couch,False,5,0,0,0,0.0
coco:143:53:85,coco,143,53,apple,apple,True,7,0,0,0,0.0
coco:143:64:86,coco,143,64,potted plant,potted plant,True,7,0,0,0,0.0
coco:1442:16:886,coco,1442,16,bird,bird,True,5,0,0,0,0.0
