alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,521
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,560
