alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.2,559,149,229,32,197,0.13973799126637554,0.35431654676258995,0.03094315245478036,5,betting,all,5616
0.05,559,107,138,6,132,0.043478260869565216,0.21498371335504887,0.009838998211091235,6,betting,all,4857
0.1,559,136,196,10,186,0.05102040816326531,0.30293159609120524,0.014460345855694692,6,betting,all,4857
0.15,559,153,232,16,216,0.06896551724137931,0.3517915309446254,0.018306499701848538,6,betting,all,4857
0.2,559,163,250,20,230,0.08,0.3745928338762215,0.022242098986285035,6,betting,all,4857
0.05,559,124,175,8,167,0.045714285714285714,0.27154471544715447,0.014311270125223614,7,betting,all,5369
0.1,559,146,217,9,208,0.041474654377880185,0.3382113821138211,0.016100178890876567,7,betting,all,5369
0.15,559,159,252,11,241,0.04365079365079365,0.39186991869918697,0.018783542039355994,7,betting,all,5369
0.2,559,170,278,16,262,0.05755395683453238,0.42601626016260163,0.026535480023852115,7,betting,all,5369
0.05,559,116,170,9,161,0.052941176470588235,0.28146853146853146,0.014907573047107929,8,betting,all,4991
0.1,559,147,239,17,222,0.07112970711297072,0.3881118881118881,0.021635857682369312,8,betting,all,4991
0.15,559,161,268,24,244,0.08955223880597014,0.42657342657342656,0.03153448618564898,8,betting,all,4991
0.2,559,166,283,32,251,0.11307420494699646,0.4388111888111888,0.0366428145497913,8,betting,all,4991
0.05,559,132,182,9,173,0.04945054945054945,0.26697530864197533,0.014534883720930232,9,betting,all,5193
0.1,559,159,233,14,219,0.060085836909871244,0.33796296296296297,0.020617173524150267,9,betting,all,5193
0.15,559,169,255,17,238,0.06666666666666667,0.36728395061728397,0.025983899821109123,9,betting,all,5193
0.2,559,179,286,25,261,0.08741258741258741,0.4027777777777778,0.03431226396342676,9,betting,all,5193
0.05,559,118,150,10,140,0.06666666666666667,0.2687140115163148,0.017889087656529516,10,betting,all,5330
0.1,559,140,180,12,168,0.06666666666666667,0.32245681381957775,0.02146690518783542,10,betting,all,5330
0.15,559,151,208,17,191,0.08173076923076923,0.3666026871401152,0.023971377459749553,10,betting,all,5330
0.2,559,165,230,22,208,0.09565217391304348,0.39923224568138194,0.03291592128801431,10,betting,all,5330
0.05,559,122,171,7,164,0.04093567251461988,0.287215411558669,0.01095706618962433,11,betting,all,5090
0.1,559,141,220,7,213,0.031818181818181815,0.37302977232924694,0.01095706618962433,11,betting,all,5090
0.15,559,150,241,9,232,0.03734439834024896,0.4063047285464098,0.014534883720930232,11,betting,all,5090
0.2,559,162,268,16,252,0.05970149253731343,0.4413309982486865,0.024054433938154866,11,betting,all,5090
0.05,559,72,73,1,72,0.0136986301369863,0.13457943925233645,0.0017889087656529517,12,betting,all,4925
0.1,559,73,74,1,73,0.013513513513513514,0.13644859813084112,0.0017889087656529517,12,betting,all,4925
0.15,559,73,74,1,73,0.013513513513513514,0.13644859813084112,0.0017889087656529517,12,betting,all,4925
0.2,559,73,74,1,73,0.013513513513513514,0.13644859813084112,0.0017889087656529517,12,betting,all,4925
0.05,559,116,142,9,133,0.06338028169014084,0.23835125448028674,0.01520572450805009,13,betting,all,5942
0.1,559,133,195,12,183,0.06153846153846154,0.3279569892473118,0.0189823096799841,13,betting,all,5942
0.15,559,149,229,15,214,0.06550218340611354,0.3835125448028674,0.02291790896442059,13,betting,all,5942
0.2,559,158,243,16,227,0.06584362139917696,0.4068100358422939,0.024706817730073542,13,betting,all,5942
0.05,559,135,187,11,176,0.058823529411764705,0.3247232472324723,0.01520572450805009,14,betting,all,5346
0.1,559,157,228,16,212,0.07017543859649122,0.39114391143911437,0.02146690518783542,14,betting,all,5346
0.15,559,170,251,21,230,0.08366533864541832,0.42435424354243545,0.02616279069767442,14,betting,all,5346
0.2,559,177,266,22,244,0.08270676691729323,0.45018450184501846,0.027862254025044723,14,betting,all,5346
0.05,559,115,167,3,164,0.017964071856287425,0.28422876949740034,0.0038759689922480624,15,betting,all,6101
0.1,559,140,212,6,206,0.02830188679245283,0.35701906412478335,0.009242695289206918,15,betting,all,6101
0.15,559,147,232,11,221,0.04741379310344827,0.3830155979202773,0.014439049322770252,15,betting,all,6101
0.2,559,162,250,19,231,0.076,0.4003466204506066,0.028750319447993864,15,betting,all,6101
0.05,559,115,145,10,135,0.06896551724137931,0.20833333333333334,0.016696481812760882,16,betting,all,4919
0.1,559,140,188,10,178,0.05319148936170213,0.27469135802469136,0.016696481812760882,16,betting,all,4919
0.15,559,154,211,15,196,0.07109004739336493,0.30246913580246915,0.024299344066785925,16,betting,all,4919
0.2,559,163,235,18,217,0.07659574468085106,0.33487654320987653,0.0251937984496124,16,betting,all,4919
0.05,559,98,122,4,118,0.03278688524590164,0.23228346456692914,0.006261180679785331,17,betting,all,5598
0.1,559,120,165,7,158,0.04242424242424243,0.3110236220472441,0.009391771019677997,17,betting,all,5598
0.15,559,133,195,14,181,0.07179487179487179,0.3562992125984252,0.013864042933810376,17,betting,all,5598
0.2,559,150,234,26,208,0.1111111111111111,0.4094488188976378,0.02434903597694295,17,betting,all,5598
0.05,559,115,145,10,135,0.06896551724137931,0.22842639593908629,0.017889087656529516,18,betting,all,5443
0.1,559,142,203,17,186,0.08374384236453201,0.3147208121827411,0.026446034585569468,18,betting,all,5443
0.15,559,151,243,22,221,0.09053497942386832,0.3739424703891709,0.028234943351222418,18,betting,all,5443
0.2,559,165,266,28,238,0.10526315789473684,0.4027072758037225,0.03896839594514013,18,betting,all,5443
0.05,559,124,160,8,152,0.05,0.28733459357277885,0.013416815742397137,19,betting,all,5655
0.1,559,149,209,14,195,0.06698564593301436,0.3686200378071834,0.020125223613595707,19,betting,all,5655
0.15,559,161,237,21,216,0.08860759493670886,0.40831758034026466,0.02830309225658063,19,betting,all,5655
0.2,559,166,254,27,227,0.1062992125984252,0.42911153119092627,0.031443620978504706,19,betting,all,5655
