alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,187,9,178,0.0481283422459893,0.3339587242026266,0.7242050766944885,0,score_oracle
0.1,254,25,229,0.0984251968503937,0.42964352720450283,0.6238628029823303,0,score_oracle
0.15,290,43,247,0.1482758620689655,0.4634146341463415,0.5805243253707886,0,score_oracle
0.2,347,69,278,0.1988472622478386,0.5215759849906192,0.4946445226669311,0,score_oracle
0.05,215,10,205,0.046511627906976744,0.37683823529411764,0.677474319934845,1,score_oracle
0.1,263,26,237,0.09885931558935361,0.43566176470588236,0.5873517990112305,1,score_oracle
0.15,311,46,265,0.14790996784565916,0.48713235294117646,0.503233015537262,1,score_oracle
0.2,355,71,284,0.2,0.5220588235294118,0.4575532674789428,1,score_oracle
0.05,273,13,260,0.047619047619047616,0.45936395759717313,0.6429925560951233,2,score_oracle
0.1,344,34,310,0.09883720930232558,0.5477031802120141,0.5171618461608887,2,score_oracle
0.15,374,56,318,0.1497326203208556,0.5618374558303887,0.4852102994918823,2,score_oracle
0.2,425,85,340,0.2,0.6007067137809188,0.428655743598938,2,score_oracle
0.05,243,12,231,0.04938271604938271,0.4003466204506066,0.6633614897727966,3,score_oracle
0.1,300,30,270,0.1,0.4679376083188908,0.5825624465942383,3,score_oracle
0.15,341,51,290,0.1495601173020528,0.5025996533795494,0.5144665837287903,3,score_oracle
0.2,385,77,308,0.2,0.5337954939341422,0.4668301343917846,3,score_oracle
0.05,230,11,219,0.04782608695652174,0.40331491712707185,0.6701036691665649,4,score_oracle
0.1,295,29,266,0.09830508474576272,0.48987108655616945,0.5876333117485046,4,score_oracle
0.15,345,51,294,0.14782608695652175,0.5414364640883977,0.5045448541641235,4,score_oracle
0.2,390,78,312,0.2,0.574585635359116,0.4456477761268616,4,score_oracle
0.05,207,10,197,0.04830917874396135,0.35431654676258995,0.690502941608429,5,score_oracle
0.1,252,25,227,0.0992063492063492,0.40827338129496404,0.6278111338615417,5,score_oracle
0.15,289,43,246,0.14878892733564014,0.44244604316546765,0.5844839215278625,5,score_oracle
0.2,341,68,273,0.19941348973607037,0.4910071942446043,0.5117987394332886,5,score_oracle
0.05,293,14,279,0.04778156996587031,0.4543973941368078,0.6248390674591064,6,score_oracle
0.1,325,32,293,0.09846153846153846,0.4771986970684039,0.5799747705459595,6,score_oracle
0.15,389,58,331,0.14910025706940874,0.5390879478827362,0.4763479232788086,6,score_oracle
0.2,430,86,344,0.2,0.5602605863192183,0.4422912001609802,6,score_oracle
0.05,285,14,271,0.04912280701754386,0.44065040650406506,0.6318459510803223,7,score_oracle
0.1,364,36,328,0.0989010989010989,0.5333333333333333,0.5249950289726257,7,score_oracle
0.15,402,60,342,0.14925373134328357,0.5560975609756098,0.4848372638225555,7,score_oracle
0.2,452,90,362,0.19911504424778761,0.5886178861788618,0.4462181329727173,7,score_oracle
0.05,263,13,250,0.049429657794676805,0.4370629370629371,0.6582674980163574,8,score_oracle
0.1,335,33,302,0.09850746268656717,0.527972027972028,0.5593085289001465,8,score_oracle
0.15,388,58,330,0.14948453608247422,0.5769230769230769,0.4620076417922973,8,score_oracle
0.2,422,84,338,0.1990521327014218,0.5909090909090909,0.4256788492202759,8,score_oracle
