method,alpha,total_rejections,fdp,recall
betting,0.05,26.021195813777418,0.016742070490808822,0.041363533761495215
betting,0.1,35.20376774093783,0.019634044679073946,0.05426733119542121
betting,0.15,40.386162299272236,0.02581032714446075,0.06157257904174023
betting,0.2,43.95149838772639,0.028307116516516923,0.06607493287323335
binary,0.05,12.074767078498866,0.07039473262499338,0.012767672093748798
binary,0.1,16.165590486879026,0.08514095803658561,0.018291354943009323
binary,0.15,17.44133022449836,0.07453559924999299,0.017943755374998312
binary,0.2,22.526884523071306,0.11062694416774735,0.022759551716879982
pvalue_bh,0.05,25.106667179100175,0.029612762521957256,0.031841680981224696
pvalue_bh,0.1,25.76385677241421,0.027059583080947462,0.028899164699226914
pvalue_bh,0.15,26.829431992732008,0.02699390176918028,0.025960659997583423
pvalue_bh,0.2,27.750011853956693,0.027892587352845756,0.024728115429913027
