alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,79,0,0,0,0,0.0,0.0,0.0,0,betting,100,100
0.1,79,0,0,0,0,0.0,0.0,0.0,0,betting,100,100
0.15,79,0,0,0,0,0.0,0.0,0.0,0,betting,100,100
0.2,79,0,0,0,0,0.0,0.0,0.0,0,betting,100,100
0.05,79,0,0,0,0,0.0,0.0,0.0,0,betting,250,250
0.1,79,0,0,0,0,0.0,0.0,0.0,0,betting,250,250
0.15,79,0,0,0,0,0.0,0.0,0.0,0,betting,250,250
0.2,79,0,0,0,0,0.0,0.0,0.0,0,betting,250,250
0.05,79,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.1,79,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.15,79,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.2,79,0,0,0,0,0.0,0.0,0.0,0,betting,500,500
0.05,79,0,0,0,0,0.0,0.0,0.0,0,betting,1000,1000
0.1,79,0,0,0,0,0.0,0.0,0.0,0,betting,1000,1000
0.15,79,0,0,0,0,0.0,0.0,0.0,0,betting,1000,1000
0.2,79,0,0,0,0,0.0,0.0,0.0,0,betting,1000,1000
0.05,79,0,0,0,0,0.0,0.0,0.0,0,betting,all,1846
0.1,79,0,0,0,0,0.0,0.0,0.0,0,betting,all,1846
0.15,79,0,0,0,0,0.0,0.0,0.0,0,betting,all,1846
0.2,79,0,0,0,0,0.0,0.0,0.0,0,betting,all,1846
0.05,79,0,0,0,0,0.0,0.0,0.0,1,betting,100,100
0.1,79,0,0,0,0,0.0,0.0,0.0,1,betting,100,100
0.15,79,0,0,0,0,0.0,0.0,0.0,1,betting,100,100
0.2,79,0,0,0,0,0.0,0.0,0.0,1,betting,100,100
0.05,79,0,0,0,0,0.0,0.0,0.0,1,betting,250,250
0.1,79,0,0,0,0,0.0,0.0,0.0,1,betting,250,250
0.15,79,0,0,0,0,0.0,0.0,0.0,1,betting,250,250
0.2,79,0,0,0,0,0.0,0.0,0.0,1,betting,250,250
0.05,79,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.1,79,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.15,79,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.2,79,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.05,79,0,0,0,0,0.0,0.0,0.0,1,betting,1000,1000
0.1,79,0,0,0,0,0.0,0.0,0.0,1,betting,1000,1000
0.15,79,0,0,0,0,0.0,0.0,0.0,1,betting,1000,1000
0.2,79,0,0,0,0,0.0,0.0,0.0,1,betting,1000,1000
0.05,79,0,0,0,0,0.0,0.0,0.0,1,betting,all,1805
0.1,79,0,0,0,0,0.0,0.0,0.0,1,betting,all,1805
0.15,79,0,0,0,0,0.0,0.0,0.0,1,betting,all,1805
0.2,79,0,0,0,0,0.0,0.0,0.0,1,betting,all,1805
0.05,79,0,0,0,0,0.0,0.0,0.0,2,betting,100,100
0.1,79,0,0,0,0,0.0,0.0,0.0,2,betting,100,100
0.15,79,0,0,0,0,0.0,0.0,0.0,2,betting,100,100
0.2,79,0,0,0,0,0.0,0.0,0.0,2,betting,100,100
0.05,79,0,0,0,0,0.0,0.0,0.0,2,betting,250,250
0.1,79,0,0,0,0,0.0,0.0,0.0,2,betting,250,250
0.15,79,0,0,0,0,0.0,0.0,0.0,2,betting,250,250
0.2,79,0,0,0,0,0.0,0.0,0.0,2,betting,250,250
0.05,79,0,0,0,0,0.0,0.0,0.0,2,betting,500,500
0.1,79,0,0,0,0,0.0,0.0,0.0,2,betting,500,500
0.15,79,0,0,0,0,0.0,0.0,0.0,2,betting,500,500
0.2,79,0,0,0,0,0.0,0.0,0.0,2,betting,500,500
0.05,79,0,0,0,0,0.0,0.0,0.0,2,betting,1000,1000
0.1,79,0,0,0,0,0.0,0.0,0.0,2,betting,1000,1000
