alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,threshold,cal_loss,cal_bound,cal_rejections,cal_fp,cal_tp,seed,method
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,0,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,0,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,0,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,0,scoregate_pooled_emp
0.05,299,20,20,4,16,0.2,0.037296037296037296,0.013377926421404682,0.8050920963287354,0.045454545454545456,0.045454545454545456,22,1,21,1,scoregate_pooled_emp
0.1,299,20,20,4,16,0.2,0.037296037296037296,0.013377926421404682,0.8050920963287354,0.045454545454545456,0.045454545454545456,22,1,21,1,scoregate_pooled_emp
0.15,299,26,26,6,20,0.23076923076923078,0.046620046620046623,0.020066889632107024,0.7668333649635315,0.11538461538461539,0.11538461538461539,26,3,23,1,scoregate_pooled_emp
0.2,299,26,26,6,20,0.23076923076923078,0.046620046620046623,0.020066889632107024,0.7668333649635315,0.11538461538461539,0.11538461538461539,26,3,23,1,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,2,scoregate_pooled_emp
0.1,299,21,21,2,19,0.09523809523809523,0.052486187845303865,0.006688963210702341,0.8098531365394592,0.09090909090909091,0.09090909090909091,22,2,20,2,scoregate_pooled_emp
0.15,299,21,21,2,19,0.09523809523809523,0.052486187845303865,0.006688963210702341,0.8098531365394592,0.09090909090909091,0.09090909090909091,22,2,20,2,scoregate_pooled_emp
0.2,299,28,28,4,24,0.14285714285714285,0.06629834254143646,0.013377926421404682,0.7293956279754639,0.17647058823529413,0.17647058823529413,34,6,28,2,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,3,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,3,scoregate_pooled_emp
0.15,299,25,25,7,18,0.28,0.05660377358490566,0.023411371237458192,0.7793700098991394,0.15,0.15,20,3,17,3,scoregate_pooled_emp
0.2,299,25,25,7,18,0.28,0.05660377358490566,0.023411371237458192,0.7793700098991394,0.15,0.15,20,3,17,3,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,4,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,4,scoregate_pooled_emp
0.15,299,26,26,8,18,0.3076923076923077,0.043689320388349516,0.026755852842809364,0.7523593902587891,0.14814814814814814,0.14814814814814814,27,4,23,4,scoregate_pooled_emp
0.2,299,34,34,11,23,0.3235294117647059,0.055825242718446605,0.03678929765886288,0.705500602722168,0.1935483870967742,0.1935483870967742,31,6,25,4,scoregate_pooled_emp
0.05,299,13,13,4,9,0.3076923076923077,0.023872679045092837,0.013377926421404682,0.8098531365394592,0.0,0.0,22,0,22,5,scoregate_pooled_emp
0.1,299,13,13,4,9,0.3076923076923077,0.023872679045092837,0.013377926421404682,0.8098531365394592,0.0,0.0,22,0,22,5,scoregate_pooled_emp
0.15,299,18,18,8,10,0.4444444444444444,0.026525198938992044,0.026755852842809364,0.7891210913658142,0.14814814814814814,0.14814814814814814,27,4,23,5,scoregate_pooled_emp
0.2,299,22,22,10,12,0.45454545454545453,0.03183023872679045,0.033444816053511704,0.7058642506599426,0.2,0.2,35,7,28,5,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_emp
0.2,299,21,21,3,18,0.14285714285714285,0.03879310344827586,0.010033444816053512,0.7908726930618286,0.19047619047619047,0.19047619047619047,21,4,17,7,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,8,scoregate_pooled_emp
0.1,299,23,23,4,19,0.17391304347826086,0.039014373716632446,0.013377926421404682,0.7840318083763123,0.08333333333333333,0.08333333333333333,24,2,22,8,scoregate_pooled_emp
0.15,299,29,29,6,23,0.20689655172413793,0.04722792607802875,0.020066889632107024,0.7293956279754639,0.10714285714285714,0.10714285714285714,28,3,25,8,scoregate_pooled_emp
0.2,299,29,29,6,23,0.20689655172413793,0.04722792607802875,0.020066889632107024,0.7293956279754639,0.10714285714285714,0.10714285714285714,28,3,25,8,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,9,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,9,scoregate_pooled_emp
0.15,299,27,27,7,20,0.25925925925925924,0.05509641873278237,0.023411371237458192,0.7293956279754639,0.13043478260869565,0.13043478260869565,23,3,20,9,scoregate_pooled_emp
0.2,299,27,27,7,20,0.25925925925925924,0.05509641873278237,0.023411371237458192,0.7293956279754639,0.13043478260869565,0.13043478260869565,23,3,20,9,scoregate_pooled_emp
0.05,299,38,38,8,30,0.21052631578947367,0.09287925696594428,0.026755852842809364,0.7104935646057129,0.04,0.04,25,1,24,10,scoregate_pooled_emp
0.1,299,38,38,8,30,0.21052631578947367,0.09287925696594428,0.026755852842809364,0.7104935646057129,0.04,0.04,25,1,24,10,scoregate_pooled_emp
0.15,299,38,38,8,30,0.21052631578947367,0.09287925696594428,0.026755852842809364,0.7104935646057129,0.04,0.04,25,1,24,10,scoregate_pooled_emp
0.2,299,51,51,15,36,0.29411764705882354,0.11145510835913312,0.05016722408026756,0.6624885201454163,0.15151515151515152,0.15151515151515152,33,5,28,10,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_emp
0.2,299,17,17,4,13,0.23529411764705882,0.034759358288770054,0.013377926421404682,0.7993263006210327,0.17391304347826086,0.17391304347826086,23,4,19,11,scoregate_pooled_emp
0.05,299,29,29,7,22,0.2413793103448276,0.06528189910979229,0.023411371237458192,0.7811780571937561,0.04,0.04,25,1,24,12,scoregate_pooled_emp
0.1,299,29,29,7,22,0.2413793103448276,0.06528189910979229,0.023411371237458192,0.7811780571937561,0.04,0.04,25,1,24,12,scoregate_pooled_emp
0.15,299,34,34,9,25,0.2647058823529412,0.07418397626112759,0.030100334448160536,0.758084774017334,0.13793103448275862,0.13793103448275862,29,4,25,12,scoregate_pooled_emp
0.2,299,49,49,16,33,0.32653061224489793,0.09792284866468842,0.05351170568561873,0.6704674363136292,0.175,0.175,40,7,33,12,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_emp
