alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,threshold,cal_loss,cal_bound,cal_rejections,cal_fp,cal_tp,seed,method
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_emp
0.2,299,17,17,3,14,0.17647058823529413,0.03167420814479638,0.010033444816053512,0.7993263006210327,0.18181818181818182,0.18181818181818182,22,4,18,15,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_emp
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_emp
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_emp
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_emp
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_emp
