method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,170.6,0.04795923598992653,0.24710648003331742,0.6299075365066529
score_oracle,0.1,240.8,0.09787643424482151,0.32980766007340917,0.5119909286499024
score_oracle,0.15,287.6,0.14879408258243548,0.3711018712673565,0.4566980183124542
score_oracle,0.2,345.2,0.19924861219669263,0.4191470754103329,0.40676395893096917
