selected,selected_fraction,threshold,fp,tp,fdp,recall
103,0.010011664074650078,0.811763346195221,0,103,0.0,0.04168352893565358
206,0.020023328149300156,0.7567484378814697,1,205,0.0048543689320388345,0.0829623634156212
309,0.030034992223950233,0.7095842361450195,4,305,0.012944983818770227,0.12343180898421692
412,0.04004665629860031,0.660031259059906,6,406,0.014563106796116505,0.1643059490084986
514,0.049961119751166405,0.6183314919471741,11,503,0.021400778210116732,0.20356131121003643
617,0.059972783825816486,0.5817012786865234,17,600,0.027552674230145867,0.24281667341157426
720,0.06998444790046657,0.5492610931396484,21,699,0.029166666666666667,0.282881424524484
823,0.07999611197511663,0.5202413201332092,32,791,0.038882138517618466,0.32011331444759206
926,0.09000777604976672,0.4793855845928192,45,881,0.04859611231101512,0.3565358154593282
1029,0.1000194401244168,0.4470461308956146,68,961,0.06608357628765792,0.3889113719142048
1132,0.11003110419906688,0.41442129015922546,95,1037,0.08392226148409894,0.4196681505463375
1235,0.12004276827371695,0.3875521123409271,119,1116,0.09635627530364373,0.45163901254552813
1337,0.12995723172628304,0.3627442717552185,148,1189,0.11069558713537771,0.481181707810603
1440,0.13996889580093314,0.3375275731086731,193,1247,0.13402777777777777,0.5046539862403885
1543,0.1499805598755832,0.318737268447876,235,1308,0.152300712896954,0.5293403480372318
1646,0.15999222395023327,0.29993391036987305,286,1360,0.17375455650060753,0.5503844597329016
1749,0.17000388802488337,0.28058114647865295,348,1401,0.19897084048027444,0.5669769324160259
1852,0.18001555209953343,0.26622140407562256,409,1443,0.22084233261339092,0.5839740995548361
1955,0.19002721617418353,0.2521180510520935,470,1485,0.24040920716112532,0.6009712666936463
2058,0.2000388802488336,0.23974613845348358,530,1528,0.2575315840621963,0.6183731282881425
2160,0.2099533437013997,0.22831317782402039,597,1563,0.2763888888888889,0.6325374342371509
2263,0.21996500777604977,0.21843527257442474,667,1596,0.29474149359257623,0.6458923512747875
2366,0.22997667185069984,0.2098860740661621,741,1625,0.3131868131868132,0.6576284904896803
2469,0.23998833592534993,0.1985662281513214,807,1662,0.3268529769137303,0.6726021853500607
2572,0.25,0.1918058842420578,887,1685,0.3448678071539658,0.6819101578308377
2675,0.2600116640746501,0.18528638780117035,961,1714,0.3592523364485981,0.6936462970457304
2778,0.27002332814930013,0.1793334186077118,1030,1748,0.37077033837293016,0.707405908539053
2881,0.28003499222395023,0.1725931614637375,1111,1770,0.385629989586949,0.7163091865641441
2984,0.2900466562986003,0.16645880043506622,1196,1788,0.4008042895442359,0.7235936867664913
3086,0.2999611197511664,0.16092751920223236,1277,1809,0.41380427738172393,0.7320922703358964
3189,0.3099727838258165,0.1556340754032135,1351,1838,0.4236437754782063,0.7438284095507891
3292,0.31998444790046654,0.15093378722667694,1432,1860,0.4349939246658566,0.7527316875758802
3395,0.32999611197511663,0.14556922018527985,1518,1877,0.44712812960235643,0.7596114933225415
3498,0.34000777604976673,0.14163565635681152,1605,1893,0.4588336192109777,0.7660866046135167
3601,0.35001944012441677,0.13684020936489105,1685,1916,0.4679255762288253,0.7753945770942938
3704,0.36003110419906686,0.1332196444272995,1773,1931,0.4786717062634989,0.7814649939295831
3807,0.37004276827371696,0.12945130467414856,1864,1943,0.48962437614919885,0.7863213273978147
3909,0.37995723172628304,0.1259058266878128,1949,1960,0.4985929905346636,0.7932011331444759
4012,0.38996889580093314,0.1224021464586258,2034,1978,0.5069790628115654,0.8004856333468231
4115,0.39998055987558323,0.11978750675916672,2123,1992,0.5159173754556501,0.8061513557264266
4218,0.40999222395023327,0.1169181615114212,2212,2006,0.5244191559981034,0.81181707810603
4321,0.42000388802488337,0.11407817155122757,2302,2019,0.5327470492941448,0.8170781060299473
4424,0.43001555209953346,0.11163075268268585,2386,2038,0.5393309222423146,0.8247673006879805
4527,0.4400272161741835,0.10901340842247009,2476,2051,0.5469405787497239,0.830028328611898
4630,0.4500388802488336,0.10670725256204605,2568,2062,0.5546436285097193,0.8344799676244435
4732,0.4599533437013997,0.10464288294315338,2652,2080,0.5604395604395604,0.8417644678267908
4835,0.46996500777604977,0.10238240659236908,2736,2099,0.5658738366080662,0.849453662484824
4938,0.47997667185069987,0.10035596042871475,2830,2108,0.5731065208586472,0.8530959125859976
5041,0.4899883359253499,0.09870978444814682,2920,2121,0.5792501487800039,0.8583569405099151
5144,0.5,0.09676282107830048,3016,2128,0.5863141524105754,0.8611898016997167
5247,0.51001166407465,0.09479159861803055,3111,2136,0.5929102344196684,0.8644273573452044
5350,0.5200233281493002,0.09314589947462082,3198,2152,0.5977570093457943,0.8709024686361797
5453,0.5300349922239502,0.09108425676822662,3291,2162,0.6035209976159912,0.8749494131930392
5556,0.5400466562986003,0.08937078714370728,3386,2170,0.60943124550036,0.8781869688385269
5658,0.5499611197511665,0.08763112872838974,3483,2175,0.6155885471898197,0.8802104411169567
5761,0.5599727838258165,0.08624967932701111,3576,2185,0.6207255684776949,0.8842573856738163
5864,0.5699844479004665,0.08462463319301605,3674,2190,0.6265347885402456,0.8862808579522461
5967,0.5799961119751167,0.08333047479391098,3764,2203,0.6308027484498073,0.8915418858761635
6070,0.5900077760497667,0.08211245387792587,3856,2214,0.6352553542009884,0.895993524888709
6173,0.6000194401244168,0.08091631531715393,3953,2220,0.6403693503968897,0.8984216916228248
6276,0.6100311041990669,0.07963641732931137,4046,2230,0.6446781389420013,0.9024686361796843
6379,0.620042768273717,0.07830173522233963,4140,2239,0.6490045461671108,0.9061108862808579
6481,0.629957231726283,0.07726588100194931,4236,2245,0.6536028390680451,0.9085390530149737
6584,0.6399688958009331,0.07603040337562561,4330,2254,0.6576549210206561,0.9121813031161473
6687,0.6499805598755832,0.07471735030412674,4424,2263,0.661582174368177,0.9158235532173209
6790,0.6599922239502333,0.07355552166700363,4515,2275,0.6649484536082474,0.9206798866855525
6893,0.6700038880248833,0.07252099364995956,4613,2280,0.6692296532714348,0.9227033589639821
6996,0.6800155520995335,0.07156267762184143,4710,2286,0.6732418524871355,0.925131525698098
7099,0.6900272161741835,0.07052670419216156,4811,2288,0.6777010846598113,0.9259409146094698
7202,0.7000388802488335,0.06951209902763367,4905,2297,0.6810608164398778,0.9295831647106435
7304,0.7099533437013997,0.0686793178319931,5002,2302,0.6848302300109529,0.9316066369890732
7407,0.7199650077760498,0.06782355159521103,5095,2312,0.6878628324557851,0.9356535815459328
7510,0.7299766718506998,0.06704426556825638,5192,2318,0.6913448735019974,0.9380817482800485
7613,0.73998833592535,0.06619656085968018,5288,2325,0.6946013398134769,0.9409146094698503
7716,0.75,0.06547387689352036,5387,2329,0.6981596682218766,0.9425333872925941
7819,0.76001166407465,0.06476505845785141,5485,2334,0.7014963550326129,0.9445568595710239
7922,0.7700233281493002,0.0639195367693901,5585,2337,0.7049987376925019,0.9457709429380817
8025,0.7800349922239502,0.06307077407836914,5681,2344,0.7079127725856698,0.9486038041278835
8128,0.7900466562986003,0.06234130263328552,5774,2354,0.7103838582677166,0.952650748684743
8230,0.7999611197511665,0.06144729629158974,5870,2360,0.7132442284325637,0.9550789154188588
8333,0.8099727838258165,0.06062104180455208,5965,2368,0.7158286331453259,0.9583164710643464
8436,0.8199844479004665,0.060010552406311035,6060,2376,0.7183499288762447,0.961554026709834
8539,0.8299961119751167,0.05924709141254425,6156,2383,0.7209275090760042,0.9643868878996358
8642,0.8400077760497667,0.05871899798512459,6257,2385,0.7240222170793797,0.9651962768110077
8745,0.8500194401244168,0.0580720491707325,6351,2394,0.7262435677530017,0.9688385269121813
8848,0.8600311041990669,0.0574302151799202,6448,2400,0.72875226039783,0.971266693646297
8951,0.870042768273717,0.056816697120666504,6546,2405,0.7313149368785611,0.9732901659247268
9053,0.879957231726283,0.05618830770254135,6646,2407,0.7341212857616259,0.9740995548360988
9156,0.8899688958009331,0.055532265454530716,6744,2412,0.7365661861074705,0.9761230271145286
9259,0.8999805598755832,0.05499039590358734,6844,2415,0.7391726968355113,0.9773371104815864
9362,0.9099922239502333,0.054336607456207275,6943,2419,0.7416150395214698,0.9789558883043302
9465,0.9200038880248833,0.05385519191622734,7037,2428,0.7434759640781827,0.9825981384055038
9568,0.9300155520995335,0.053400762379169464,7136,2432,0.745819397993311,0.9842169162282477
9671,0.9400272161741835,0.05286739766597748,7232,2439,0.7478027091303898,0.9870497774180493
9774,0.9500388802488335,0.05243317782878876,7332,2442,0.7501534683855126,0.9882638607851072
9876,0.9599533437013997,0.05196870118379593,7428,2448,0.7521263669501823,0.990692027519223
9979,0.9699650077760498,0.0514276884496212,7524,2455,0.75398336506664,0.9935248887090247
10082,0.9799766718506998,0.05091932788491249,7626,2456,0.7563975401706011,0.9939295831647107
10185,0.98998833592535,0.05048547685146332,7722,2463,0.7581737849779087,0.9967624443545123
10288,1.0,0.050006356090307236,7817,2471,0.7598172628304821,1.0
