alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,537,121,170,8,162,0.047058823529411764,0.22657342657342658,0.00962135319677219,0.3,5785,0,betting,all,5128
0.1,537,143,230,19,211,0.08260869565217391,0.2951048951048951,0.01610800744878957,0.3,5785,0,betting,all,5128
0.15,537,170,307,50,257,0.16286644951140064,0.3594405594405594,0.04047692944340989,0.3,5785,0,betting,all,5128
0.2,537,171,320,56,264,0.175,0.36923076923076925,0.0414409457705547,0.3,5785,0,betting,all,5128
0.05,537,115,207,9,198,0.043478260869565216,0.3,0.010850880962612806,0.3,5088,1,betting,all,5218
0.1,537,125,244,12,232,0.04918032786885246,0.3515151515151515,0.011377139310100204,0.3,5088,1,betting,all,5218
0.15,537,156,340,49,291,0.14411764705882352,0.4409090909090909,0.041139850218062504,0.3,5088,1,betting,all,5218
0.2,537,157,347,54,293,0.15561959654178675,0.44393939393939397,0.04155989474278213,0.3,5088,1,betting,all,5218
0.05,537,115,167,14,153,0.08383233532934131,0.22767857142857142,0.018001241464928614,0.3,6084,2,betting,all,4569
0.1,537,138,232,26,206,0.11206896551724138,0.30654761904761907,0.026225946617008066,0.3,6084,2,betting,all,4569
0.15,537,147,267,44,223,0.1647940074906367,0.3318452380952381,0.03909062693978895,0.3,6084,2,betting,all,4569
0.2,537,160,286,49,237,0.17132867132867133,0.35267857142857145,0.045608317815021726,0.3,6084,2,betting,all,4569
0.05,537,110,161,5,156,0.031055900621118012,0.2561576354679803,0.006517690875232775,0.3,4733,3,betting,all,6073
0.1,537,148,225,19,206,0.08444444444444445,0.33825944170771755,0.027001862197392923,0.3,4733,3,betting,all,6073
0.15,537,152,253,29,224,0.11462450592885376,0.367816091954023,0.03133006038033971,0.3,4733,3,betting,all,6073
0.2,537,174,306,54,252,0.17647058823529413,0.41379310344827586,0.05192285988375374,0.3,4733,3,betting,all,6073
0.05,537,114,155,5,150,0.03225806451612903,0.23183925811437403,0.006828057107386715,0.3,5355,4,betting,all,5632
0.1,537,137,196,10,186,0.05102040816326531,0.2874806800618238,0.011949099937926753,0.3,5355,4,betting,all,5632
0.15,537,155,237,32,205,0.1350210970464135,0.3168469860896445,0.03477875321450741,0.3,5355,4,betting,all,5632
0.2,537,169,280,41,239,0.14642857142857144,0.3693972179289026,0.04379710916023765,0.3,5355,4,betting,all,5632
0.05,537,127,193,10,183,0.05181347150259067,0.25487465181058494,0.014328574384440306,0.3,5220,5,betting,all,5491
0.1,537,146,247,23,224,0.0931174089068826,0.31197771587743733,0.025087265310728996,0.3,5220,5,betting,all,5491
0.15,537,172,292,38,254,0.13013698630136986,0.35376044568245124,0.04379643737185637,0.3,5220,5,betting,all,5491
0.2,537,172,301,41,260,0.1362126245847176,0.362116991643454,0.044217648686922434,0.3,5220,5,betting,all,5491
0.05,537,142,235,9,226,0.03829787234042553,0.3210227272727273,0.013811297330850405,0.3,5300,6,betting,all,5210
0.1,537,163,314,43,271,0.13694267515923567,0.3849431818181818,0.025395347462386572,0.3,5300,6,betting,all,5210
0.15,537,180,365,69,296,0.18904109589041096,0.42045454545454547,0.04377741514613023,0.3,5300,6,betting,all,5210
0.2,537,192,417,96,321,0.2302158273381295,0.4559659090909091,0.060386887871451224,0.3,5300,6,betting,all,5210
0.05,537,109,177,7,170,0.03954802259887006,0.2677165354330709,0.006052141527001862,0.3,5140,7,betting,all,5927
0.1,537,127,214,16,198,0.07476635514018691,0.31181102362204727,0.01334574798261949,0.3,5140,7,betting,all,5927
0.15,537,147,257,28,229,0.10894941634241245,0.3606299212598425,0.023073512458987318,0.3,5140,7,betting,all,5927
0.2,537,156,289,43,246,0.14878892733564014,0.38740157480314963,0.02912565398598918,0.3,5140,7,betting,all,5927
0.05,537,124,164,3,161,0.018292682926829267,0.22869318181818182,0.004345127250155183,0.3,6262,8,betting,all,4927
0.1,537,144,194,8,186,0.041237113402061855,0.26420454545454547,0.010552451893234015,0.3,6262,8,betting,all,4927
0.15,537,161,245,25,220,0.10204081632653061,0.3125,0.02754500310366232,0.3,6262,8,betting,all,4927
0.2,537,169,262,33,229,0.12595419847328243,0.3252840909090909,0.03220049658597144,0.3,6262,8,betting,all,4927
0.05,537,107,176,13,163,0.07386363636363637,0.2263888888888889,0.014483757500517277,0.3,6191,9,betting,all,4713
0.1,537,131,248,31,217,0.125,0.3013888888888889,0.026457310535522825,0.3,6191,9,betting,all,4713
0.15,537,147,293,48,245,0.16382252559726962,0.3402777777777778,0.03698328363132832,0.3,6191,9,betting,all,4713
0.2,537,156,325,65,260,0.2,0.3611111111111111,0.045824163421928785,0.3,6191,9,betting,all,4713
0.05,537,118,193,6,187,0.031088082901554404,0.28858024691358025,0.00775915580384854,0.3,5354,10,betting,all,5666
0.1,537,133,246,18,228,0.07317073170731707,0.35185185185185186,0.015372802244310623,0.3,5354,10,betting,all,5666
0.15,537,151,295,37,258,0.12542372881355932,0.39814814814814814,0.02641740630567446,0.3,5354,10,betting,all,5666
0.2,537,171,345,60,285,0.17391304347826086,0.4398148148148148,0.053478108045968704,0.3,5354,10,betting,all,5666
0.05,537,113,169,12,157,0.07100591715976332,0.2503987240829346,0.012277201383346634,0.3,5402,11,betting,all,5981
0.1,537,132,210,25,185,0.11904761904761904,0.29505582137161085,0.02565962901158432,0.3,5402,11,betting,all,5981
0.15,537,165,295,60,235,0.2033898305084746,0.3748006379585327,0.052944246938660344,0.3,5402,11,betting,all,5981
0.2,537,171,349,87,262,0.2492836676217765,0.4178628389154705,0.05870994333946407,0.3,5402,11,betting,all,5981
0.05,537,129,181,6,175,0.03314917127071823,0.2157829839704069,0.010242085661080074,0.3,6200,12,betting,all,5178
0.1,537,151,253,30,223,0.11857707509881422,0.2749691738594328,0.019511690461411133,0.3,6200,12,betting,all,5178
0.15,537,153,282,40,242,0.14184397163120568,0.29839704069050554,0.02147734326505276,0.3,6200,12,betting,all,5178
0.2,537,170,337,63,274,0.18694362017804153,0.33785450061652283,0.033555762466376995,0.3,6200,12,betting,all,5178
0.05,537,111,147,13,134,0.08843537414965986,0.23801065719360567,0.01551831160769708,0.3,4913,13,betting,all,6367
0.1,537,136,192,17,175,0.08854166666666667,0.3108348134991119,0.021570453134698943,0.3,4913,13,betting,all,6367
0.15,537,143,225,23,202,0.10222222222222223,0.35879218472468916,0.02281191806331471,0.3,4913,13,betting,all,6367
0.2,537,171,274,54,220,0.19708029197080293,0.3907637655417407,0.05617628801986344,0.3,4913,13,betting,all,6367
0.05,537,106,171,8,163,0.04678362573099415,0.23252496433666192,0.009155803848541278,0.3,5388,14,betting,all,4703
0.1,537,113,199,11,188,0.05527638190954774,0.268188302425107,0.010604179598593005,0.3,5388,14,betting,all,4703
0.15,537,133,257,25,232,0.09727626459143969,0.3309557774607703,0.022670842503244738,0.3,5388,14,betting,all,4703
0.2,537,146,286,33,253,0.11538461538461539,0.3609129814550642,0.03142317024998589,0.3,5388,14,betting,all,4703
0.05,537,114,164,5,159,0.03048780487804878,0.2264957264957265,0.00931098696461825,0.3,5632,15,betting,all,4960
