method,alpha,total_rejections,fdp,recall
betting,0.05,179.6,0.050809207513606014,0.24717823534750943
betting,0.1,231.1,0.08826622869340776,0.3039721964482666
betting,0.15,280.85,0.13270450900023267,0.350688804127991
betting,0.2,317.5,0.16937693120734965,0.37976168368254026
binary,0.05,0.0,0.0,0.0
binary,0.1,28.75,0.01956521739130435,0.026041666666666668
binary,0.15,0.0,0.0,0.0
binary,0.2,28.75,0.01956521739130435,0.026041666666666668
pvalue_bh,0.05,557.55,0.3570160644491363,0.5055346512507574
pvalue_bh,0.1,596.3,0.3847881071935495,0.5246921989135364
pvalue_bh,0.15,596.3,0.3847881071935495,0.5246921989135364
pvalue_bh,0.2,596.3,0.3847881071935495,0.5246921989135364
