method,alpha,total_rejections,fdp,recall
betting,0.05,22.14164925155638,0.019999648634965676,0.028110150378820812
betting,0.1,37.33052934332209,0.031614759855016925,0.03333539866981014
betting,0.15,48.77043431381245,0.03900639789009576,0.039757994865484696
betting,0.2,52.58026445850492,0.04382916602228346,0.03913514954430486
binary,0.05,0.0,0.0,0.0
binary,0.1,128.5739087062379,0.08749831216303525,0.11646187382811406
binary,0.15,0.0,0.0,0.0
binary,0.2,128.5739087062379,0.08749831216303525,0.11646187382811406
pvalue_bh,0.05,125.96928405891568,0.07588450656740435,0.03252001696983414
pvalue_bh,0.1,95.86893465340557,0.0574353711335291,0.02449893408475767
pvalue_bh,0.15,95.86893465340557,0.0574353711335291,0.02449893408475767
pvalue_bh,0.2,95.86893465340557,0.0574353711335291,0.02449893408475767
