alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,42,4,11,0,11,0.0,0.03492063492063492,0.0,0.3,3071,0,betting,K>30
0.05,313,67,82,4,78,0.04878048780487805,0.6964285714285714,0.010649627263045792,0.3,699,0,betting,K<=5
0.05,182,50,77,4,73,0.05194805194805195,0.2534722222222222,0.010073260073260072,0.3,2015,0,betting,5<K<=30
0.1,42,13,41,8,33,0.1951219512195122,0.10476190476190476,0.03531746031746032,0.3,3071,0,betting,K>30
0.1,313,69,87,5,82,0.05747126436781609,0.7321428571428571,0.01224707135250266,0.3,699,0,betting,K<=5
0.1,182,61,102,6,96,0.058823529411764705,0.3333333333333333,0.018315018315018312,0.3,2015,0,betting,5<K<=30
0.15,42,17,83,24,59,0.2891566265060241,0.1873015873015873,0.04927248677248678,0.3,3071,0,betting,K>30
0.15,313,74,93,9,84,0.0967741935483871,0.75,0.025026624068157616,0.3,699,0,betting,K<=5
0.15,182,79,131,17,114,0.1297709923664122,0.3958333333333333,0.06501831501831501,0.3,2015,0,betting,5<K<=30
0.2,42,18,92,29,63,0.31521739130434784,0.2,0.05366161616161617,0.3,3071,0,betting,K>30
0.2,313,74,93,9,84,0.0967741935483871,0.75,0.025026624068157616,0.3,699,0,betting,K<=5
0.2,182,79,135,18,117,0.13333333333333333,0.40625,0.06684981684981685,0.3,2015,0,betting,5<K<=30
0.05,322,56,65,3,62,0.046153846153846156,0.7654320987654321,0.009316770186335404,0.3,734,1,betting,K<=5
0.05,172,45,93,3,90,0.03225806451612903,0.3543307086614173,0.011627906976744186,0.3,1844,1,betting,5<K<=30
0.05,43,14,49,3,46,0.061224489795918366,0.14153846153846153,0.01923076923076923,0.3,2510,1,betting,K>30
0.1,322,57,66,3,63,0.045454545454545456,0.7777777777777778,0.009316770186335404,0.3,734,1,betting,K<=5
0.1,172,49,100,4,96,0.04,0.3779527559055118,0.012209302325581395,0.3,1844,1,betting,5<K<=30
0.1,43,19,78,5,73,0.0641025641025641,0.2246153846153846,0.023477297895902548,0.3,2510,1,betting,K>30
0.15,322,67,79,10,69,0.12658227848101267,0.8518518518518519,0.027950310559006212,0.3,734,1,betting,K<=5
0.15,172,64,128,14,114,0.109375,0.44881889763779526,0.04994714587737843,0.3,1844,1,betting,5<K<=30
0.15,43,25,133,25,108,0.18796992481203006,0.3323076923076923,0.10467884828349944,0.3,2510,1,betting,K>30
0.2,322,67,79,10,69,0.12658227848101267,0.8518518518518519,0.027950310559006212,0.3,734,1,betting,K<=5
0.2,172,65,130,14,116,0.1076923076923077,0.4566929133858268,0.04994714587737843,0.3,1844,1,betting,5<K<=30
0.2,43,25,138,30,108,0.21739130434782608,0.3323076923076923,0.10992452060383515,0.3,2510,1,betting,K>30
0.05,179,47,74,5,69,0.06756756756756757,0.27710843373493976,0.0148975791433892,0.3,1993,2,betting,5<K<=30
0.05,309,56,59,6,53,0.1016949152542373,0.6625,0.019417475728155338,0.3,689,2,betting,K<=5
