seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
19,407,136,136,1191,336,358,104,3000073.700456872,"{'num_fit_null': 425, 'num_fit_tp': 766, 'num_bins_realized': 80, 'max_phi': 1000000.0, 'raw_max_phi': inf, 'regularized_raw_max_phi': inf, 'num_phi_clipped_bins': 10, 'phi_laplace_eps': 0.0, 'fit_null_phi_mean': 0.8067885117493472}"
